报告ID,发布日期,观察窗,报告名称,作者,报告类型,资料角色,科技关联层级,主题标签,筛选依据,官方落地页,官方PDF,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-BRUEGEL-592A005E95,2024-03-19,W3,"The European defence industrial strategy: important, but raising many questions",Guntram B. Wolff,analysis,作者/项目正式研究,科技产业与经济安全基线,工业政策、产业能力与竞争力,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/analysis/european-defence-industrial-strategy-important-raising-many-questions,https://www.bruegel.org/sites/default/files/2026-03/the-european-defence-industrial-strategy%3A-important%2C-but-raising-many-questions--9820.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-592A005E95.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-592A005E95.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-592A005E95.md,432487,0cedb7e18e19d963c79d1c6744059087a0eb4744fb200e3dfedc6179f76d1126,10,18284,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-F4E8D54025,2024-04-08,W3,Inclusive digital economy:  a round-up of project research,Rebecca Christie；Tom Schraepen,analysis,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术；机器人、自动化与技术就业,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/analysis/inclusive-digital-economy-round-project-research,https://www.bruegel.org/sites/default/files/2026-03/inclusive-digital-economy%3A--a-round-up-of-project-research-9869.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-F4E8D54025.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-F4E8D54025.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-F4E8D54025.md,748382,66ff4dc2b35ef2c632556091a32ab29f0a8e700ab9b39cb3bde795e9a6bd0d21,10,20021,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-75429E4471,2024-04-30,W3,Using the financial system to enforce export controls,Benjamin Hilgenstock；Elina Ribakova；Guntram B. Wolff；Anna Vlasyuk,working-paper,作者/项目正式研究,科技产业与经济安全基线,供应链、技术管制与经济安全,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/using-financial-system-enforce-export-controls,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-75429E4471.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-75429E4471.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-75429E4471.md,3783,227c7daffbf4841247a008709a4cfda30c5e97edee1a234364491c21c0329a2c,0,3685,官方网页全文已保存,,2026-08-22
C-BRUEGEL-BD77BD3BD9,2024-05-02,W3,European Economic Security: Current practices and further development,François Chimits；Conor McCaffrey；Juan Mejino-López；Niclas Poitiers；Vincent Vicard；Pauline Wibaux,report,作者/项目正式研究,科技产业与经济安全基线,供应链、技术管制与经济安全,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/report/european-economic-security-current-practices-and-further-development,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-BD77BD3BD9.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-BD77BD3BD9.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-BD77BD3BD9.md,2859,02a70ccc34e0eb8f772604d420bbb75813b103f6e70a30c152798481ce23a5ec,0,2774,官方网页全文已保存,,2026-08-22
C-BRUEGEL-62C1AB965F,2024-05-06,W3,Paris report 2: Europe's economic security,Jean Pisani-Ferry；Beatrice Weder di Mauro；Jeromin Zettelmeyer,report,作者/项目正式研究,科技产业与经济安全基线,供应链、技术管制与经济安全,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/report/paris-report-2-europes-economic-security,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-62C1AB965F.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-62C1AB965F.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-62C1AB965F.md,2535,30eee0e1ded2558a59296d63d8ed142ad3c876f379da0b7f120245e162368737,0,2451,官方网页全文已保存,,2026-08-22
C-BRUEGEL-F828C669C5,2024-05-07,W3,How to de-risk: European economic security in a world of interdependence,Jean Pisani-Ferry；Beatrice Weder di Mauro；Jeromin Zettelmeyer,policy-brief,作者/项目正式研究,科技产业与经济安全基线,供应链、技术管制与经济安全,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/policy-brief/how-de-risk-european-economic-security-world-interdependence,https://www.bruegel.org/sites/default/files/2023-07/PB%2015%202023.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-F828C669C5.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-F828C669C5.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-F828C669C5.md,156822,42b6c2676a8596e49e7983526735e9ba94201c6bfa7dadd94a6d1e7661aa00f5,12,43446,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-1C9317B44B,2024-05-13,W3,Unpacking China’s industrial policy and its implications for Europe,Alicia García-Herrero；Robin Schindowski,working-paper,作者/项目正式研究,科技产业与经济安全基线,工业政策、产业能力与竞争力；中国科技能力与中欧竞争合作,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/unpacking-chinas-industrial-policy-and-its-implications-europe,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-1C9317B44B.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-1C9317B44B.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-1C9317B44B.md,4135,b580f787888d4193aef0209e83ace2d94835dc555b057953a5d9f62a187b62f3,0,4016,官方网页全文已保存,,2026-08-22
C-BRUEGEL-00820FFF6E,2024-05-16,W3,Rippling out: Biden’s tariffs on Chinese electric vehicles and their impact on Europe,Uri Dadush,analysis,作者/项目正式研究,科技产业与经济安全基线,清洁技术、能源与绿色产业；中国科技能力与中欧竞争合作,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/analysis/rippling-out-bidens-tariffs-chinese-electric-vehicles-and-their-impact-europe,https://www.bruegel.org/sites/default/files/2026-03/rippling-out%3A-biden%E2%80%99s-tariffs-on-chinese-electric-vehicles-and-their-impact-on-europe-9985.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-00820FFF6E.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-00820FFF6E.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-00820FFF6E.md,200592,a758a6d6a786746e79c504f0f22eb18f5c0934055ce6bc012af34a4c923fda61,9,17469,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-92E7EEAC96,2024-05-23,W3,"Research, innovation and data: a fifth freedom in the EU single market?",Bertin Martens,analysis,作者/项目正式研究,科技产业与经济安全基线,芯片、关键技术与科研创新,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/analysis/research-innovation-and-data-fifth-freedom-eu-single-market,https://www.bruegel.org/sites/default/files/2026-03/research%2C-innovation-and-data%3A-a-fifth-freedom-in-the-eu-single-market%3F-9996.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-92E7EEAC96.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-92E7EEAC96.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-92E7EEAC96.md,177181,c6df43062568103c4b4dcad0ef26ae2b52f0e5b42314218f854304dd7d6787d5,9,18034,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-24AD1BE604,2024-05-23,W3,Instruments of economic security,Conor McCaffrey；Niclas Poitiers,working-paper,作者/项目正式研究,科技产业与经济安全基线,供应链、技术管制与经济安全,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/instruments-economic-security,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-24AD1BE604.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-24AD1BE604.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-24AD1BE604.md,4049,a733d805493fef7663945813e8f7ddf980b27743f965bf56b4fa6c2385528b96,0,3934,官方网页全文已保存,,2026-08-22
C-BRUEGEL-D4606E1BD1,2024-07-17,W3,The European Union’s proposed duties on Chinese electric vehicles and their implications,Uri Dadush；Conor McCaffrey,analysis,作者/项目正式研究,科技产业与经济安全基线,清洁技术、能源与绿色产业；中国科技能力与中欧竞争合作,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/analysis/european-unions-proposed-duties-chinese-electric-vehicles-and-their-implications,https://www.bruegel.org/sites/default/files/2026-03/the-european-union%E2%80%99s-proposed-duties-on-chinese-electric-vehicles-and-their-implications-10181.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-D4606E1BD1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-D4606E1BD1.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-D4606E1BD1.md,467572,32a03970f10f768ca403f9b232164df2bc97a529bd0ac66811df9cf31493067d,11,18070,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-4D278A244F,2024-07-18,W3,Why artificial intelligence is creating fundamental challenges for competition policy,Bertin Martens,policy-brief,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/policy-brief/why-artificial-intelligence-creating-fundamental-challenges-competition-policy,https://www.bruegel.org/sites/default/files/2024-07/PB%2016%202024.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-4D278A244F.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-4D278A244F.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-4D278A244F.md,217042,2f58917c1b7c082758236609ff2e1fcd8e73302244b739760e80893791ed080f,12,42716,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-4E19F539B4,2024-07-23,W3,Joint public procurement as a tool for European Union industrial policy,Francesco Nicoli；Roel Beetsma,policy-brief,作者/项目正式研究,科技产业与经济安全基线,工业政策、产业能力与竞争力,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/policy-brief/joint-public-procurement-tool-european-union-industrial-policy,https://www.bruegel.org/sites/default/files/2024-07/PB%2018%202024.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-4E19F539B4.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-4E19F539B4.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-4E19F539B4.md,209492,83ef3bc01746a01e5d5cc04f049c64ca87f1485211fa36551c320f1f53548595,14,51503,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-15958C8AE0,2024-09-12,W3,A European circular single market for economic security and competitiveness,Heather Grabbe；Luca Léry Moffat,policy-brief,作者/项目正式研究,科技产业与经济安全基线,供应链、技术管制与经济安全,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/policy-brief/european-circular-single-market-economic-security-and-competitiveness,https://www.bruegel.org/sites/default/files/2024-09/PB%2020%202024_2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-15958C8AE0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-15958C8AE0.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-15958C8AE0.md,802816,1ee155cce176fcbe5db226e1ba3001e58a283ffba62b69059abacefce7f2af8b,22,82110,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-F8F38F636E,2024-10-09,W3,The tension between exploding AI investment costs and slow productivity growth,Bertin Martens,working-paper,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/tension-between-exploding-ai-investment-costs-and-slow-productivity-growth,https://www.bruegel.org/sites/default/files/2024-10/WP%2018%202024.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-F8F38F636E.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-F8F38F636E.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-F8F38F636E.md,536301,a7e7ccbd53109b340c4cd8f52cf6bc3a55d92c4b180ba52c4e88153f1c8abb7a,15,40318,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-F6B75ACE22,2024-10-21,W3,Catch-up with the US or prosper below the tech frontier? An EU artificial intelligence strategy,Bertin Martens,policy-brief,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/policy-brief/catch-us-or-prosper-below-tech-frontier-eu-artificial-intelligence-strategy,https://www.bruegel.org/sites/default/files/2024-10/PB%2025%202024.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-F6B75ACE22.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-F6B75ACE22.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-F6B75ACE22.md,149445,da7b1e47140a9bff1cbdf0f0e3d5c452daa1b052157bf555ef32e5ba3d0d9055,10,38969,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-915DA010B2,2024-11-20,W3,A European defence industrial strategy in a hostile world,Juan Mejino-López；Guntram B. Wolff,policy-brief,作者/项目正式研究,科技产业与经济安全基线,工业政策、产业能力与竞争力,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/policy-brief/european-defence-industrial-strategy-hostile-world,https://www.bruegel.org/sites/default/files/2024-11/PB%2029%202024.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-915DA010B2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-915DA010B2.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-915DA010B2.md,604575,c48f3c0a648c70481197d8014a0f7f6c8bc17c0665233ef94ee4502d0f388545,19,61393,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-468F318DEC,2024-11-27,W3,European industrial policy at a crossroads? Evidence from an expert survey,Marie-Sophie Lappe；Francesco Nicoli,analysis,作者/项目正式研究,科技产业与经济安全基线,工业政策、产业能力与竞争力,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/analysis/european-industrial-policy-crossroads-evidence-expert-survey,https://www.bruegel.org/sites/default/files/2026-04/european-industrial-policy-at-a-crossroads%3F-evidence-from-an-expert-survey-10494_0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-468F318DEC.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-468F318DEC.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-468F318DEC.md,619090,fab940799d14bf8762e57ef4492181c7010006e31a934b56af77260f941ef14d,9,14577,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-A413FD599A,2024-12-18,W3,The US defence industrial base can no longer reliably supply Europe,Alexandr Burilkov；Juan Mejino-López；Guntram B. Wolff,analysis,作者/项目正式研究,科技产业与经济安全基线,工业政策、产业能力与竞争力,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/analysis/us-defence-industrial-base-can-no-longer-reliably-supply-europe,https://www.bruegel.org/sites/default/files/2026-04/the-us-defence-industrial-base-can-no-longer-reliably-supply-europe-10561.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-A413FD599A.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-A413FD599A.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-A413FD599A.md,307546,3bb27e49f7b7d39457d61b81c1bdf9690accbba5cca9e90aa7186f5fa8da0d56,10,17062,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-10F214597E,2025-03-20,W3,How DeepSeek has changed artificial intelligence and what it means for Europe,Bertin Martens,policy-brief,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术；芯片、关键技术与科研创新,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/policy-brief/how-deepseek-has-changed-artificial-intelligence-and-what-it-means-europe,https://www.bruegel.org/sites/default/files/2025-03/PB%2012%202025.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-4D278A244F.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-4D278A244F.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-4D278A244F.md,217042,2f58917c1b7c082758236609ff2e1fcd8e73302244b739760e80893791ed080f,12,42716,关联既有官方PDF,,2026-08-22
C-BRUEGEL-9F2FAE19D5,2025-05-20,W3,"Radical novelties in critical technologies and spillovers: how do China, the US and the EU fare?",Alicia García-Herrero；Michal Krystyanczuk；Robin Schindowski,working-paper,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术；芯片、关键技术与科研创新；中国科技能力与中欧竞争合作,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/radical-novelties-critical-technologies-and-spillovers-how-do-china-us-and-eu-fare,https://www.bruegel.org/sites/default/files/2025-07/WP%2007%202025.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-9F2FAE19D5.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-9F2FAE19D5.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-9F2FAE19D5.md,1492898,636ab38834a5cc2fcc97bc70f2601e500d591ad91eb851160f9169ac04ed392f,39,70882,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-C687C8C1B4,2025-05-22,W3,"Which companies are ahead in frontier innovation on critical technologies? Comparing China, the European Union and the United States",Alicia García-Herrero；Michal Krystyanczuk；Robin Schindowski,working-paper,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术；芯片、关键技术与科研创新；中国科技能力与中欧竞争合作,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/which-companies-are-ahead-frontier-innovation-critical-technologies-comparing-china,https://www.bruegel.org/sites/default/files/2025-07/WP%2008.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-C687C8C1B4.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-C687C8C1B4.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-C687C8C1B4.md,1559293,f879f863b7c4f054d4beee74fa54f108f2c2ec32713548ab3da82b4d38a762f7,31,63467,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-4BA7E3131D,2025-06-05,W3,Transatlantic clean investment monitor 4: electric vehicles,Marie Jugé；Ugnė Keliauskaitė；Kate Larsen；Ben McWilliams；Shweta Movalia；Hannah Pitt；Alfredo Rivera；Simone Tagliapietra；Harold Tavarez；Cecilia Trasi,analysis,作者/项目正式研究,科技产业与经济安全基线,清洁技术、能源与绿色产业,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/analysis/transatlantic-clean-investment-monitor-4-electric-vehicles,https://www.bruegel.org/sites/default/files/2026-04/transatlantic-clean-investment-monitor-4%3A-electric-vehicles-10972.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-4BA7E3131D.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-4BA7E3131D.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-4BA7E3131D.md,1242496,7f15c4bc702585fae3caecfcfab761617cd8a5a1dc9661132fe356f84a669d94,13,15777,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-3D347F526A,2025-06-20,W3,Fit for war by 2030? European rearmament vis-a-vis Russia lagging in numbers and technologies,Alexandr Burilkov；Katelyn Bushnell；Juan Mejino-López；Thomas Morgan；Guntram B. Wolff,report,作者/项目正式研究,科技产业与经济安全基线,工业政策、产业能力与竞争力,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/report/fit-war-2030-european-rearmament-vis-vis-russia-lagging-numbers-and-technologies,https://www.bruegel.org/sites/default/files/2025-06/e880656a-f9f2-47d4-845c-136cea3e4b11-Kiel_Report_no3.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-3D347F526A.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-3D347F526A.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-3D347F526A.md,4810744,8ae479d2c842a5eb8bd66537bde2d1b34bfc4b1b6ae95f727b975fe295e529eb,108,205146,官方PDF已保存并校验,,2026-08-22
