报告ID,机构ID,机构名称,发布日期,日期精度,报告名称,官方文类,官方主题,摘要,官方落地页,官方PDF入口,来源列表页,科技创新相关度,科技创新主轴,中国直接信号,全文策略,获取日期
C-DE-ACATECH-27205,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-05-06,日,MINT Nachwuchsbarometer 2021,Kooperationspublikationen；Plattformen und Kooperationen,topic-17,,https://www.acatech.de/publikation/mint-nachwuchsbarometer-2021/,https://www.acatech.de/publikation/mint-nachwuchsbarometer-2021/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-27252,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-05-11,日,Circular Economy Roadmap für Deutschland,Kooperationspublikationen；Plattformen und Kooperationen,Energie und Ressourcen；Transformation des Wirtschaftsstandorts,,https://www.acatech.de/publikation/circular-economy-roadmap-fuer-deutschland/,https://www.acatech.de/publikation/circular-economy-roadmap-fuer-deutschland/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-27558,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-05-31,日,Von der Präsenz- zur Vertrauenskultur – Sieben Thesen des HR-Kreises zum mobilen und hybriden Arbeiten,acatech；acatech IMPULS,topic-17；Digitale Transformation,,https://www.acatech.de/publikation/von-der-praesenz-zur-vertrauenskultur/,https://www.acatech.de/publikation/von-der-praesenz-zur-vertrauenskultur/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-27734,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-06-01,日,"KI in die Anwendung bringen – Eine Gemeinschaftsaufgabe für Hochschulen, Forschungseinrichtungen, Unternehmen und Politik (Whitepaper)",Plattform Lernende Systeme (PLS)；Plattformen und Kooperationen,Digitale Transformation,,https://www.acatech.de/publikation/ki-in-die-anwendung-bringen/,https://www.acatech.de/publikation/ki-in-die-anwendung-bringen/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,科学体系与基础研究；技术创新与关键技术；创新政策与研发治理；人才大学与科研组织；产业创新转化与区域生态,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-27898,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-06-10,日,Wertschöpfungsnetzwerke in Zeiten von Infektionskrisen (Expertise),Kooperationspublikationen；Plattformen und Kooperationen,Digitale Transformation,,https://www.acatech.de/publikation/wertschoepfungsnetzwerke-in-zeiten-von-infektionskrisen-expertise/,https://www.acatech.de/publikation/wertschoepfungsnetzwerke-in-zeiten-von-infektionskrisen-expertise/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,产业创新转化与区域生态,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-27855,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-06-15,日,TechnikRadar 2021: Zukunft der Gesundheit – Stakeholderperspektiven,Kooperationspublikationen；Plattformen und Kooperationen,topic-12,,https://www.acatech.de/publikation/technikradar-2021-stakeholderperspektiven/,https://www.acatech.de/publikation/technikradar-2021-stakeholderperspektiven/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-28014,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-06-16,日,Digitalisierung und Demokratie,Plattformen und Kooperationen；Schriftenreihe zur wissenschaftsbasierten Politikberatung,topic-12,,https://www.acatech.de/publikation/digitalisierung-und-demokratie/,https://www.acatech.de/publikation/digitalisierung-und-demokratie/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-28141,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-06-21,日,Kommuniqué zum Spitzendialog des Forschungsbeirats,Kooperationspublikationen；Plattformen und Kooperationen,Digitale Transformation,,https://www.acatech.de/publikation/kommunique-zum-spitzendialog-des-forschungsbeirats/,https://www.acatech.de/publikation/kommunique-zum-spitzendialog-des-forschungsbeirats/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,科学体系与基础研究,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-28158,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-06-22,日,Mit KI sicher reisen – Datenmanagement und Datensicherheit bei KI-basierten Reiseassistenten (Whitepaper),Plattform Lernende Systeme (PLS)；Plattformen und Kooperationen,Digitale Transformation,,https://www.acatech.de/publikation/mit-ki-sicher-reisen-datenmanagement-und-datensicherheit-bei-ki-basierten-reiseassistenten/,https://www.acatech.de/publikation/mit-ki-sicher-reisen-datenmanagement-und-datensicherheit-bei-ki-basierten-reiseassistenten/download-pdf?lang=de,https://www.acatech.de/publikationen/,语境,技术创新与关键技术,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-28218,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-06-28,日,"KI im Mittelstand – Potenziale erkennen, Voraussetzungen schaffen, Transformation meistern (Publikation)",Plattform Lernende Systeme (PLS)；Plattformen und Kooperationen,Digitale Transformation,,https://www.acatech.de/publikation/ki-im-mittelstand-potenziale-erkennen-voraussetzungen-schaffen-transformation-meistern/,https://www.acatech.de/publikation/ki-im-mittelstand-potenziale-erkennen-voraussetzungen-schaffen-transformation-meistern/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术；产业创新转化与区域生态,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-27998,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-06-30,日,Verantwortung in Unternehmen und Institutionen für eine nachhaltige Technikentwicklung,acatech；acatech POSITION,topic-12,,https://www.acatech.de/publikation/verantwortung-in-unternehmen-und-institutionen-fuer-eine-nachhaltige-technikentwicklung/,https://www.acatech.de/publikation/verantwortung-in-unternehmen-und-institutionen-fuer-eine-nachhaltige-technikentwicklung/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,产业创新转化与区域生态,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-28293,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-07-08,日,Jahresbericht 2020,acatech；Jahresberichte,,,https://www.acatech.de/publikation/jahresbericht-2020/,https://www.acatech.de/publikation/jahresbericht-2020/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-31782,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-07-09,日,Wege für mehr Klimaschutz im Verkehr – Abschlussbericht AG 1,Nationale Plattform Zukunft der Mobilität (NPM)；Plattformen und Kooperationen,Mobilität und Logistik,,https://www.acatech.de/publikation/wege-fuer-mehr-klimaschutz-im-verkehr-abschlussbericht-ag-1/,https://www.acatech.de/publikation/wege-fuer-mehr-klimaschutz-im-verkehr-abschlussbericht-ag-1/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-28374,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-07-15,日,acatech HORIZONTE: Transformation der Mobilität,acatech；acatech HORIZONTE,Mobilität und Logistik；topic-12,,https://www.acatech.de/publikation/acatech-horizonte-mobilitaet/,https://www.acatech.de/publikation/acatech-horizonte-mobilitaet/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-28753,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-07-20,日,Abschlussbericht: Zentrale Ergebnisse und Empfehlungen – Erreichtes und Offenes,Nationale Plattform Zukunft der Mobilität (NPM)；Plattformen und Kooperationen,Mobilität und Logistik,,https://www.acatech.de/publikation/abschlussbericht-zentrale-ergebnisse-und-empfehlungen-erreichtes-und-offenes/,https://www.acatech.de/publikation/abschlussbericht-zentrale-ergebnisse-und-empfehlungen-erreichtes-und-offenes/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-28756,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-07-20,日,Infrastruktur für Wasserstoffmobilität,Nationale Plattform Zukunft der Mobilität (NPM)；Plattformen und Kooperationen,Mobilität und Logistik,,https://www.acatech.de/publikation/infrastruktur-fuer-wasserstoffmobilitaet/,https://www.acatech.de/publikation/infrastruktur-fuer-wasserstoffmobilitaet/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-28759,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-07-20,日,Energiewirtschaftliche Auswirkungen der Sektorkopplung – Energiebedarfe,Nationale Plattform Zukunft der Mobilität (NPM)；Plattformen und Kooperationen,Mobilität und Logistik,,https://www.acatech.de/publikation/energiewirtschaftliche-auswirkungen-der-sektorkopplung-energiebedarfe/,https://www.acatech.de/publikation/energiewirtschaftliche-auswirkungen-der-sektorkopplung-energiebedarfe/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,产业创新转化与区域生态,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-28746,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-07-26,日,Mobilitätsbudget und digitalisiertes Parkraummanagement als Befähiger für inter- und multimodale Mobilität,Nationale Plattform Zukunft der Mobilität (NPM)；Plattformen und Kooperationen,Mobilität und Logistik,,https://www.acatech.de/publikation/mobilitaetsbudget-und-digitalisiertes-parkraummanagement-als-befaehiger-fuer-inter-und-multimodale-mobilitaet/,https://www.acatech.de/publikation/mobilitaetsbudget-und-digitalisiertes-parkraummanagement-als-befaehiger-fuer-inter-und-multimodale-mobilitaet/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-28742,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-07-27,日,Daten und Vernetzung – Standards und Normen für Intermodale Mobilität,Nationale Plattform Zukunft der Mobilität (NPM)；Plattformen und Kooperationen,Mobilität und Logistik,,https://www.acatech.de/publikation/daten-und-vernetzung-standards-und-normen-fuer-intermodale-mobilitaet/,https://www.acatech.de/publikation/daten-und-vernetzung-standards-und-normen-fuer-intermodale-mobilitaet/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-28814,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-08-17,日,Monitoring-Bericht 2021 (gemäß § 3 Abs. 3 Wiss FG) – Berichtszeitraum 2020,acatech；Monitoringberichte,,,https://www.acatech.de/publikation/monitoring-bericht-2021-gemaess-%c2%a7-3-abs-3-wiss-fg-berichtszeitraum-2020/,https://www.acatech.de/publikation/monitoring-bericht-2021-gemaess-%c2%a7-3-abs-3-wiss-fg-berichtszeitraum-2020/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-29043,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-09-03,日,KI und Nachhaltigkeit – Ein Diskussionsbeitrag für die Plattform Lernende Systeme (Diskussionsbeitrag),Plattform Lernende Systeme (PLS)；Plattformen und Kooperationen,Digitale Transformation,,https://www.acatech.de/publikation/ki-und-nachhaltigkeit-ein-diskussionsbeitrag-fuer-die-plattform-lernende-systeme/,https://www.acatech.de/publikation/ki-und-nachhaltigkeit-ein-diskussionsbeitrag-fuer-die-plattform-lernende-systeme/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-29094,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-09-08,日,KI-Systeme und die individuelle Wahlentscheidung – Chancen und Herausforderungen für die Demokratie (Whitepaper),Plattform Lernende Systeme (PLS)；Plattformen und Kooperationen,Digitale Transformation,,https://www.acatech.de/publikation/ki-systeme-und-die-individuelle-wahlentscheidung-chancen-und-herausforderungen-fuer-die-demokratie/,https://www.acatech.de/publikation/ki-systeme-und-die-individuelle-wahlentscheidung-chancen-und-herausforderungen-fuer-die-demokratie/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-28889,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-09-09,日,Künstliche Intelligenz zur Umsetzung von Industrie 4.0 im Mittelstand (Expertise/Leitfaden),Kooperationspublikationen；Plattformen und Kooperationen,Digitale Transformation；Rahmenbedingungen für Innovation,,https://www.acatech.de/publikation/fb4-0-ki-in-kmu/,https://www.acatech.de/publikation/fb4-0-ki-in-kmu/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术；产业创新转化与区域生态,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-29187,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-09-20,日,Impulse zur Innovationspolitik 2021+,acatech；Institutionelle Publikationen,topic-581；Rahmenbedingungen für Innovation,,https://www.acatech.de/publikation/impulse-zur-innovationspolitik-2021/,https://www.acatech.de/publikation/impulse-zur-innovationspolitik-2021/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,创新政策与研发治理,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-29362,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-09-30,日,"Kompetenzentwicklung für KI – Veränderungen, Bedarfe und Handlungsoptionen (Whitepaper)",Plattform Lernende Systeme (PLS)；Plattformen und Kooperationen,Digitale Transformation,,https://www.acatech.de/publikation/kompetenzentwicklung-fuer-ki-veraenderungen-bedarfe-und-handlungsoptionen/,https://www.acatech.de/publikation/kompetenzentwicklung-fuer-ki-veraenderungen-bedarfe-und-handlungsoptionen/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术；人才大学与科研组织,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-29521,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-10-13,日,"Wenn nicht jetzt, wann dann – wie die Energiewende gelingt (Impuls)",Plattformen und Kooperationen；Schriftenreihe Energiesysteme der Zukunft (ESYS),Energie und Ressourcen,,https://www.acatech.de/publikation/neustart/,https://www.acatech.de/publikation/neustart/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-29859,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-10-13,日,Standards und Normen für die Mobilität der Zukunft – Ergebnisse der Arbeitsgruppe 6 der NPM 2018-2021,Nationale Plattform Zukunft der Mobilität (NPM)；Plattformen und Kooperationen,Mobilität und Logistik,,https://www.acatech.de/publikation/standards-und-normen-fuer-die-mobilitaet-der-zukunft-ergebnisse-der-arbeitsgruppe-6-der-npm-2018-2021/,https://www.acatech.de/publikation/standards-und-normen-fuer-die-mobilitaet-der-zukunft-ergebnisse-der-arbeitsgruppe-6-der-npm-2018-2021/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-29862,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-10-13,日,Kundenakzeptanz als Schlüssel für den Markthochlauf der Elektromobilität – Ein Forschungsvorhaben der AG 2,Nationale Plattform Zukunft der Mobilität (NPM)；Plattformen und Kooperationen,Mobilität und Logistik,,https://www.acatech.de/publikation/kundenakzeptanz-als-schluessel-fuer-den-markthochlauf-der-elektromobilitaet-ein-forschungsvorhaben-der-ag-2/,https://www.acatech.de/publikation/kundenakzeptanz-als-schluessel-fuer-den-markthochlauf-der-elektromobilitaet-ein-forschungsvorhaben-der-ag-2/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,科学体系与基础研究；产业创新转化与区域生态,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-29865,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-10-13,日,Mobilität von morgen ganzheitlich gestalten – Ergebnisse aus drei Jahren NPM (2018 – 2021),Nationale Plattform Zukunft der Mobilität (NPM)；Plattformen und Kooperationen,Mobilität und Logistik,,https://www.acatech.de/publikation/mobilitaet-von-morgen-ganzheitlich-gestalten-ergebnisse-aus-drei-jahren-npm-2018-2021/,https://www.acatech.de/publikation/mobilitaet-von-morgen-ganzheitlich-gestalten-ergebnisse-aus-drei-jahren-npm-2018-2021/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-29868,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-10-21,日,Neue Impulse für Beschäftigung und Qualifizierung im Mobilitätssektor,Nationale Plattform Zukunft der Mobilität (NPM)；Plattformen und Kooperationen,Mobilität und Logistik,,https://www.acatech.de/publikation/neue-impulse-fuer-beschaeftigung-und-qualifizierung-im-mobilitaetssektor/,https://www.acatech.de/publikation/neue-impulse-fuer-beschaeftigung-und-qualifizierung-im-mobilitaetssektor/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-29871,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-10-21,日,Batterieproduktion für Deutschland und Europa,Nationale Plattform Zukunft der Mobilität (NPM)；Plattformen und Kooperationen,Mobilität und Logistik,,https://www.acatech.de/publikation/batterieproduktion-fuer-deutschland-und-europa/,https://www.acatech.de/publikation/batterieproduktion-fuer-deutschland-und-europa/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,产业创新转化与区域生态,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-29874,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-10-21,日,Batterierecyclingmarkt Europa: Chance für eine nachhaltige Kreislaufwirtschaft,Nationale Plattform Zukunft der Mobilität (NPM)；Plattformen und Kooperationen,Mobilität und Logistik,,https://www.acatech.de/publikation/batterierecyclingmarkt-europa-chance-fuer-eine-nachhaltige-kreislaufwirtschaft/,https://www.acatech.de/publikation/batterierecyclingmarkt-europa-chance-fuer-eine-nachhaltige-kreislaufwirtschaft/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,产业创新转化与区域生态,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-29877,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-10-21,日,Quantifizierung von Beschäftigungseffekten durch Leistungselektronik und Brennstoffzellenfahrzeuge,Nationale Plattform Zukunft der Mobilität (NPM)；Plattformen und Kooperationen,Mobilität und Logistik,,https://www.acatech.de/publikation/quantifizierung-von-beschaeftigungseffekten-durch-leistungselektronik-und-brennstoffzellenfahrzeuge/,https://www.acatech.de/publikation/quantifizierung-von-beschaeftigungseffekten-durch-leistungselektronik-und-brennstoffzellenfahrzeuge/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-29880,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-10-21,日,Impulsbericht 2018 – 2021,Nationale Plattform Zukunft der Mobilität (NPM)；Plattformen und Kooperationen,Mobilität und Logistik,,https://www.acatech.de/publikation/impulsbericht-2018-2021/,https://www.acatech.de/publikation/impulsbericht-2018-2021/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-29883,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-10-28,日,Netzintegration von Elektromobilität – Branchenübergreifender Konsens auf Aufgaben für die 20. Legislaturperiode,Nationale Plattform Zukunft der Mobilität (NPM)；Plattformen und Kooperationen,Mobilität und Logistik,,https://www.acatech.de/publikation/netzintegration-von-elektromobilitaet-branchenuebergreifender-konsens-auf-aufgaben-fuer-die-20-legislaturperiode/,https://www.acatech.de/publikation/netzintegration-von-elektromobilitaet-branchenuebergreifender-konsens-auf-aufgaben-fuer-die-20-legislaturperiode/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-29887,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-11-02,日,Schwere Nutzfahrzeuge – Standards und Normen für alternative Antriebe,Nationale Plattform Zukunft der Mobilität (NPM)；Plattformen und Kooperationen,Mobilität und Logistik,,https://www.acatech.de/publikation/schwere-nutzfahrzeuge-standards-und-normen-fuer-alternative-antriebe/,https://www.acatech.de/publikation/schwere-nutzfahrzeuge-standards-und-normen-fuer-alternative-antriebe/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-29786,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-11-05,日,Vorschläge für einen klimagerechten Ausbau der Photovoltaik und Windenergie (Impuls),Plattformen und Kooperationen；Schriftenreihe Energiesysteme der Zukunft (ESYS),Energie und Ressourcen,,https://www.acatech.de/publikation/ausbau-photovoltaik-und-windenergie/,https://www.acatech.de/publikation/ausbau-photovoltaik-und-windenergie/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-29543,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-11-08,日,STADT.LAND.CHANCEN – Wünsche und Sorgen von Bürgerinnen und Bürgern in Stadt und Land,Kooperationspublikationen；Plattformen und Kooperationen,Rahmenbedingungen für Innovation；topic-12,,https://www.acatech.de/publikation/stadt-land-chancen/,https://www.acatech.de/publikation/stadt-land-chancen/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-29890,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-11-08,日,BAYERN DENKT ZUKUNFT: Stadt.Land.Chancen – Ergebnisse der Befragung in Bayern,Kooperationspublikationen；Plattformen und Kooperationen,Rahmenbedingungen für Innovation；topic-12,,https://www.acatech.de/publikation/bayern-denkt-zukunft-stadt-land-chancen-ergebnisse-bayern/,https://www.acatech.de/publikation/bayern-denkt-zukunft-stadt-land-chancen-ergebnisse-bayern/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-29759,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-11-09,日,Chancen für Innovation und gute Arbeit. Impulse des HR-Kreises für die Politik,Sonstige Publikationen,topic-17；Rahmenbedingungen für Innovation,,https://www.acatech.de/publikation/chancen-fuer-innovation-und-gute-arbeit/,https://www.acatech.de/publikation/chancen-fuer-innovation-und-gute-arbeit/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,创新政策与研发治理,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-23755,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-11-16,日,"Zirkuläre Geschäftsmodelle: Barrieren überwinden, Potenziale freisetzen",Kooperationspublikationen；Plattformen und Kooperationen,Energie und Ressourcen；Transformation des Wirtschaftsstandorts,,https://www.acatech.de/publikation/zirkulaere-geschaeftsmodelle-barrieren-ueberwinden-potenziale-freisetzen/,https://www.acatech.de/publikation/zirkulaere-geschaeftsmodelle-barrieren-ueberwinden-potenziale-freisetzen/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-30007,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-11-16,日,Industrie 4.0-Forschung für die Gestaltung der Zukunft (Impulsbericht),Kooperationspublikationen；Plattformen und Kooperationen,Digitale Transformation,,https://www.acatech.de/publikation/industrie-4-0-forschung-fuer-die-gestaltung-der-zukunft/,https://www.acatech.de/publikation/industrie-4-0-forschung-fuer-die-gestaltung-der-zukunft/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,科学体系与基础研究；技术创新与关键技术；产业创新转化与区域生态,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-29997,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-11-17,日,TechnikRadar 2021: Corona Extra,Kooperationspublikationen；Plattformen und Kooperationen,topic-12,,https://www.acatech.de/publikation/technikradar-2021-corona-extra/,https://www.acatech.de/publikation/technikradar-2021-corona-extra/download-pdf?lang=de,https://www.acatech.de/publikationen/,支撑,,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
C-DE-ACATECH-30246,de-acatech,acatech – Deutsche Akademie der Technikwissenschaften,2021-11-22,日,Kritikalität von KI-Systemen in ihren jeweiligen Anwendungskontexten (Whitepaper),Plattform Lernende Systeme (PLS)；Plattformen und Kooperationen,Digitale Transformation,,https://www.acatech.de/publikation/kritikalitaet-von-ki-systemen-in-ihren-jeweiligen-anwendungskontexten/,https://www.acatech.de/publikation/kritikalitaet-von-ki-systemen-in-ihren-jeweiligen-anwendungskontexten/download-pdf?lang=de,https://www.acatech.de/publikationen/,核心,技术创新与关键技术,否,轻量目录保留；安全语境不自动触发全文，仅按科学与技术创新跨期机制精选,2026-08-23
