报告ID,报告编号,发布日期,观察窗,日文题名,语言,报告类型,资料角色,科技关联层级,主题标签,官方落地页,仓储记录ID,官方PDF,页面来源,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-NISTEP-RM307-5E48BC8C,RM:307,2021-05-01,W2,欧州レベルの科学技術・⾼等教育政策 〜現状と成立過程～,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会；中国科技能力与国际比较,http://hdl.handle.net/11035/00006682,6738,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM307-5E48BC8C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM307-5E48BC8C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-RM307-5E48BC8C.md,821206,d3628fc994faff81b999ea1cb1783b373ec520e26675a106ec9c6b732b6aef82,0,343601,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-DP195-16D0D124,DP:195,2021-06-01,W2,日本版バイ・ドール制度を適用した特許出願の網羅的調査,日文,讨论论文,作者讨论论文,核心科技直接材料,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/00006689,6753,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP195-16D0D124.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP195-16D0D124.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP195-16D0D124.md,3272978,6dde80966fc14f5ce95bce02b9cab9521b81b089c8aff5362bfb657ab9983a90,62,93078,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP196-20129AD0,DP:196,2021-06-01,W2,イノベーションの画期性と企業成長・全国イノベーション調査を用いた分析,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/00006690,6754,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP196-20129AD0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP196-20129AD0.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP196-20129AD0.md,1209401,269f4259d2635b3b54a48dfe5acde0e5a836c9779b9b53a7ded3eb1ddb970b55,34,34905,官方PDF已保存并校验,,2026-08-22
C-NISTEP-NR191-3319B146,NR:191,2021-06-01,W2,民間企業の研究活動に関する調査報告2020,日文,NISTEP正式报告,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/00006684,6744,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-NR191-3319B146.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-NR191-3319B146.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-NR191-3319B146.md,795711,e35a12cb6127cba26eeaeb4eaebef95d6d3888cf0779b40312d3f43e45f9d031,0,418295,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-RM310-5E06ABAD,RM:310,2021-06-01,W2,修士課程（6年制を含む）在籍者を起点とした追跡調査（2020年修了（卒業者）及び修了（卒業）予定者に関する報告）,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,https://www.nistep.go.jp/archives/47485,,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM310-5E06ABAD.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM310-5E06ABAD.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-RM310-5E06ABAD.md,12502972,ddf034febccf79673cd92f8f245b2b94289fe6d77bab92774f6428a28db99ced,156,134113,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP198-2068C2DB,DP:198,2021-07-01,W2,日本の多国籍企業における海外研究開発と特許出願,日文,讨论论文,作者讨论论文,核心科技直接材料,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；企业研发、创新与产学合作,http://hdl.handle.net/11035/00006702,6766,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP198-2068C2DB.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP198-2068C2DB.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP198-2068C2DB.md,245820,b14e70dfd6f965f29797bd7dd642e9d5d3c7a1a686176e92f5e09d3538e5e21c,1,1937,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP197-CBC37B81,DP:197,2021-08-01,W2,bioRxivに着目したプレプリントの分析,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会；开放科学、研究诚信与治理,https://hdl.handle.net/11035/00006692,6756,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP197-CBC37B81.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP197-CBC37B81.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP197-CBC37B81.md,3365557,371b83b910471f5be57142c0f66c3825632fb6a803c8f1800a7ce0d2b30c35c4,51,54718,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP199-CBADED3E,DP:199,2021-08-01,W2,研究職の募集要項に関する国際比較,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较,https://www.nistep.go.jp/archives/48129,,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP199-CBADED3E.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP199-CBADED3E.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP199-CBADED3E.md,1965086,9ffb8752cb8cc252c1ef033f39d23f7d11000f0019ab5550085e240bde44448e,23,23704,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP200-C9E7CE9C,DP:200,2021-08-01,W2,プレプリントとジャーナル論文の差異：bioRxivを用いた試行,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较,https://www.nistep.go.jp/archives/48132,,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP200-C9E7CE9C.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP200-C9E7CE9C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP200-C9E7CE9C.md,4780046,28f67f8e87d2eb715a20c3fec54322d7417ad56588f2ed0b9ab0e3b05aab25dd,34,61713,官方PDF已保存并校验,,2026-08-22
C-NISTEP-RM311-E4151991,RM:311,2021-08-01,W2,科学技術指標2021,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会；开放科学、研究诚信与治理；中国科技能力与国际比较,http://hdl.handle.net/11035/00006696,6760,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM311-E4151991.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM311-E4151991.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-RM311-E4151991.md,11093164,1a19952f4744fb2d69650ed6de74520e4a7abc633b34ea1f214550064d964ecf,226,550675,官方PDF已保存并校验,,2026-08-22
C-NISTEP-RM312-8D9F6B72,RM:312,2021-08-01,W2,科学研究のベンチマーキング2021,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技前瞻、新兴议题与社会；中国科技能力与国际比较,http://hdl.handle.net/11035/00006700,6764,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM312-8D9F6B72.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM312-8D9F6B72.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-RM312-8D9F6B72.md,8294080,cf220879638f04e4b9aed329108eed3bfed9ccf1263de3168891c81efbb6a040,224,465504,官方PDF已保存并校验,,2026-08-22
C-NISTEP-RM313-19996ED2,RM:313,2021-09-01,W2,新型コロナウイルス感染症対応が研究生産性に与える影響等に関する調査－博士人材データベース(JGRAD)におけるウェブアンケート調査－,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,https://www.nistep.go.jp/archives/48312,,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM313-19996ED2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM313-19996ED2.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-RM313-19996ED2.md,4101129,af0b4b5a4600b68c9a535f73e3469c336c648cfdee19bbb13e14008c1bf486df,190,261298,官方PDF已保存并校验,,2026-08-22
C-NISTEP-NR192-27B519B1,NR:192,2021-10-01,W2,全国イノベーション調査2020年調査統計報告,日文,NISTEP正式报告,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/00006707,6772,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-NR192-27B519B1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-NR192-27B519B1.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-NR192-27B519B1.md,3317655,65364009708c61fece66f2e1640f219c6f644bd7dd65f682cb60e90e8f5dc484,244,351500,官方PDF已保存并校验,,2026-08-22
C-NISTEP-RM314-4B6CEC4B,RM:314,2021-10-01,W2,研究活動把握データベースを用いた研究活動の実態把握（研究室パネル調査2020）：基礎的な発見事実,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会,http://hdl.handle.net/11035/00006708,6773,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM314-4B6CEC4B.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM314-4B6CEC4B.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-RM314-4B6CEC4B.md,4480826,483cde45490134503bb3447b5e4d5a6e34fc14f61f974e2b736f667238eb3dec,278,256890,官方PDF已保存并校验,,2026-08-22
C-NISTEP-RM315-6FD1C2A3,RM:315,2021-10-01,W2,専門家が注目する科学技術に関するアンケート調査（NISTEP注目科学技術2020）,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科技前瞻、新兴议题与社会,http://hdl.handle.net/11035/00006709,6774,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM315-6FD1C2A3.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM315-6FD1C2A3.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-RM315-6FD1C2A3.md,992311,83e954ecca01a8d6ecb423a7276e08fc01628867e758fa37fb6fdbdb298a08a5,0,370128,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-DP202-5FE1CEA4,DP:202,2021-11-01,W2,我が国の大学の研究活動における国内・海外とのつながりに関する分析,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会,https://hdl.handle.net/11035/00006710,6775,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP202-5FE1CEA4.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP202-5FE1CEA4.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-DP202-5FE1CEA4.md,243551,550c8e44cddb7729146ea68bb78d721f0c78a3edfe72af2ac067ebbc8f169fa3,0,105343,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-RM316-AAE1F898,RM:316,2021-11-01,W2,研究データ公開と論文のオープンアクセスに関する実態調査2020,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；开放科学、研究诚信与治理,http://hdl.handle.net/11035/00006711,6776,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM316-AAE1F898.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM316-AAE1F898.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-RM316-AAE1F898.md,196568,5d0d621813d89303b09daae0f050bbdd233c00756c1a8bc9febd69b76b2df65e,0,94097,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-DP203-8D0ED0D2,DP:203,2021-12-01,W2,英国における公的資金研究成果の試行的分析:多様な観点からの研究成果の実態把握,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会,https://hdl.handle.net/11035/00006713,6779,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP203-8D0ED0D2.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP203-8D0ED0D2.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-DP203-8D0ED0D2.md,4220,75f8660f7c85ad01273f9eeff3d56427fd383c03ec87ef7ac0d99cce9111bc72,0,1738,官方发布页摘要已保存,,2026-08-22
C-NISTEP-DP204-45D79259,DP:204,2022-01-01,W3,新型コロナウイルス感染症による日本の大学における研究活動への影響,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会,http://hdl.handle.net/11035/00006715,6782,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP204-45D79259.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP204-45D79259.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-DP204-45D79259.md,181510,b07d7a90ba0bf6d0517c205c964271f5d20a664ef9f89e012e01cfd3396da295,0,78841,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-RM317-05A78F25,RM:317,2022-01-01,W3,博士人材追跡調査－第4次報告書－,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/00006716,6783,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM317-05A78F25.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM317-05A78F25.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-RM317-05A78F25.md,11536137,6fc58f6b67a52b3d3a14a144951583ecf7b014a69c7e85f735cb68841a96db17,178,145916,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP205-BB5FC170,DP:205,2022-03-01,W3,科学技術に関する国民意識調査－DXについて－,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；企业研发、创新与产学合作,http://hdl.handle.net/11035/00006717,6784,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP205-BB5FC170.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP205-BB5FC170.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP205-BB5FC170.md,9660229,582677d7bf2339d51363839431b58a0856a02def0f5f97ce13f5a11ca2b3ffb6,144,62778,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP207-514F767C,DP:207,2022-03-01,W3,社会人経験のある博士課程学生のアウトカム キャリア選択、知識生産に差はあるのか,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会,http://hdl.handle.net/11035/00006722,6790,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP207-514F767C.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP207-514F767C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP207-514F767C.md,1482148,4b491db512bd9e8a8a173b2f8b21af6bc24304c49e7df6b5be1434836df59e83,51,57520,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP206-D78439C0,DP:206,2022-04-01,W3,オープンアクセスを巡る日本の大学の研究者の現状：政策動向の概観とNISTEP定点調査2020から導く政策的示唆,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；科技前瞻、新兴议题与社会；开放科学、研究诚信与治理,http://hdl.handle.net/11035/00006721,6789,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP206-D78439C0.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP206-D78439C0.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-DP206-D78439C0.md,166640,5b3cbc24333942d224575c00b19cbbc9edd1c464c99161fc5fe0fdbde5312df1,0,76526,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-DP208-B0342517,DP:208,2022-06-01,W3,我が国の大学の研究活動における研究マネジメントの状況に関する分析,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会,http://hdl.handle.net/11035/00006723,6791,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP208-B0342517.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP208-B0342517.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-DP208-B0342517.md,239162,7f3b1c0a6b307723cb3c375630ba0700880a780bea695614571ce5ff5a1a58a6,0,113266,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-DP209-CDF0F8F7,DP:209,2022-06-01,W3,The Effect of Staged Project Management on Product Innovation: Evidence from a Firm Survey （ステージ型プロジェクト管理がプロダクト・イノベーションの実現に及ぼす影響：企業向け設問調査に基づく定量分析）,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,科研体系、资助与研究基础；企业研发、创新与产学合作,http://hdl.handle.net/11035/00006726,6794,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP209-CDF0F8F7.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP209-CDF0F8F7.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-DP209-CDF0F8F7.md,3406,ea008dcb46218a9dad67c09f095bca1b6471bdc0d60cc904db89b478f428a746,0,2106,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-NR193-15E2CFBF,NR:193,2022-06-01,W3,民間企業の研究活動に関する調査報告2021,日文,NISTEP正式报告,机构正式研究,科技创新政策与能力基线,关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/00006724,6792,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-NR193-15E2CFBF.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-NR193-15E2CFBF.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-NR193-15E2CFBF.md,4724,1b883ec50400a516d0200c973ff926927cf50b23b1d939628e6d6f673f9e3a03,0,3320,官方仓储PDF代理全文已保存,,2026-08-22
