报告ID,统一目录报告ID,发布日期,报告名称,官方文类,官方文号,科技创新相关度,中国直接信号,官方落地页,页面摘要,资料层级,全文策略,采集日期
C-EU-STOA-EPRS-STU-2021-690021,C-EU-STOA-EPRS-STU-2021-690021,2021-06-30,Environmental impacts of 5G,Study,EPRS_STU(2021)690021,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2021)690021,"Telecommunication networks use radio-frequency electromagnetic fields to enable wireless communication. These networks have evolved over time, and have been launched in successive generations. The fifth generation of telecommunication networks will operate at frequencies that were not commonly used in previous generations, changing the exposure of wildlife to these waves. This report reviews the literature on the exposure of vertebrates, invertebrates and plants to radio-frequency electromagnetic ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2021-656337,C-EU-STOA-EPRS-STU-2021-656337,2021-07-09,Meeting the Green Deal objectives by alignment of technology and behaviour,Study,EPRS_STU(2021)656337,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2021)656337,"This study explores the prospects of aligning citizens' behaviour with the objectives of the European Green Deal in the domains of food consumption and mobility. Creating a climate-neutral and resource-efficient European economy requires a deep transformation of energy, mobility and food systems, as well as a change in production and consumption practices. Such profound change will impact both individuals and society. At the same time, the transition to sustainability will not succeed if people do ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2021-690023,C-EU-STOA-EPRS-ATA-2021-690023,2021-07-15,What if we could fight coronavirus by pooling computing power?,At a Glance,EPRS_ATA(2021)690023,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2021)690023,Distributed computing has accelerated COVID-19 research in molecular dynamics as it allows people to make their computers voluntarily available to scientists for virtually screening chemical compounds in an effective manner.,轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2021-690012,C-EU-STOA-EPRS-STU-2021-690012,2021-07-22,Health impact of 5G,Study,EPRS_STU(2021)690012,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2021)690012,"Recent decades have experienced an unparalleled development in wireless communication technologies (mobile telephony, Wi-Fi). The imminent introduction of 5G technology across the EU is expected to bring new opportunities for citizens and businesses, through faster internet browsing, streaming and downloading, as well as through better connectivity. However, 5G, along with 3G and 4G, with which it will operate in parallel for several years, may also pose threats to human health. This STOA report ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2021-690031,C-EU-STOA-EPRS-STU-2021-690031,2021-07-26,Guidelines for foresight-based policy analysis,Study,EPRS_STU(2021)690031,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2021)690031,"Policy analysis examines and assesses problems to determine possible courses for policy action (policy options). In highly complex or controversial contexts, evidence-based policy options might not be socially acceptable. Here, policy analysis can benefit from a foresight-based approach, which helps investigate the issue holistically and assess considered evidence-based policy options against societal concerns. This is especially important in a parliamentary setting, as it enables analysts to consider ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2021-690039,C-EU-STOA-EPRS-STU-2021-690039,2021-07-30,Tackling deepfakes in European policy,Study,EPRS_STU(2021)690039,语境,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2021)690039,"The emergence of a new generation of digitally manipulated media – also known as deepfakes – has generated substantial concerns about possible misuse. In response to these concerns, this report assesses the technical, societal and regulatory aspects of deepfakes. The rapid development and spread of deepfakes is taking place within the wider context of a changing media system. An assessment of the risks associated with deepfakes shows that they can be psychological, financial and societal in nature ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2021-690038,C-EU-STOA-EPRS-STU-2021-690038,2021-08-02,Innovative technologies shaping the 2040 battlefield,Study,EPRS_STU(2021)690038,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2021)690038,"This study provides an assessment of the risks, challenges and opportunities related to new and emerging technologies that are most expected to shape the future battlefield out to 2040. The study presents implications stemming from consideration of individual technologies, as well as cross-cutting analysis of their interactions with broader political, social, economic, and environmental trends. In doing so, the study highlights a need for EU Institutions and Member States to pursue a broad range ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2021-690046,C-EU-STOA-EPRS-ATA-2021-690046,2021-09-07,What if deepfakes made us doubt everything we see and hear?,At a Glance,EPRS_ATA(2021)690046,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2021)690046,"Deepfakes are hyper-realistic media products created through artificial intelligence (AI) techniques that manipulate how people look and the things that they appear to say or do. They hit the headlines in 2018 with a deepfake video of Barack Obama, which was designed to raise awareness of their challenges. The accessibility and outputs of deepfake generation tools are improving rapidly, and their use is increasing exponentially. A wide range of malicious uses have been identified, including fraud ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2021-690043,C-EU-STOA-EPRS-STU-2021-690043,2021-09-16,Cost of crop protection measures,Study,EPRS_STU(2021)690043,语境,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2021)690043,"Existing, new and emerging crop protection practices, including mechanical techniques, precision agriculture, biocontrol, plant breeding, induced crop resistance, application of ecological principles to increase biodiversity and use of 'green' plant protection products, could help to reduce the use of conventional plant protection products and were described in an earlier STOA study. This new study provides cost estimates for various alternative crop protection practice options in the EU",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2021-690009,C-EU-STOA-EPRS-STU-2021-690009,2021-09-21,EU Health data centre and a common data strategy for public health,Study,EPRS_STU(2021)690009,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2021)690009,"Regarding health data, its availability and comparability, the Covid-19 pandemic revealed that the EU has no clear health data architecture. The lack of harmonisation in these practices and the absence of an EU-level centre for data analysis and use to support a better response to public health crises is the focus of this study. Through extensive desk review, interviews with key actors, and enquiry into experiences from outside the EU/EEA area, this study highlights that the EU must have the capacity ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2021-690044,C-EU-STOA-EPRS-ATA-2021-690044,2021-09-27,What if the internet failed?,At a Glance,EPRS_ATA(2021)690044,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2021)690044,"What if the internet failed? Since the 1960s, when work on its development began, internet infrastructure has become almost as important as the electricity and transport infrastructure in modern societies. More and more key services, such as banking, food retail and health care, rely on internet connections. Despite the internet's original resilient decentralised design, the increasing importance of a few central players and the shift towards greater centralisation have made the internet more susceptible ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2021-698056,C-EU-STOA-EPRS-STU-2021-698056,2021-10-07,Cities in a globalised world: Exploring trends and the effect on urban resilience,Study,EPRS_STU(2021)698056,语境,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2021)698056,"Cities are inevitably affected by shocks and disruptions, the pandemic being a case in point. The extent of the impact however depends on cities' preparedness and capacity to adapt. By thinking ahead, cities can explore emerging or plausible developments in order to anticipate them and contain potential disruption. Drawing on a report prepared by the European Strategy and Policy Analysis System (ESPAS), this EPRS paper explores the impact on and implications for cities of current global trends, such ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2021-697183,C-EU-STOA-EPRS-ATA-2021-697183,2021-10-13,What if new drug delivery methods revolutionised medicine?,At a Glance,EPRS_ATA(2021)697183,语境,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2021)697183,"Nanoparticles lie at the heart of a new method for delivering medicines inside the body – and they were crucial to the success of the Covid-19 mRNA vaccines. This new drug delivery method and others could transform the way we treat disease, potentially boosting the treatment of Alzheimer's, Parkinson's and HIV, among others. Insulin and Covid-19 vaccines might even become available as pills. Can the European Union stay on top of this trend? And what challenges lie ahead?",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-BRI-2021-698036,C-EU-STOA-EPRS-BRI-2021-698036,2021-10-15,"European Health Emergency Preparedness and Response Authority (HERA): Pre-legislative synthesis of national, regional and local positions on the European Commission's initiative",Briefing,EPRS_BRI(2021)698036,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_BRI(2021)698036,"This Briefing forms part of an EPRS series which offers a synthesis of the pre-legislative state-of-play and advance consultation on a range of key European Commission priorities during the latter’s five-year term in office. It seeks to summarise the state of affairs in the relevant policy field, examine how existing policy is working on the ground, and identify best practice and ideas for the future on the part of governmental organisations at all levels of European system of multilevel governance ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2021-697196,C-EU-STOA-EPRS-ATA-2021-697196,2021-11-11,What if ecolabels could nudge us to choose greener food?,At a Glance,EPRS_ATA(2021)697196,语境,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2021)697196,"The way most food is produced is harming the planet. A profound change is needed, involving all agri-food actors. As consumers, we sit at the end of the agri-food chain. Our daily dietary choices implicitly support certain food systems, production methods and types of food. What could help us make better choices?",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2021-690029,C-EU-STOA-EPRS-STU-2021-690029,2021-11-25,A framework for foresight intelligence - Part 1: Horizon scanning tailored to STOA's needs,Study,EPRS_STU(2021)690029,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2021)690029,"The first part of the STOA study 'A framework for technology foresight intelligence', this report includes a set of five horizon-scanning reports or 'radars', built with the resources of Futures Platform and covering several areas, including the world after Covid-19, disruptive futures, the Green Deal, food, and geoengineering. Horizon scanning is a discipline that could be harnessed to inform the future activities of the Panel for the Future of Science and Technology (STOA) at both strategic and ...",轻量总目录,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-EU-STOA-EPRS-IDA-2021-690030,C-EU-STOA-EPRS-IDA-2021-690030,2021-11-25,A framework for foresight intelligence - Part 2: Online stakeholder engagement,In-Depth Analysis,EPRS_IDA(2021)690030,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_IDA(2021)690030,"The second part of the STOA study, 'A framework for technology foresight intelligence', this report deals with horizon stakeholder engagement for the strategic and practical purposes of the STOA Panel's activities. It analyses online engagement methods and tools and their suitability for brainstorming meetings, and for technology assessment and foresight projects. To gain insight and experience in the use of online methods and tools for engagement, these were implemented in one ongoing STOA project ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2021-697206,C-EU-STOA-EPRS-ATA-2021-697206,2021-12-07,What if hydrogen could help decarbonise European industry?,At a Glance,EPRS_ATA(2021)697206,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2021)697206,The European Union has an ambitious climate strategy and is looking for ways to boost technologies that will make it possible. Could hydrogen and the deployment of related technology and infrastructure become a decisive factor in decarbonising specific industry sectors?,轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2021-697192,C-EU-STOA-EPRS-STU-2021-697192,2021-12-09,Pollution and the spread of Covid-19,Study,EPRS_STU(2021)697192,语境,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2021)697192,"Epidemiological studies of Covid-19 have, in most cases, provided inconclusive results to date regarding the role of air pollution in the transmission of the SARS-CoV-2 virus and the geographical spread of the disease, both regionally and globally. The present review analysed just under 6 000 articles published up to 31 May 2021, looking at the role of pollution and air quality factors in the transmission of SARS-CoV-2 and in the geographical differences in Covid-19 propagation. A body of evidence ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2021-697199,C-EU-STOA-EPRS-STU-2021-697199,2021-12-09,The potential of hydrogen for decarbonising EU industry,Study,EPRS_STU(2021)697199,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2021)697199,"Given the vast potential for renewable electricity generation, the production of renewable hydrogen is a promising option for the hard-to-decarbonise energy-intensive industry sectors. A growing hydrogen sector will also result in job creation and economic growth while fostering innovation and reducing pollution. The European Commission published its Hydrogen Strategy in 2020 with the aim of boosting hydrogen use in the EU while promoting the uptake of renewable hydrogen production. Recent activities ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2021-697190,C-EU-STOA-EPRS-STU-2021-697190,2021-12-14,Regulating genome editing: Societal hopes and fears,Study,EPRS_STU(2021)697190,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2021)697190,"The purpose of this paper is to inform the committees of the European Parliament about the challenges of genome editing in the 21st century, and the societal hopes and concerns surrounding its possible implementation to support European food production. The higher precision of new genetic techniques (NGTs) raises the question of whether they should be treated differently or even exempt from the current GMO Directive. NGTs (mainly CRISPR-cas9) are the subject of controversy, as some believe they will ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-BRI-2021-690048,C-EU-STOA-EPRS-BRI-2021-690048,2021-12-15,Participatory foresight: Preventing an impact gap in the EU's approach to sustainability and resilience,Briefing,EPRS_BRI(2021)690048,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_BRI(2021)690048,"The concepts of 'sustainability' and 'resilience' have been steadily gaining prominence in the EU's political discourse. Most recently in 2019, the von der Leyen Commission placed the goal of increased sustainability – environmental, social and economic – at the heart of its European Green Deal set of policy initiatives. As the EU achieves higher levels of sustainability, it will be more resilient, that is, capable of better withstanding a future crisis or shock, whether in the form of another pandemic ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2021-697184,C-EU-STOA-EPRS-STU-2021-697184,2021-12-16,Key enabling technologies for Europe's technological sovereignty,Study,EPRS_STU(2021)697184,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2021)697184,"Technological sovereignty has been at the heart of recent political debate in the EU. Interest has only been strengthened by the Covid-19 pandemic crisis, due to its impact on many value chains. Key enabling technologies (KETs) – advanced manufacturing and materials, life-science technologies, micro/nano-electronics and photonics, artificial intelligence, and security and connectivity technologies – are crucial for an interconnected, digitalised, resilient and healthier European society, as well ...",轻量总目录,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-EU-STOA-EPRS-STU-2021-697191,C-EU-STOA-EPRS-STU-2021-697191,2021-12-16,"Person identification, human rights and ethical principles: Rethinking biometrics in the era of artificial intelligence",Study,EPRS_STU(2021)697191,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2021)697191,"As the use of biometrics becomes commonplace in the era of artificial intelligence (AI), this study aims to identify the impact on fundamental rights of current and upcoming developments, and to put forward relevant policy options at European Union (EU) level. Taking as a starting point the proposal for a regulation of the European Parliament and of the Council laying down harmonised rules on AI, presented by the European Commission in April 2021, the study reviews key controversies surrounding what ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2021-697197,C-EU-STOA-EPRS-STU-2021-697197,2021-12-21,European pharmaceutical research and development: Could public infrastructure overcome market failures?,Study,EPRS_STU(2021)697197,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2021)697197,"With a focus on research and development in the area of innovative medicines, this study discusses a new European approach to pharmaceutical policy. After examining the European pharmaceutical sector's features, and the strengths and weaknesses of the current research and business model, the study explores the need for and the concept of a European infrastructure with a long-term transboundary mission. Any such European medicines infrastructure should focus on threats and areas of research and development ...",轻量总目录,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-EU-STOA-EPRS-ATA-2022-697212,C-EU-STOA-EPRS-ATA-2022-697212,2022-01-13,What if xenotransplantation was the answer to the donor organ shortage?,At a Glance,EPRS_ATA(2022)697212,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2022)697212,"Xenotransplantation, defined as the transplantation of animal derived organs and cells into humans, is currently a very active focus of research as it overrides some of the obstacles encountered with tissue engineering, such as vascularization and innervation. The resurgence of interest in xenotransplantation is mainly attributed to the improvement of gene editing techniques (such as CRISPR/Cas9), since genetically engineered animals have been generated to overcome organ rejection. However, xenotransplantation ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2022-697193,C-EU-STOA-EPRS-ATA-2022-697193,2022-02-04,What if we killed all microorganisms in our bodies?,At a Glance,EPRS_ATA(2022)697193,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2022)697193,"Scientific evidence indicates that beneficial microorganisms (that live in nearly ubiquitous communities called microbiota) are an essential component of human health, and could be a new frontier for personalised medicine to fight non-communicable diseases and improve human health. For their potential benefits to reach society, the EU should consider standardisation, protocols, and a regulatory framework to support research and innovation.",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2022-697217,C-EU-STOA-EPRS-STU-2022-697217,2022-03-16,How are we coping with the pandemic? Mental health and resilience amid the Covid-19 pandemic in the EU,Study,EPRS_STU(2022)697217,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2022)697217,"This report reviews the existing scientific evidence regarding the mental health of different population groups amid the Covid 19 pandemic in the European Union (EU) and its influential factors. Since the beginning of the pandemic, there has been extensive research on the psychosocial and mental health consequences, showing negative effects especially in the general population compared to before. On the other hand, there is also evidence of resilient responses as the pandemic progressed – that is ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2022-697205,C-EU-STOA-EPRS-STU-2022-697205,2022-03-17,Privacy and security aspects of 5G technology,Study,EPRS_STU(2022)697205,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2022)697205,"This study describes two main dimensions of 5G technology, i.e. privacy and security. This research paper focuses on the analysis of cybersecurity risks and threats, privacy challenges and 5G technology opportunities at EU level and worldwide, as well as the relationship between cybersecurity risks and privacy issues. The methodological framework for this assessment of the impact of 5G technology is built on three pillars: (i) a document-based analysis; (ii) a parallel analysis with stakeholder involvement ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2022-729501,C-EU-STOA-EPRS-ATA-2022-729501,2022-03-23,What if machines made fairer decisions than humans?,At a Glance,EPRS_ATA(2022)729501,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2022)729501,"Automated decision-making by systems that use machine learning to dynamically improve performance are still seen as lacking the 'human perspective' and flexibility to adapt to the particular nuances of specific cases. But perhaps, as they lack the 'cunning' to hide their biases, automated systems actually make fairer decisions than do humans, when these decisions are based on data that have been properly curated.",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2022-729515,C-EU-STOA-EPRS-ATA-2022-729515,2022-04-29,What if AI regulation promoted innovation?,At a Glance,EPRS_ATA(2022)729515,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2022)729515,"The word 'innovation' is often used as shorthand for improved technical, economic and social processes. However, any specific innovation involves the redistribution of costs and benefits, creating winners and losers. For some, regulation of technology should be avoided in case it hinders innovation, while others see regulation as essential, to mitigate risks on the path to innovation. However, regulation and innovation are not a zero-sum game. Debates about regulatory (in)action and its impact on ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2022-697218,C-EU-STOA-EPRS-STU-2022-697218,2022-05-05,A reimbursement system based on a fixed lump sum - Is it the right tool for the EU Framework Programme for research?,Study,EPRS_STU(2022)697218,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2022)697218,"Should the EU Framework Programmes for research use the recently piloted lump-sum (LS) system instead of traditional, expense-based reimbursement? The idea behind LS is that payments are made based on obtained results according to the agreed project plan. It aims to simplify the system by removing cost reporting, and helping to shift the focus from financial management to the technical and scientific content of projects. This study has collected input from 167 individuals from 29 countries, working ...",轻量总目录,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-EU-STOA-EPRS-STU-2022-729516,C-EU-STOA-EPRS-STU-2022-729516,2022-05-31,AI and digital tools in workplace management and evaluation: An assessment of the EU’s legal framework,Study,EPRS_STU(2022)729516,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2022)729516,"This study focuses on options for regulating the use of AI enabled and algorithmic management systems in the world of work under EU law. The first part describes how these technologies are already being deployed, particularly in recruitment, staff appraisal, task distribution and disciplinary procedures. It discusses some near-term potential development prospects and presents an impact assessment, highlighting some of these technologies' most significant implications. The second part addresses the ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2022-729507,C-EU-STOA-EPRS-STU-2022-729507,2022-05-31,Regulatory divergences in the draft AI act: Differences in public and private sector obligations,Study,EPRS_STU(2022)729507,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2022)729507,"This study identifies and examines sources of regulatory divergence within the AI act regarding the obligations and limitations upon public and private sector actors when using certain AI systems. A reflection upon possible impacts and consequences is provided, and a range of policy options is suggested for the European Parliament that could respond to the identified sources of divergence. The study is specifically focused on three AI application areas: manipulative AI, social scoring and biometric ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2022-729513,C-EU-STOA-EPRS-STU-2022-729513,2022-05-31,"The Green Deal ambition: Technology, creativity and the arts for environmental sustainability",Study,EPRS_STU(2022)729513,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2022)729513,"Responding to the challenge of rebuilding a resilient, sustainable, beautiful and more socially inclusive Europe, while facing a climate crisis and a pandemic, the New European Bauhaus has been launched as a comprehensive programme to break down silos and go beyond innovation within specific sectors. In its efforts to foster collaboration between arts, technology, science, social and cultural enterprises, citizens and institutions, the New European Bauhaus wishes to be open to insights, ideas and ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2022-729512,C-EU-STOA-EPRS-STU-2022-729512,2022-06-01,"Artificial intelligence in healthcare: Applications, risks, and ethical and societal impacts",Study,EPRS_STU(2022)729512,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2022)729512,"In recent years, the use of artificial intelligence (AI) in medicine and healthcare has been praised for the great promise it offers, but has also been at the centre of heated controversy. This study offers an overview of how AI can benefit future healthcare, in particular increasing the efficiency of clinicians, improving medical diagnosis and treatment, and optimising the allocation of human and technical resources. The report identifies and clarifies the main clinical, social and ethical risks ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2022-729528,C-EU-STOA-EPRS-ATA-2022-729528,2022-06-01,What if we built cities on water?,At a Glance,EPRS_ATA(2022)729528,语境,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2022)729528,"Since ancient times, from the Roman Empire around the Mediterranean Sea to floating islands used by the Uro people of Peru, civilisations have settled near water. Today, rising sea levels place coastal cities under constant threat. An estimated 250 million people currently live on land below projected annual flood levels, often in coastal cities such as London, Lagos, Mumbai or Shanghai; and this number may rise to 630 million by the end of the century. An additional 318 million people have been ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2022-729506,C-EU-STOA-EPRS-STU-2022-729506,2022-06-03,"Genome editing in humans: A survey of law, regulation and governance principles",Study,EPRS_STU(2022)729506,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2022)729506,"Genome editing is a powerful new tool allowing precise additions, deletions and substitutions in the genome. The development of new approaches has made editing of the genome much more precise, efficient, flexible, and less expensive, relative to previous strategies. As with other medical advances, each such application comes with its own set of benefits, risks, ethical issues and societal implications, which may require new regulatory frameworks. Important questions raised with respect to genome ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2022-729532,C-EU-STOA-EPRS-ATA-2022-729532,2022-06-27,What if we sequenced all human genomes?,At a Glance,EPRS_ATA(2022)729532,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2022)729532,"The rapid growth of genetic databases worldwide, coupled with fast-decreasing costs and the rapid pace of technological change, has increased the possibility of every human genome on Earth being sequenced this century. This raises ethical and legal questions on data privacy and ownership. While a global genetic database would revolutionise preventive medicine and research, new forms of surveillance, discrimination and power imbalances could emerge. The global interplay between the individual, the ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2022-729539,C-EU-STOA-EPRS-ATA-2022-729539,2022-07-04,What if microbial protein could help reverse climate change?,At a Glance,EPRS_ATA(2022)729539,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2022)729539,"Demographic, socio-political and economic pressures have made eating meat an unsustainable practice for the long term. However, meat substitutes have proved unpopular, owing to social norms and a lack of trust; some alternatives also contribute heavily to climate change. Could microbial protein be a sustainable alternative to meat that not only solves these multidimensional pressures but also contributes actively to reversing climate change?",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2022-729530,C-EU-STOA-EPRS-STU-2022-729530,2022-07-11,'Splinternets': Addressing the renewed debate on internet fragmentation,Study,EPRS_STU(2022)729530,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2022)729530,"Recent events have multiplied concerns about potential fragmentation of the internet into a multitude of non-interoperable and disconnected 'splinternets'. Composed of thousands of compatible autonomous systems, the internet is by definition technically divided. Yet, the internet was also designed to be an open and global technical infrastructure. The unity and openness of the internet appear to be under great pressure from political, commercial and technological developments. This report explores ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2022-729533,C-EU-STOA-EPRS-STU-2022-729533,2022-07-11,Governing data and artificial intelligence for all: Models for sustainable and just data governance,Study,EPRS_STU(2022)729533,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2022)729533,"With a particular focus on artificial intelligence (AI), this study identifies and examines policy options for the EU's data governance framework that align with a data justice perspective. A data justice approach is one that centres on equity, recognition and representation of plural interests, and the creation and preservation of public goods as its principal goals. The analysis offers both an assessment of the EU data governance strategy overall and specific policy options for the AI act, the ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-IDA-2022-690194,C-EU-STOA-EPRS-IDA-2022-690194,2022-07-13,Genome-edited crops and 21st century food system challenges,In-Depth Analysis,EPRS_IDA(2022)690194,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_IDA(2022)690194,"Genome editing is the targeted alteration of a few DNA letters within the existing genetic blueprint of an organism. By far the most widely used genome-editing tool is CRISPR-Cas. CRISPR-Cas genome-editing technology can be applied in a number of different ways. The genetic changes that are introduced by means of the SDN1 and SDN2 types of CRISPR-Cas technology do not differ from changes that can occur naturally or result from conventional breeding. While CRISPR-Cas technology is highly accurate, ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
