报告ID,机构ID,发布日期,报告名称,官方落地页,最终落地页,直接下载地址,本地资产,资产类型,字节数,SHA256,本地状态,错误或限制,获取日期
C-FRAUNHOFER-ISI-DP-85,fraunhofer-isi,2024-01-01,"Policies for Industrial Development, International Collaboration and Technological Sovereignty: Implications for Emerging Economies",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2024/discussionpaper_85_2024.pdf,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2024/discussionpaper_85_2024.pdf,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2024/discussionpaper_85_2024.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-FRAUNHOFER-ISI-DP-85.pdf,PDF,689607,2850d95f01390a2fbbe5b2d84a62d934a2fd4901c171cd5553c1b70010337436,官方PDF已获取,,2026-08-22
C-FRAUNHOFER-ISI-DP-87,fraunhofer-isi,2024-01-01,Measuring the Causal Economic Effects of Scientific Research - Evidence from the Staggered Foundation of the SENAI Innovation Institutes in Brazil,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2024/discussionpaper_87_2024.pdf,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2024/discussionpaper_87_2024.pdf,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2024/discussionpaper_87_2024.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-FRAUNHOFER-ISI-DP-87.pdf,PDF,578447,50fd581fdb99e452a9df4f501b487db665c7a57db5e87b6d8480ea27ca10c7e2,官方PDF已获取,,2026-08-22
C-FRAUNHOFER-ISI-DP-88,fraunhofer-isi,2024-01-01,"Definition of the research and innovation field of ""Artificial Intelligence"" and approaches to determining quality",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2024/discussionpaper_88_2024.pdf,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2024/discussionpaper_88_2024.pdf,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2024/discussionpaper_88_2024.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-FRAUNHOFER-ISI-DP-88.pdf,PDF,5320594,10616bb06666bf0ab2b0ec3de87fd69babeb49285f058cb55f87dc62b532f698,官方PDF已获取,,2026-08-22
C-STANFORD-HAI-AI-INDEX-2024,stanford-hai,2024-01-01,The 2024 AI Index Report,https://hai.stanford.edu/ai-index/2024-ai-index-report,https://hai.stanford.edu/ai-index/2024-ai-index-report,https://hai.stanford.edu/assets/files/hai_ai-index-report-2024-smaller2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STANFORD-HAI-AI-INDEX-2024.pdf,PDF,24167379,41e7fa36f3dbaf78e249db0d8a63d4133fc610eb523a2ada220849818efb8167,官方PDF已获取,,2026-08-22
L-7D859D5B15,cnas-tech,2024-02-20,Biotech Matters,https://www.cnas.org/publications/reports/biotech-matters,https://www.cnas.org/publications/reports/biotech-matters,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\L-7D859D5B15.txt,官方网页,116261,9ac6f373930041ea13a076a51e35252f7213c0062ff68b9929e2405f179a7e47,无独立PDF，已保存官方网页,,2026-08-22
C-KISTEP-RES0220240068,kistep,2024-02-26,연구자 주도 기초연구의 전략성 제고 방안 연구 - 국가전략기술 지원 중심으로 -,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220240068&rpt_tp=831-005,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220240068&rpt_tp=831-005,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220240068&seq=res_0026P@3,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220240068.pdf,PDF,17477125,dbea05ef33d1ba37c9d7f05bac6398f5eefa3fb551c4702d07b70ed5a8452fb6,官方PDF已获取,,2026-08-22
L-CA244026E9,iiss,2024-03-01,Impact of the Russia–Ukraine War on National Cyber Planning: A Survey of Ten Countries,https://www.iiss.org/research-paper/2024/01/impact-of-the-russia-ukraine-war-on-national-cyber-planning-a-survey-of-ten-countries/,https://www.iiss.org/research-paper/2024/01/impact-of-the-russia-ukraine-war-on-national-cyber-planning-a-survey-of-ten-countries/,https://www.iiss.org/globalassets/media-library---content--migration/files/research-papers/2024/01/impact-of-the-russiaukraine-war-on-national-cyber-planning_a-survey-of-ten-countries.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-CA244026E9.pdf,PDF,387886,d635c22b0d272dd7ae91dd27e2940864458a434c4da26dc52e85a897bc6ce00c,官方PDF已获取,,2026-08-22
L-BB6FCEB300,merics,2024-03-05,Whole-of-nation innovation: Does China’s socialist system give it an edge in science and technology?,https://merics.org/en/report/whole-nation-innovation-does-chinas-socialist-system-give-it-edge-science-and-technology,https://merics.org/en/report/whole-nation-innovation-does-chinas-socialist-system-give-it-edge-science-and-technology,https://merics.org/sites/default/files/2024-03/Jeroen-Whole%20of%20Nation%20Innovation-02.24.24.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-BB6FCEB300.pdf,PDF,264886,ea923a48b67650f25a252b30c65834256fd0bf65fd2778a6c2569bbab4eb3c3c,官方PDF已获取,,2026-08-22
C-ITIF-2024-HOW-INNOVATIVE-IS-CHINA-IN-THE-ROBOTICS-INDUSTRY,itif,2024-03-11,How Innovative Is China in the Robotics Industry?,https://itif.org/publications/2024/03/11/how-innovative-is-china-in-the-robotics-industry/,https://itif.org/publications/2024/03/11/how-innovative-is-china-in-the-robotics-industry/,https://cdn.sanity.io/files/03hnmfyj/production/511101c153e2b268cea49d713b98680127dee9dc.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ITIF-2024-HOW-INNOVATIVE-IS-CHINA-IN-THE-ROBOTICS-INDUSTRY.pdf,PDF,636786,8a1f4290aa2dab72947085dfb4517d16f8502885206123e8e90f9ed741152657,官方PDF已获取,,2026-08-22
L-A1A9C3D7E6,iiss,2024-03-26,Europe and the Indo-Pacific: Convergence and Divergence in the Digital Order,https://www.iiss.org/research-paper/2024/03/europe-and-the-indo-pacific-convergence-and-divergence-in-the-digital-order/,https://www.iiss.org/research-paper/2024/03/europe-and-the-indo-pacific-convergence-and-divergence-in-the-digital-order/,https://www.iiss.org/globalassets/media-library---content--migration/files/research-papers/2024/03/iiss_europe-and-the-indo-pacific-convergence-and-divergence-in-the-digital-order_122023.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-A1A9C3D7E6.pdf,PDF,670222,79a066995a452447440b3fc835f80c4a816b057e422092bc768e76687e49099c,官方PDF已获取,,2026-08-22
C-CSET-17987,cset,2024-03-28,Bibliometric Analysis of China’s Non-Therapeutic Brain-Computer Interface Research,https://cset.georgetown.edu/publication/bibliometric-analysis-of-chinas-non-therapeutic-brain-computer-interface-research/,https://cset.georgetown.edu/publication/bibliometric-analysis-of-chinas-non-therapeutic-brain-computer-interface-research/,https://cset.georgetown.edu/wp-content/uploads/CSET-Bibliometric-Analysis-of-Chinas-Non-Therapeutic-Brain-Computer-Interface-Research.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-17987.pdf,PDF,13415514,a70d2f5308d33035b0c7e135bcd6abbfddc8783ab5fed1556c6cf035a737a66c,官方PDF已获取,,2026-08-22
L-F74A052FEB,merics,2024-04-09,Huawei is quietly dominating China’s semiconductor supply chain,https://merics.org/en/report/huawei-quietly-dominating-chinas-semiconductor-supply-chain,https://merics.org/en/report/huawei-quietly-dominating-chinas-semiconductor-supply-chain,https://merics.org/sites/default/files/2024-04/Hmaidi-Huawei%20Supply%20Chain-04.05.24.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-F74A052FEB.pdf,PDF,579517,920e7820b91af480048b85ae3f8abfb9761cd97e0592100aae0e22f154a81844,官方PDF已获取,,2026-08-22
C-ITIF-2024-HOW-INNOVATIVE-IS-CHINA-IN-THE-CHEMICALS-INDUSTRY,itif,2024-04-15,How Innovative Is China in the Chemicals Industry?,https://itif.org/publications/2024/04/15/how-innovative-is-china-in-the-chemicals-industry/,https://itif.org/publications/2024/04/15/how-innovative-is-china-in-the-chemicals-industry/,https://cdn.sanity.io/files/03hnmfyj/production/9f7251bd84e5524b3402f3fd644f1433bd262cfe.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ITIF-2024-HOW-INNOVATIVE-IS-CHINA-IN-THE-CHEMICALS-INDUSTRY.pdf,PDF,518829,1b8d4cd2f05d42a7a6809690338b38174a04c421e2b11839e97e8e60bb17eccc,官方PDF已获取,,2026-08-22
L-06662E3F92,merics,2024-04-23,Where China stands in the global race for talent,https://merics.org/en/report/where-china-stands-global-race-talent,https://merics.org/en/report/where-china-stands-global-race-talent,https://merics.org/sites/default/files/2024-04/WP%20-%20Where%20china%20stands%20in%20the%20global%20race%20for%20talent%20-%20MERICS%20-%20final.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-06662E3F92.pdf,PDF,2769459,b8c470a825ba43e1ccae5b6d7575ef571f81ddfd828371c7876567cdd564d223,官方PDF已获取,,2026-08-22
C-OECD-DOI-BA2AAF7B-EN,oecd-sti,2024-04-24,"OECD Agenda for Transformative Science, Technology and Innovation Policies",https://www.oecd-ilibrary.org/science-and-technology/oecd-agenda-for-transformative-science-technology-and-innovation-policies_ba2aaf7b-en,https://www.oecd-ilibrary.org/science-and-technology/oecd-agenda-for-transformative-science-technology-and-innovation-policies_ba2aaf7b-en,https://www.oecd.org/content/dam/oecd/en/publications/reports/2024/04/oecd-agenda-for-transformative-science-technology-and-innovation-policies_5ced463a/ba2aaf7b-en.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-OECD-DOI-BA2AAF7B-EN.pdf,PDF,9048692,f81791e531fff85370069916de238ab729eac1c6124967317d88158924251bdf,官方PDF已获取,,2026-08-22
L-61C99BBDA7,merics,2024-04-29,The accelerator state: Small firms join the fray of China’s techno-industrial drive,https://merics.org/en/report/accelerator-state-small-firms-join-fray-chinas-techno-industrial-drive,https://merics.org/en/report/accelerator-state-small-firms-join-fray-chinas-techno-industrial-drive,https://merics.org/sites/default/files/2024-04/Brown-Accelerator%20State%20Robotics-03.05.24.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-61C99BBDA7.pdf,PDF,181848,a220ae5d3ae79d110bd5fb17dac4454c4b3235d690df3af3984abcec8cc6c1c8,官方PDF已获取,,2026-08-22
L-45F9A8A2BD,cnas-tech,2024-05-01,Biotech Matters: Problems with Life Science Databases in the United States,https://www.cnas.org/publications/reports/biotech-matters-problems-with-life-science-databases-in-the-united-states,https://www.cnas.org/publications/reports/biotech-matters-problems-with-life-science-databases-in-the-united-states,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\L-45F9A8A2BD.txt,官方网页,116591,5432f319f04b294ef8f37bbc49654ee218e7c20d05342b691f30efe28cff4e9a,无独立PDF，已保存官方网页,,2026-08-22
L-B9A158F303,merics,2024-05-02,China’s AI development model in an era of technological deglobalization,https://merics.org/en/report/chinas-ai-development-model-era-technological-deglobalization,https://merics.org/en/report/chinas-ai-development-model-era-technological-deglobalization,https://merics.org/sites/default/files/2024-05/Arcesati-China%20AI%20Development-04.25.24.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-B9A158F303.pdf,PDF,447721,613014d2dc1f8d677867b943df849266a3af8804939533aac37e645af8cd4dad,官方PDF已获取,,2026-08-22
C-CSET-18346,cset,2024-05-06,Gao Huajian and the China Talent Returnee Question,https://cset.georgetown.edu/publication/gao-huajian-and-the-china-talent-returnee-question/,https://cset.georgetown.edu/publication/gao-huajian-and-the-china-talent-returnee-question/,https://cset.georgetown.edu/wp-content/uploads/CSET-Gao-Huajian-and-the-China-Talent-Returnee-Question.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-18346.pdf,PDF,1643838,f262e40f08583f8035cc3a58e2f76c8e696c2080de948061dae6d46029d62e92,官方PDF已获取,,2026-08-22
C-CSET-18319,cset,2024-05-09,"China, Biotechnology, and BGI",https://cset.georgetown.edu/publication/china-biotechnology-and-bgi/,https://cset.georgetown.edu/publication/china-biotechnology-and-bgi/,https://cset.georgetown.edu/wp-content/uploads/CSET-China-Technology-and-BGI.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-18319.pdf,PDF,4372352,bbbfd52f1f79f32cff9c0c38079ef86aa4c1e348fae09521d5ea30f10eff4a30,官方PDF已获取,,2026-08-22
C-CSET-18600,cset,2024-05-14,China and Medical AI,https://cset.georgetown.edu/publication/china-and-medical-ai/,https://cset.georgetown.edu/publication/china-and-medical-ai/,https://cset.georgetown.edu/wp-content/uploads/CSET-China-and-Medical-AI-Implications-of-Big-Biodata-for-the-Bioeconomy.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-18600.pdf,PDF,4961211,2ce5cf589383b8fad61dd993fe2b23aeb2d82f8521f78408241f5a31830aae64,官方PDF已获取,,2026-08-22
L-82ABCD411B,cnas-tech,2024-05-28,The Quest for Qubits,https://www.cnas.org/publications/reports/the-quest-for-qubits,https://www.cnas.org/publications/reports/the-quest-for-qubits,https://s3.us-east-1.amazonaws.com/files.cnas.org/documents/US-China-Quantum_TECH_2024-finalb_2024-05-28-151604_wwip.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-82ABCD411B.pdf,PDF,653154,1f409a78e5c7cb538247f6e5018a7787bd496c52b5cd4f2c191e47456832514c,官方PDF已获取,,2026-08-22
C-ITIF-2024-HOW-INNOVATIVE-IS-CHINA-IN-NUCLEAR-POWER,itif,2024-06-17,How Innovative Is China in Nuclear Power?,https://itif.org/publications/2024/06/17/how-innovative-is-china-in-nuclear-power/,https://itif.org/publications/2024/06/17/how-innovative-is-china-in-nuclear-power/,https://cdn.sanity.io/files/03hnmfyj/production/687122bbe1d1270aa85e1819db92a39d88d30344.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ITIF-2024-HOW-INNOVATIVE-IS-CHINA-IN-NUCLEAR-POWER.pdf,PDF,660902,31d121ed4a2b48d3ac83d5a62fdd69863ca76dc6bc60a75490f4cd76b81ee530,官方PDF已获取,,2026-08-22
L-A72F87AD35,orf-america,2024-06-24,India's Role in Diversifying Global Clean Energy Supply Chains,https://orfamerica.org/newresearch/india-global-clean-energy-supply-chains,https://orfamerica.org/newresearch/india-global-clean-energy-supply-chains,https://static1.squarespace.com/static/5ca0ec9b809d8e4c67c27b3a/t/66757c0b8411ea1bd862f43a/1718975500094/ORF-Full+Volume+on+India+Energy-061424.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-A72F87AD35.pdf,PDF,878140,247ce21187afd48d2d2a39db07f42b6fbf2ac0fb9635913ceee56f1c5a8834af,官方PDF已获取,,2026-08-22
C-ITIF-2024-HOW-INNOVATIVE-IS-CHINA-IN-THE-ELECTRIC-VEHICLE-AND-BATTERY-INDUSTRIES,itif,2024-07-29,How Innovative Is China in the Electric Vehicle and Battery Industries?,https://itif.org/publications/2024/07/29/how-innovative-is-china-in-the-electric-vehicle-and-battery-industries/,https://itif.org/publications/2024/07/29/how-innovative-is-china-in-the-electric-vehicle-and-battery-industries/,https://cdn.sanity.io/files/03hnmfyj/production/bcb75a65e114ebb262e602e90463bd4ec9194ed0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ITIF-2024-HOW-INNOVATIVE-IS-CHINA-IN-THE-ELECTRIC-VEHICLE-AND-BATTERY-INDUSTRIES.pdf,PDF,652182,b2ce4217cff84350161ff0c59de4066512cec119384b99f8c9ed55ca760062bf,官方PDF已获取,,2026-08-22
C-ITIF-2024-HOW-INNOVATIVE-IS-CHINA-IN-BIOTECHNOLOGY,itif,2024-07-30,How Innovative Is China in Biotechnology?,https://itif.org/publications/2024/07/30/how-innovative-is-china-in-biotechnology/,https://itif.org/publications/2024/07/30/how-innovative-is-china-in-biotechnology/,https://cdn.sanity.io/files/03hnmfyj/production/2f62f5d517208245d37eba9685f5949dede2e455.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ITIF-2024-HOW-INNOVATIVE-IS-CHINA-IN-BIOTECHNOLOGY.pdf,PDF,695608,8f4b9a009e3af86abc0f3aeb88c73fc3a596d99e8c7352e6370ba5c3673d1814,官方PDF已获取,,2026-08-22
L-5DD1239AFE,merics,2024-08-08,Keeping value chains at home,https://merics.org/en/report/keeping-value-chains-home,https://merics.org/en/report/keeping-value-chains-home,https://merics.org/sites/default/files/2024-08/MERICS%20Report_Export%20controls_August%202024_0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-5DD1239AFE.pdf,PDF,1462483,e18a09616c29cbbe8d7a1afde9a82944c8e1f3b2ff1507bccf098eab8af0bbfe,官方PDF已获取,,2026-08-22
C-ITIF-2024-HOW-INNOVATIVE-IS-CHINA-IN-SEMICONDUCTORS,itif,2024-08-19,How Innovative Is China in Semiconductors?,https://itif.org/publications/2024/08/19/how-innovative-is-china-in-semiconductors/,https://itif.org/publications/2024/08/19/how-innovative-is-china-in-semiconductors/,https://cdn.sanity.io/files/03hnmfyj/production/8c1d18688c97297f966603da5003b63330d47721.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ITIF-2024-HOW-INNOVATIVE-IS-CHINA-IN-SEMICONDUCTORS.pdf,PDF,1233016,e04c68d2627faf599e32abcc9ac9497e105eae8dc1637bc232b3538653074524,官方PDF已获取,,2026-08-22
C-ITIF-2024-HOW-INNOVATIVE-IS-CHINA-IN-AI,itif,2024-08-26,How Innovative Is China in AI?,https://itif.org/publications/2024/08/26/how-innovative-is-china-in-ai/,https://itif.org/publications/2024/08/26/how-innovative-is-china-in-ai/,https://cdn.sanity.io/files/03hnmfyj/production/03bee6f95eba0835314cf2ffdd42067d5475dbfd.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ITIF-2024-HOW-INNOVATIVE-IS-CHINA-IN-AI.pdf,PDF,520654,ab0fe204637f2c655d7d54261210a8e094504bd44ab6ccf75284b43b965397e3,官方PDF已获取,,2026-08-22
C-ITIF-2024-HOW-INNOVATIVE-IS-CHINA-IN-QUANTUM,itif,2024-09-09,How Innovative Is China in Quantum?,https://itif.org/publications/2024/09/09/how-innovative-is-china-in-quantum/,https://itif.org/publications/2024/09/09/how-innovative-is-china-in-quantum/,https://cdn.sanity.io/files/03hnmfyj/production/88cb704a765a327c7cb406569f648e329b715099.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ITIF-2024-HOW-INNOVATIVE-IS-CHINA-IN-QUANTUM.pdf,PDF,378193,63c0b232934f2546d8d990c6f17b5771317c6fbcaff94fc20f7d0bd7eef09dea,官方PDF已获取,,2026-08-22
L-3EF17D7861,iiss,2024-09-11,Turkiye’s Defence-industrial Relationships with Other European States,https://www.iiss.org/research-paper/2024/09/turkiyes-defence-industrial-relationships-with-other-european-states/,https://www.iiss.org/research-paper/2024/09/turkiyes-defence-industrial-relationships-with-other-european-states/,https://www.iiss.org/globalassets/media-library---content--migration/files/research-papers/2024/09/trk4/iiss__turkiyes-defence-industrial-relationships-with-other-european-states_11092024.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-3EF17D7861.pdf,PDF,8029338,b95c4dea58a85c914832d308031bc82c7754b1366804124652d70ade46e5b2db,官方PDF已获取,,2026-08-22
C-ITIF-2024-CHINA-IS-RAPIDLY-BECOMING-A-LEADING-INNOVATOR-IN-ADVANCED-INDUSTRIES,itif,2024-09-16,China Is Rapidly Becoming a Leading Innovator in Advanced Industries,https://itif.org/publications/2024/09/16/china-is-rapidly-becoming-a-leading-innovator-in-advanced-industries/,https://itif.org/publications/2024/09/16/china-is-rapidly-becoming-a-leading-innovator-in-advanced-industries/,https://cdn.sanity.io/files/03hnmfyj/production/524f825534dd12151852cf090fbe110d13c3ae11.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ITIF-2024-CHINA-IS-RAPIDLY-BECOMING-A-LEADING-INNOVATOR-IN-ADVANCED-INDUSTRIES.pdf,PDF,3886820,af355232cda9969435fc5c6b907cc1a9094a2e505581e41765079a6ac397a20f,官方PDF已获取,,2026-08-22
C-ITIF-2024-HOW-INNOVATIVE-IS-CHINA-IN-THE-DISPLAY-INDUSTRY,itif,2024-09-16,How Innovative Is China in the Display Industry?,https://itif.org/publications/2024/09/16/how-innovative-is-china-in-the-display-industry/,https://itif.org/publications/2024/09/16/how-innovative-is-china-in-the-display-industry/,https://cdn.sanity.io/files/03hnmfyj/production/767738b78fa2408d2c66a24d715aa1af1271f210.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ITIF-2024-HOW-INNOVATIVE-IS-CHINA-IN-THE-DISPLAY-INDUSTRY.pdf,PDF,981584,ac33a76d282288016eed03e565304fa16178623409f76b90dcf6c27e1d4ed8df,官方PDF已获取,,2026-08-22
C-CSET-19825,cset,2024-10-15,Fueling China’s Innovation: The Chinese Academy of Sciences and Its Role in the PRC’s S&T Ecosystem,https://cset.georgetown.edu/publication/fueling-chinas-innovation-the-chinese-academy-of-sciences-and-its-role-in-the-prcs-st-ecosystem/,https://cset.georgetown.edu/publication/fueling-chinas-innovation-the-chinese-academy-of-sciences-and-its-role-in-the-prcs-st-ecosystem/,https://cset.georgetown.edu/wp-content/uploads/CSET-Fueling-Chinas-Innovation.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-19825.pdf,PDF,2341940,f2d3fac48c97f6a2e7642df1e047f02d93d38ad2bd9393730e58a2848851f87a,官方PDF已获取,,2026-08-22
C-KISTEP-PRG0720240044,kistep,2024-10-25,우리나라 기초연구 전략성 제고를 위한 예산 정책방향 탐색 연구,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720240044&rpt_tp=831-007,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720240044&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720240044&seq=prg_0071P@21,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-PRG0720240044.pdf,PDF,2082248,55d0f73d65e1984042381800c87a9753bc36b250f5c35ffd41dbd2fa7a2575f9,官方PDF已获取,,2026-08-22
L-A354D53EAD,nistep,2024-10-27,Digest of Japanese Science and Technology Indicators 2023,https://www.nistep.go.jp/en/?p=5453,https://www.nistep.go.jp/en/?p=5453,https://www.nistep.go.jp/en/wp-content/uploads/NISTEP-RM328-SummaryE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-A354D53EAD.pdf,PDF,8225888,67bf6acdfc9c5ecc534e9276cb23137d31e9bd2df16e157ccd07a1efdc904a8c,官方PDF已获取,,2026-08-22
L-362740F48A,nistep,2024-11-04,Digest of Japanese Science and Technology Indicators 2024,https://www.nistep.go.jp/en/?p=5665,https://www.nistep.go.jp/en/?p=5665,https://www.nistep.go.jp/en/wp-content/uploads/NISTEP-RM341-SummaryE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\S-NISTEP-2024-01.pdf,PDF,7892146,dc28445f8b71b987cc0e0d412a2865c2c3be4ad82bf9ddd8941dc8b70347e4e4,官方PDF与既有资产重复，已关联,,2026-08-22
C-CSET-20338,cset,2024-11-19,Acquiring AI Companies: Tracking U.S. AI Mergers and Acquisitions,https://cset.georgetown.edu/publication/acquiring-ai-companies-tracking-u-s-ai-mergers-and-acquisitions/,https://cset.georgetown.edu/publication/acquiring-ai-companies-tracking-u-s-ai-mergers-and-acquisitions/,https://cset.georgetown.edu/wp-content/uploads/CSET-Acquiring-AI-Companies.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-20338.pdf,PDF,2592585,7ca9ee246c7f7eb8199bc3eecc264a351d62dd9257a08ff23b299383a5945791,官方PDF已获取,,2026-08-22
L-BB913BB698,iiss,2024-12-02,Adapting Security: The Intersection of Turkiye’s Foreign Policy and Defence Industrialisation,https://www.iiss.org/research-paper/2024/06/adapting-security-the-intersection-of-turkiyes-foreign-policy-and-defence-industrialisation/,https://www.iiss.org/research-paper/2024/06/adapting-security-the-intersection-of-turkiyes-foreign-policy-and-defence-industrialisation/,https://www.iiss.org/globalassets/media-library---content--migration/files/research-papers/2024/06/iiss_adapting-security-the-intersection-of-turkiyes-foreign-policy-and-defence-industrialisation_14062024.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-BB913BB698.pdf,PDF,7378545,6366174a76d35a5956f9944abecd570881cf5fa0955eb7a32ce9706694ded956,官方PDF已获取,,2026-08-22
