报告ID,发布日期,观察窗,材料类型,原始类型,报告名称,作者,资料角色,项目分类,中国关联层级,科技关联层级,主题标签,筛选依据,官方落地页,官方PDF,页面来源,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-NBR-B4974E5676,2024-10-23,W3,NBR访谈,Interview,The U.S. International Cyberspace and Digital Policy Strategy,Christopher Painter,作者访谈,Cyberspace and Digital Policy,含中国比较的印太技术材料,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/the-u-s-international-cyberspace-and-digital-policy-strategy/,,官方页面Jina代理文本,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-B4974E5676.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-B4974E5676.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NBR-B4974E5676.md,12435,a51845809adcfa0154163f125d1641901a3cc98cc351daf515b9fd77dbecd36b,0,12407,官方页面代理全文已保存,CDP降级: RuntimeError: blocked or thin official page: title='请稍候…' chars=113,2026-08-22
C-NBR-F427CAC147,2024-12-11,W3,NBR访谈,Interview,The Indian Model for Digitalization A Blueprint for the Global South?,Mansi Kedia,作者访谈,India's Digitalization,区域技术基线,核心科技直接材料,网络安全与数字治理；创新体系、标准与知识产权,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/the-indian-model-for-digitalization-a-blueprint-for-the-global-south/,,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-F427CAC147.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-F427CAC147.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NBR-F427CAC147.md,176957,b9f5a0d1068dbf5045c90267391facf005f238214bfba6c2f960a6738905231d,0,11777,官方网页全文已保存,,2026-08-22
C-NBR-956430F335,2025-01-09,W3,NBR研究报告,Report,Charting China’s Export Controls Predicting Impacts on Critical U.S. Supply Chains,"Emma M. Rafaelof, Taylore Roth, Mykael SooTho, and John VerWey",作者/项目正式研究,Export Controls,直接涉华科技,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权；生物、量子及其他前沿技术,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/charting-chinas-export-controls-predicting-impacts-on-critical-u-s-supply-chains/,https://www.nbr.org/wp-content/uploads/pdfs/publications/sr115_chartingchinasexportcontrols_jan2025.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-956430F335.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-956430F335.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-956430F335.md,4857827,6c7b66d502ac10e78bfae166ac0d9f71b1e3510f2d6c711169f89a14333f8722,32,82754,官方PDF已保存并校验,,2026-08-22
C-NBR-BF9F0F4E75,2025-01-20,W3,NBR圆桌论文,Roundtable,U.S.-Japan Economic and Technology Security Cooperation,"Daisuke Kawai, Crystal Pryor , and Kazuto Suzuki",作者/项目正式研究,Economic Security,区域技术基线,核心科技直接材料,人工智能、芯片与算力；技术供应链与出口管制；创新体系、标准与知识产权,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/u-s-japan-economic-and-technology-security-cooperation/,,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-BF9F0F4E75.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-BF9F0F4E75.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NBR-BF9F0F4E75.md,169006,24d73fae0c422f19eea1e27ea8fe8ebdf070ade380ea7295f60c642041db2c76,0,1740,官方网页全文已保存,,2026-08-22
C-NBR-DACB5B6314,2025-01-23,W3,NBR圆桌论文,Roundtable,Pathways for U.S.-ROK-Japan Cooperation Strengthening Trilateral Ties amid Uncertainty,"Kuyoun Chung, Eunmi Choi, Darcie Draudt-Véjares, Yukie Sato, Jahyun Chun, Kristi Govella, Shino Watanabe, Kayla Orta, So Jeong Kim, Ellen Kim, Shin-ae Lee, Jessica Taylor, Sayo Saruta, Bee Yun Jo, and Yurika Ishii",作者/项目正式研究,U.S.-ROK-Japan Cooperation,含中国比较的印太技术材料,科技地缘经济基线,网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/pathways-for-u-s-rok-japan-cooperation-strengthening-trilateral-ties-amid-uncertainty/,,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-DACB5B6314.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-DACB5B6314.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NBR-DACB5B6314.md,190332,241608242b8253f9cb93cb837d688c772d2fc71e0b87df176b77bf0ffd48d918,0,22665,官方网页全文已保存,,2026-08-22
C-NBR-2E0A7F36E0,2025-02-27,W3,NBR研究报告,Report,U.S.-Japan Technology and Economic Security Achieving Resilience in an Era of Disruption,Jonathon Marek and Doug Strub,作者/项目正式研究,Economic Security,含中国比较的印太技术材料,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权；生物、量子及其他前沿技术,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/us-japan-technology-and-economic-security-achieving-resilience-in-an-era-of-disruption/,https://www.nbr.org/wp-content/uploads/pdfs/publications/sr116_us-japan_technology_feb2025.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-2E0A7F36E0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-2E0A7F36E0.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-2E0A7F36E0.md,2192428,91162e37c43e86fc12dd600f7a5021e8d9d26e13ef4b7ad1af9e69e9a5072d29,74,219311,官方PDF已保存并校验,,2026-08-22
C-NBR-F419648171,2025-03-12,W3,NBR研究报告,Report,"U.S.-ROK Tech Cooperation: Batteries, Biotech, and Quantum Technologies",Jungmi Cha and Doug Strub,作者/项目正式研究,Tech Cooperation,含中国比较的印太技术材料,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权；生物、量子及其他前沿技术,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/u-s-rok-tech-cooperation-batteries-biotech-and-quantum-technologies/,https://www.nbr.org/wp-content/uploads/pdfs/publications/sr117_us-rok_tech_cooperation_march2025.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-F419648171.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-F419648171.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-F419648171.md,6904427,61b857b15880f729c96e4d5ec273782dd7a1cfc304f0daa1a59dd375e856440f,74,216152,官方PDF已保存并校验,,2026-08-22
C-NBR-B7618400B3,2025-06-12,W3,NBR政策简报,Policy Brief,Safeguarding U.S. Companies from Unfair South Korean Competition Policies,Nigel Cory and Robert Holleyman,作者/项目正式研究,South Korea,区域技术基线,科技地缘经济基线,人工智能、芯片与算力；网络安全与数字治理；创新体系、标准与知识产权,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/safeguarding-u-s-companies-from-unfair-south-korean-competition-policies/,,官方页面Jina代理文本,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-B7618400B3.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-B7618400B3.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NBR-B7618400B3.md,35436,01de7331dcc4033ff836d03892657f6d3d798b1e066563db3789fc7818cca8f2,0,35098,官方页面代理全文已保存,CDP降级: RuntimeError: blocked or thin official page: title='请稍候…' chars=113,2026-08-22
C-NBR-7B0A3CFD84,2025-06-27,W3,NBR研究报告,Report,China’s Economic Slowdown and Its Impact on Trading Partners,Arthur R. Kroeber and Jonathon Marek,作者/项目正式研究,China's Economy,直接涉华科技,科技地缘经济基线,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权；生物、量子及其他前沿技术,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/chinas-economic-slowdown-and-its-impact-on-trading-partners/,https://www.nbr.org/wp-content/uploads/pdfs/publications/sr118_chinas_economic_slowdown_june2025.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-7B0A3CFD84.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-7B0A3CFD84.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-7B0A3CFD84.md,6949703,d6b75c769e5c76bf6a95210c74c2e411911799992c20f17c88db96138a87aa98,116,315333,官方PDF已保存并校验,,2026-08-22
C-NBR-2A7A65AC02,2025-09-04,W3,NBR政策简报,Brief,Charting ASEAN’s Path to AI Governance Uneven Yet Gaining Ground,Karryl Kim Sagun Trajano,作者/项目正式研究,AI Governance,区域技术基线,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；创新体系、标准与知识产权,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/charting-aseans-path-to-ai-governance-uneven-yet-gaining-ground/,https://www.nbr.org/wp-content/uploads/pdfs/publications/brief-trajano-sep25.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-2A7A65AC02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-2A7A65AC02.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-2A7A65AC02.md,251083,fd0761dd66711ff963206651e2d3e24dbf10c0ca54186f14a18e654817e4ef43,6,20568,官方PDF已保存并校验,,2026-08-22
C-NBR-D96FAA005C,2025-09-04,W3,NBR政策简报,Brief,AI Governance in India,Anulekha Nandi,作者/项目正式研究,AI Governance,区域技术基线,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/ai-governance-in-india/,https://www.nbr.org/wp-content/uploads/pdfs/publications/brief-nandi-sept25.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-D96FAA005C.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-D96FAA005C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-D96FAA005C.md,282709,5075ba6166bb643ffc6687348fdea877a777c4859bbdbfc820e8dedcda66b470,4,15050,官方PDF已保存并校验,,2026-08-22
C-NBR-7EF054E4B6,2025-09-26,W3,NBR论文,Essay,The Case for U.S. Leadership on Global Data Governance,Nigel Cory and Akanksha Sinha,作者评论或论文,Data Governance,含中国比较的印太技术材料,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权；生物、量子及其他前沿技术,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/the-case-for-u-s-leadership-on-global-data-governance/,https://www.nbr.org/wp-content/uploads/pdfs/publications/asiapolicy20-4_cory_sinha_advance.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-7EF054E4B6.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-7EF054E4B6.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-7EF054E4B6.md,236176,953d874f1f708bdd4fcd344e12fbb0bb6c989ac87efeef85f645068a1aec5528,20,57541,官方PDF已保存并校验,,2026-08-22
C-NBR-93FD504C85,2025-09-29,W3,NBR访谈,Interview,The Outlook for China’s AI Industry: Adoption and Applications,Kevin Xu,作者访谈,Artificial Intelligence,直接涉华科技,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/the-outlook-for-chinas-ai-industry-adoption-and-applications/,,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-93FD504C85.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-93FD504C85.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NBR-93FD504C85.md,175439,23e50c0f538ce9031281118665ad236be70753c59736cdd7ba1837d8cca964ce,0,10572,官方网页全文已保存,,2026-08-22
C-NBR-22C5AB4751,2025-10-31,W3,NBR政策简报,Brief,Changing U.S. Critical Minerals Policy and What It Means for Indonesia,Zoe Oysul,作者/项目正式研究,Critical Minerals,区域技术基线,核心科技直接材料,技术供应链与出口管制；生物、量子及其他前沿技术,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/changing-u-s-critical-minerals-policy-and-what-it-means-for-indonesia/,https://www.nbr.org/wp-content/uploads/pdfs/publications/brief-oysul-oct25.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-22C5AB4751.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-22C5AB4751.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-22C5AB4751.md,1035617,66df76d1e18ae781f0d927999ace9636996d63680c03ef41683f659f31aca793,5,14918,官方PDF已保存并校验,,2026-08-22
C-NBR-BDE2949831,2025-10-31,W3,NBR政策简报,Brief,Indonesia's Strategy toward Critical Minerals and Cooperation with the United States,Han Phoumin,作者/项目正式研究,Critical Minerals,区域技术基线,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权；生物、量子及其他前沿技术,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/indonesias-strategy-toward-critical-minerals-and-cooperation-with-the-united-states/,https://www.nbr.org/wp-content/uploads/pdfs/publications/brief-phoumin-oct25.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-BDE2949831.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-BDE2949831.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-BDE2949831.md,1082294,2e8d2e652f16dddb635eb1e275347009c75fdd4ab6db6c9e58bf4b2f071b60c3,5,14558,官方PDF已保存并校验,,2026-08-22
C-NBR-D4B98BA81A,2025-11-12,W3,NBR研究报告,Report,Understanding the Impact of KFTC Enforcement on U.S. Firms Qualitative Evidence and Analysis,Nigel Cory,作者/项目正式研究,Korea Fair Trade Commission,含中国比较的印太技术材料,科技地缘经济基线,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/understanding-the-impact-of-kftc-enforcement-on-u-s-firms-qualitative-evidence-and-analysis/,https://www.nbr.org/wp-content/uploads/pdfs/publications/report-cory-november25.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-D4B98BA81A.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-D4B98BA81A.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-D4B98BA81A.md,548465,8259c092582999c73ed4aa9ed27490e5c31795c680d1afb3a5263c52534b9566,14,54695,官方PDF已保存并校验,,2026-08-22
C-NBR-04E33A0580,2025-11-17,W3,NBR政策简报,Brief,China’s Approach to AI Development and Governance,Ren Xiao,作者/项目正式研究,AI Governance,直接涉华科技,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权；生物、量子及其他前沿技术,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/chinas-approach-to-ai-development-and-governance/,https://www.nbr.org/wp-content/uploads/pdfs/publications/brief-xiao-aigovernance-nov25.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-04E33A0580.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-04E33A0580.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-04E33A0580.md,345250,1d72e6f724be7cd056f3ab7ced32d3d0b827b04d7d9e84a3cf8f4ae0957387c3,4,12998,官方PDF已保存并校验,,2026-08-22
C-NBR-2907630E71,2025-11-17,W3,NBR政策简报,Brief,Japan’s Hybrid Approach to AI Governance: Balancing Soft Law and Hard Law,Kyoko Yoshinaga,作者/项目正式研究,AI Governance,区域技术基线,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；创新体系、标准与知识产权,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/japans-hybrid-approach-to-ai-governance-balancing-soft-law-and-hard-law/,https://www.nbr.org/wp-content/uploads/pdfs/publications/brief-yoshinaga-aigovernance-nov25.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-2907630E71.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-2907630E71.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-2907630E71.md,338267,ba56ab1a9619c82693c64ae10a431bc469b8dd62a8238bb298391538329f319d,6,21042,官方PDF已保存并校验,,2026-08-22
C-NBR-C54880A848,2025-11-17,W3,NBR政策简报,Brief,Codeveloping the Model: U.S. and ASEAN Cooperation in Shaping and Deploying AI,Nigel Cory,作者/项目正式研究,AI Governance,含中国比较的印太技术材料,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/codeveloping-the-model-u-s-and-asean-cooperation-in-shaping-and-deploying-ai/,https://www.nbr.org/wp-content/uploads/pdfs/publications/brief-cory-aigovernance-nov25.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-C54880A848.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-C54880A848.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-C54880A848.md,357369,331cf76308f26e6415c9d042e5fd410ac0d352d956d478e6e8fcf1a33ed1d6a8,8,29514,官方PDF已保存并校验,,2026-08-22
C-NBR-EC60A5F3E0,2025-12-01,W3,NBR访谈,Interview,Southeast Asia’s Geoeconomic Outlook,Jayant Menon,作者访谈,ASEAN,含中国比较的印太技术材料,科技地缘经济基线,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权；生物、量子及其他前沿技术,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/southeast-asias-geoeconomic-outlook/,,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-EC60A5F3E0.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-EC60A5F3E0.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NBR-EC60A5F3E0.md,186040,55f237f046b0c6b50d85a116b3c57d53b0244255dc0be1034deb2524a09b3fef,0,19932,官方网页全文已保存,,2026-08-22
C-NBR-B036FC537F,2026-01-13,W3,NBR政策证词,Testimony,Maintaining American Innovation and Technology Leadership,Nigel Cory,作者政策证词,Testimony,含中国比较的印太技术材料,核心科技直接材料,人工智能、芯片与算力；网络安全与数字治理；技术供应链与出口管制；创新体系、标准与知识产权,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/maintaining-american-innovation-and-technology-leadership/,,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-B036FC537F.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-B036FC537F.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NBR-B036FC537F.md,199807,da646e31c400b203357097904e8f79998c3e68d408e487cf6c8d00e36fe829a9,0,32455,官方网页全文已保存,,2026-08-22
C-NBR-727919EA98,2026-01-27,W3,NBR政策简报,Brief,China’s Influence in Indonesia’s Nickel Sector and Implications for the United States,Kevin Brunelli,作者/项目正式研究,Critical Minerals,直接涉华科技,核心科技直接材料,技术供应链与出口管制；创新体系、标准与知识产权,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/chinas-influence-in-indonesias-nickel-sector-and-implications-for-the-united-states/,https://www.nbr.org/wp-content/uploads/pdfs/publications/brief-brunelli-Jan26.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-727919EA98.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-727919EA98.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-727919EA98.md,1056606,5cf4a035b732fe1fe1d5e3ec8af5871b564528fd895c8ee90425f721b475032a,6,21550,官方PDF已保存并校验,,2026-08-22
C-NBR-BE401752A7,2026-01-27,W3,NBR政策简报,Brief,Advancing Resilient Critical Mineral Supply Chains in Indonesia A Triumvirate Approach,James Guild,作者/项目正式研究,Critical Minerals,含中国比较的印太技术材料,核心科技直接材料,人工智能、芯片与算力；技术供应链与出口管制,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/advancing-resilient-critical-mineral-supply-chains-in-indonesia-a-triumvirate-approach/,https://www.nbr.org/wp-content/uploads/pdfs/publications/brief-guild-jan26.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-BE401752A7.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-BE401752A7.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-BE401752A7.md,1054534,f40bdb2556e710894e2b5b712fb1419776250c08527a4b42518cd265bb3cd1d3,6,21357,官方PDF已保存并校验,,2026-08-22
C-NBR-C6D99202EA,2026-02-25,W3,NBR政策简报,Brief,South Korea’s Online Platform Fairness Bill A New Digital Nontariff Barrier in U.S.-ROK Trade,Nigel Cory,作者/项目正式研究,U.S.-ROK Trade,区域技术基线,核心科技直接材料,网络安全与数字治理；创新体系、标准与知识产权,NBR技术与地缘经济事务项目正式出版物,https://www.nbr.org/publication/south-koreas-online-platform-fairness-bill-a-new-digital-nontariff-barrier-in-u-s-rok-trade/,https://www.nbr.org/wp-content/uploads/pdfs/publications/brief-cory-koreas-online-platform-fairness-bill-february2026.pdf,官方网页原始HTML,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-C6D99202EA.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-C6D99202EA.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NBR-C6D99202EA.md,484370,98f264a90db8e7373c8a887f0f529850b19b563f549f7a8bc05163d52ebe646b,8,33475,官方PDF已保存并校验,,2026-08-22
