报告ID,官方记录ID,官方分类代码,韩文报告类型,发布日期,观察窗,韩文题名,作者,语言,资料角色,科技关联层级,主题标签,官方落地页,官方PDF,本地原始资产,本地文本,本地切片,字节数,SHA256,PDF页数,提取文本字符数,文本质量,本地状态,错误,获取日期
C-STEPI-A0201-1051,1051,A0201,정책연구,2022-11-30,W3,농업 부문 규제과학 도입 및 활성화 방안 연구,"임영훈
										
										외 3명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；生命科学、生物技术与健康；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1051,https://www.stepi.re.kr/common/report/Download.do?reIdx=1051&streFileNm=e1d61ec2-02b6-48ca-9a37-990ed06bb7b0.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1051.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1051.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1051.md,4404385,bc07fee36807812356b89f4d69db89b9284822402da770da2be7a6ec63dcaa84,218,233348,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1052,1052,A0201,정책연구,2022-11-30,W3,데이터 기반 보안 정책의 설계와 이행전략 연구 - 망분리 규제를 중심으로 -,"최병삼
										
										외 4명",韩文,机构正式研究,核心科技直接材料,人工智能、数据与数字技术；生命科学、生物技术与健康；科研体系、研发投入与评价；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1052,https://www.stepi.re.kr/common/report/Download.do?reIdx=1052&streFileNm=67a20e86-6e8c-4243-9a91-98aead748544.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1052.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1052.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1052.md,3344473,8c80997778897ee6ebee0de0a823673d0646e6437444b1c77243258c44d6254a,204,213393,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1053,1053,A0201,정책연구,2022-11-30,W3,지역의 위기와 도전과제에 대응하는 ‘전환적 지역혁신정책’연구,"성지은
										
										외 5명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1053,https://www.stepi.re.kr/common/report/Download.do?reIdx=1053&streFileNm=3c267376-b308-4999-a307-6f053dc70e46.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1053.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1053.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1053.md,15817141,63bea9b01ec945acfaeede4d2d482755b6d436f069d7a15ad63634dcc2598ba9,209,187799,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1054,1054,A0201,정책연구,2022-11-30,W3,R&D 성과평가 정보 활용 실태 및 활성화 방안,"유나리
										
										외 6명",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1054,https://www.stepi.re.kr/common/report/Download.do?reIdx=1054&streFileNm=be3995dc-483f-4d85-a4d3-f9974ec46496.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1054.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1054.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1054.md,4291861,d6cb58e60fe28de753b57259e9c9b1f5b8903ddb3bdf1ed4c96f1b18b6b3a541,186,186110,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1056,1056,A0201,정책연구,2022-11-30,W3,대학 구조개혁과 이공계 대학원 혁신의 연계방안,"박기범
										
										외 7명",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1056,https://www.stepi.re.kr/common/report/Download.do?reIdx=1056&streFileNm=32342562-f62c-4d12-8687-1cf3dd458a29.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1056.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1056.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1056.md,3827498,3aea0b1008e68bb67299c615606642dcd13feefb4e54e3ff4327ccba8917deaf,224,244323,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1057,1057,A0201,정책연구,2022-11-30,W3,기업성장을 위한 정부 재정지원제도 개선방안 연구 - 기업의 혁신 성장과 조세지원 제도 중점 -,"전지은
										
										외 3명",韩文,机构正式研究,科技创新政策与能力基线,半导体、量子与战略技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1057,https://www.stepi.re.kr/common/report/Download.do?reIdx=1057&streFileNm=d5fa5bc0-aef4-4acc-98eb-861753b19368.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1057.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1057.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1057.md,1389219,0b8b5ea0ce3361614f020fc76164f1abd11a6eea49b1d5c88b2ab64112ea3806,133,144860,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1058,1058,A0201,정책연구,2022-12-30,W3,기술규제 개혁을 위한 의제설정 연구사업(6차년도)(1권: 기술규제 분야 자율규제체계 구축 방안 : 기후변화대응과 인공지능 분야를 중심으로),"이광호
										
										외 9명",韩文,机构正式研究,核心科技直接材料,人工智能、数据与数字技术；生命科学、生物技术与健康；能源、气候与绿色转型；科研体系、研发投入与评价；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1058,https://www.stepi.re.kr/common/report/Download.do?reIdx=1058&streFileNm=70e4756a-e3b0-440f-8ca2-a3549529fcf7.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1058.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1058.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1058.md,6906828,e98fd7c6c7ba1744b6c6dd98dca441642cf0e5324a44b7a6c348d8ff9ec8a673,420,475444,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1059,1059,A0201,정책연구,2022-12-30,W3,기술규제 개혁을 위한 의제설정 연구사업(6차년도)(2권: 기술규제 의제 재설정),"이광호
										
										외 3명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；半导体、量子与战略技术；生命科学、生物技术与健康；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1059,https://www.stepi.re.kr/common/report/Download.do?reIdx=1059&streFileNm=d49c465a-1a72-4b7c-a1a3-e66f88ed919c.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1059.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1059.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1059.md,9919119,be63637997f443bea91be5a021f743487c408640db69fd570d0cdca29f6c341d,158,116596,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1060,1060,A0201,정책연구,2022-12-30,W3,국가 난제 해결을 위한 과학기술 관점의 경제·사회 시스템 혁신전략 연구 (4차년도)(1권: 총괄),"홍성주
										
										외 5명",韩文,机构正式研究,科技创新政策与能力基线,能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1060,https://www.stepi.re.kr/common/report/Download.do?reIdx=1060&streFileNm=149698cb-e488-4d18-9236-08a3589f7163.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1060.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1060.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1060.md,6227256,304000d0636e40e4b6ddaad1890e70fc4574b099af2c3d636c7bda7e72370211,247,233659,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1061,1061,A0201,정책연구,2022-12-30,W3,국가 난제 해결을 위한 과학기술 관점의 경제·사회 시스템 혁신전략 연구(4차년도)(2권: 미래 국방혁신 생태계),"하태정
										
										외 5명",韩文,机构正式研究,科技创新政策与能力基线,半导体、量子与战略技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1061,https://www.stepi.re.kr/common/report/Download.do?reIdx=1061&streFileNm=1edc07ff-6d30-4111-be67-b00d7195a365.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1061.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1061.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1061.md,3057397,ec913ceb1c62c3420c1ccc8d78e150464f7d36372407e1213dbdba541dc23ea9,215,229936,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1062,1062,A0201,정책연구,2022-12-30,W3,국가 난제 해결을 위한 과학기술 관점의 경제․사회 시스템 혁신전략 연구(4차년도)(3권:AI와 일자리),"정미애
										
										외 3명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1062,https://www.stepi.re.kr/common/report/Download.do?reIdx=1062&streFileNm=9187efcc-1a77-4f32-b9a7-e0dfd4e34e0f.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1062.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1062.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1062.md,3917873,610e42e343779076cb6e06791cc9d693c4768f6b6ab2c3b8ec93018c439fc806,132,143961,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1063,1063,A0201,정책연구,2022-12-30,W3,국가 난제 해결을 위한 과학기술 관점의 경제·사회 시스템 혁신전략 연구(4차년도)(4권: 기후에너지),"박환일
										
										외 9명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1063,https://www.stepi.re.kr/common/report/Download.do?reIdx=1063&streFileNm=06715b5c-fa2b-4310-aa68-66393be4e1b7.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1063.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1063.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1063.md,3539461,a08582ed38433ae5e7b5f0e7b782b3538eed9fc13e5fd81eade0d5f5004ec864,146,142041,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1064,1064,A0201,정책연구,2022-12-30,W3,스마트생산 열린혁신랩 운영 및 연구사업 (3차년도),"오윤환
										
										외 9명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、研发投入与评价；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1064,https://www.stepi.re.kr/common/report/Download.do?reIdx=1064&streFileNm=972fefcb-7abe-4360-9d35-b7dbf4dc4fb9.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1064.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1064.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1064.md,14694676,1f153a6c7b62e97847bf51a4005c57c376045fea870b4ff1b9811966b7d27a54,382,391068,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1065,1065,A0201,정책연구,2022-12-30,W3,글로벌 기술-통상 패러다임 변화에 따른 혁신정책 대응 전략 (2차년도),"송치웅
										
										외 6명",韩文,机构正式研究,科技创新政策与能力基线,半导体、量子与战略技术；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1065,https://www.stepi.re.kr/common/report/Download.do?reIdx=1065&streFileNm=d2defc5f-406d-4d17-a699-7c5591d2e9b5.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1065.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1065.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1065.md,4119844,237725253dcd1d352511a19af6139db78b236fc173c0ac2505bb5190ffc14bfc,220,246386,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1066,1066,A0201,정책연구,2022-12-30,W3,도전과 혁신 중심’ 국가과학기술정책 이행점검체계 구축사업 (2차년도),"신은정
										
										외 9명",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1066,https://www.stepi.re.kr/common/report/Download.do?reIdx=1066&streFileNm=74294f35-3ad4-4476-aeec-e2f4cae92e96.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1066.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1066.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1066.md,24595133,db8406385de3a01c3264f10b257556575a37e4170906f893d07575cdd4bbe309,306,269117,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1067,1067,A0201,정책연구,2022-12-30,W3,국제기술혁신협력사업(K-Innovation Partnership Program) (9차년도),"김지현
										
										외 16명",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1067,https://www.stepi.re.kr/common/report/Download.do?reIdx=1067&streFileNm=96bbddd0-994a-4aa3-84b0-06fd2429e968.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1067.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1067.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1067.md,50653358,2792df52ae98c70a787d1e6a233f00a52afacb0ae0748ae955e8b3c4ce1807a8,354,279325,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1068,1068,A0201,정책연구,2022-12-30,W3,2022년 한국기업혁신조사 심층분석,"장필성
										
										외 7명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1068,https://www.stepi.re.kr/common/report/Download.do?reIdx=1068&streFileNm=7288227a-51c7-4a0d-a91b-ab72e5cae2fc.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1068.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1068.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1068.md,7317265,b79ea092d564b27d1f0b882f8ebcdb03518aa37f5cc410d00ccb3c3488406ee9,198,226979,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1069,1069,A0201,정책연구,2022-12-30,W3,우주개발 확대에 따른 국가우주개발 거버넌스 개편 방안,"안형준
										
										외 10명",韩文,机构正式研究,核心科技直接材料,中国科技与国际比较；人工智能、数据与数字技术；科研体系、研发投入与评价；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1069,https://www.stepi.re.kr/common/report/Download.do?reIdx=1069&streFileNm=ea16e87a-9e66-407c-bdf9-4de056a4dd06.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1069.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1069.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1069.md,5773728,2153b059253e29765305910bfc7397eaa30cc7e696a01afa4fdf6996ca28aab5,228,237687,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1070,1070,A0201,정책연구,2022-12-30,W3,남북 그린데탕트 구현을 위한  과학기술협력 전략 모색,"김종선
										
										외 2명",韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；能源、气候与绿色转型；科研体系、研发投入与评价；技术安全、供应链与国际合作；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1070,https://www.stepi.re.kr/common/report/Download.do?reIdx=1070&streFileNm=b9aa75aa-d56b-49c5-a2cf-e68e2a90f36f.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1070.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1070.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1070.md,3001073,9dd20fd20c3d6633c40fdbdd7f94801286c5c1237f5a6665399e549bafdbb977,119,120530,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1071,1071,A0201,정책연구,2022-11-30,W3,글로벌 과학기술패권경쟁과 첨단산업 초격차 전략,"백서인
										
										외 13명",韩文,机构正式研究,核心科技直接材料,中国科技与国际比较；人工智能、数据与数字技术；半导体、量子与战略技术；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1071,https://www.stepi.re.kr/common/report/Download.do?reIdx=1071&streFileNm=e70a3cc9-2f99-4f26-a10a-52a262feb00e.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1071.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1071.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1071.md,8762052,3be9d18dd6d709135574f62260d7c1f170f570482c0d66b2daa0ca09f53f0271,646,749681,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1072,1072,A0201,정책연구,2022-12-30,W3,2022 K-Innovation Partnership Program with Ghana,과학기술정책연구원,韩文,机构正式研究,科技创新政策与能力基线,科技创新政策与研究体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1072,,,,,0,,0,0,官方目录无PDF正文,官方目录无PDF,,2026-08-22
C-STEPI-A0201-1073,1073,A0201,정책연구,2022-12-30,W3,2022 K-Innovation Partnership Program with Lao PDR,과학기술정책연구원,韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1073,https://www.stepi.re.kr/common/report/Download.do?reIdx=1073&streFileNm=704ff310-f0ec-46c7-9263-6a7a6f4f8e22.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1073.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1073.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1073.md,5788480,6d104d04a20e59d8259ac489ee1ae90b0ec66a81cd4338c5cc6d2d7b663f84a6,311,539436,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1074,1074,A0201,정책연구,2022-12-30,W3,2022 K-Innovation Partnership Program with Azerbaijan,과학기술정책연구원,韩文,机构正式研究,科技创新政策与能力基线,科技创新政策与研究体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1074,https://www.stepi.re.kr/common/report/Download.do?reIdx=1074&streFileNm=a2d3d0d2-f9f2-4d63-9f1c-d29605af9034.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1074.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1074.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1074.md,5815324,11ed491937dabdfa73f8488909328982313060dd9345e35961525a4899aef578,277,464702,可检索文本,官方PDF已保存并校验,,2026-08-22
