报告ID,WordPress_ID,发布日期,观察窗,材料类型,报告名称,资料角色,主题标签,筛选依据,官方摘要,官方落地页,官方PDF,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-ATL-729295,729295,2024-01-31,W3,议题简报,A US-South Korea alliance strategic memo on deterrence,作者/项目政策简报,综合科技竞争,标题或摘要科技关键词,"With North Korea’s rapidly advancing military technology, aggressive nuclear policy changes, and deepening ties with the PRC making deterrence on the Korean Peninsula increasingly more complex, this is how the US and South Korea can shore up cooperative deterrence and boost alliance resilience.",https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/a-us-south-korea-alliance-strategic-memo-on-deterrence/,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-729295.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-729295.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-ATL-729295.md,336908,85aa43e89e232bb2e5475e75c94fbfd3ef5771977326cbe38dd8e5176ef8abaf,0,28219,官方网页全文已保存,,2026-08-22
C-ATL-729616,729616,2024-01-31,W3,议题简报,A US-South Korea alliance strategic memo on countering Beijing’s economic coercion,作者/项目政策简报,技术供应链与出口管制,官方科技议题分类；标题或摘要科技关键词,"Economic interdependence of South Korea, United States, and other Indo-Pacific countries with China is enabling Beijing to pose threats to national security through economic coercion. To reduce these risks, Seoul and Washington should align strategies in advanced technologies, secure supply chains through trilateral cooperation with Japan, and reinforce the rules-based system in the Indo-Pacific.",https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/a-us-south-korea-alliance-strategic-memo-on-countering-beijings-economic-coercion/,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-729616.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-729616.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-ATL-729616.md,338413,e3daaee955b28988cea6f0744c514d6bd0c072c042e3b9b005e0a3fa7f6742eb,0,24684,官方网页全文已保存,,2026-08-22
C-ATL-726550,726550,2024-02-12,W3,Atlantic Council战略论文,A strategy to counter malign Chinese and Russian influence in Latin America and the Caribbean,作者/项目正式研究,综合科技竞争,官方科技议题分类,"As strategic competition with China and Russia continues to intensify, the United States and its allies need a strategy for countering the malign influence of authoritarian rivals in the Western Hemisphere. This Atlantic Council Strategy Paper proposes a path forward for the United States and its allies to do that.",https://www.atlanticcouncil.org/content-series/atlantic-council-strategy-paper-series/a-strategy-to-counter-malign-chinese-and-russian-influence-in-latin-america-and-the-caribbean/,https://www.atlanticcouncil.org/wp-content/uploads/2024/10/A-strategy-to-counter-malign-Chinese-and-Russian-influence-in-Latin-America-and-the-Caribbean.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-726550.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-726550.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-726550.md,4530159,574c3641e1a09f6baaf087cc97004588b90f9b4a858b6f1f717047ebb1f8d1a2,28,119858,官方PDF已保存并校验,,2026-08-22
C-ATL-726580,726580,2024-02-12,W3,Atlantic Council战略论文,The competition for influence in the Americas is now online,作者/项目正式研究,网络安全与数字治理,官方科技议题分类；标题或摘要科技关键词,"China is expanding its footprint in Latin America and the Caribbeans’s emerging technology and critical infrastructure arenas, while Russia is engaging in foreign influence operations via the cyber domain. These challenges require a proactive stance by the United States.",https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/the-competition-for-influence-in-the-americas-is-now-online/,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-726580.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-726580.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-ATL-726580.md,344853,0bfb8e196068e5ac10150936deb3abfcd87d6bebfe490013cdc428ec4d233e4d,0,33622,官方网页全文已保存,,2026-08-22
C-ATL-730612,730612,2024-03-14,W3,议题简报,Leveraging generative artificial intelligence to outcompete strategic rivals,作者/项目政策简报,人工智能、芯片与算力,官方科技议题分类；标题或摘要科技关键词,The United States and its allies must leverage generative artificial intelligence to outcompete strategic rivals.,https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/leveraging-generative-artificial-intelligence-to-outcompete-strategic-rivals/,https://www.atlanticcouncil.org/wp-content/uploads/2022/11/Chinese-Discourse-Power-Ambitions-and-Reality-in-the-Digital-Domain.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-555866.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-555866.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-555866.md,2644330,c7a2ae9444e78043031690b19b3fa1ffa1f5d371eb08387c5ffa02b8518d2637,21,164807,关联既有官方PDF,,2026-08-22
C-ATL-765127,765127,2024-05-15,W3,议题简报,China Pathfinder: Q1 2024 update,作者/项目政策简报,创新体系与产业政策,标题或摘要科技关键词,"In the first quarter of 2024, Beijing pushed forward with a flurry of efforts to support a faltering stock market, ramp up exports to make up for domestic demand, and double-down on high-tech sectors with subsidies and other innovation funding.",https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/china-pathfinder-q1-2024-update/,https://www.atlanticcouncil.org/wp-content/uploads/2024/05/ChinaPathfinder_Q1_2024_Update.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-765127.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-765127.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-765127.md,269082,28e79389be21f26c71e1234b463226c09b60af95e1dc38806172e04efa93c17b,5,27599,官方PDF已保存并校验,,2026-08-22
C-ATL-771570,771570,2024-06-13,W3,正式研究报告,A Global South with Chinese characteristics,作者/项目正式研究,综合科技竞争,标题或摘要科技关键词,"The Chinese Ministry of Commerce has sponsored training programs overseas on trade, information security technologies, and more. Beijing uses these training programs to make a case for its authoritarian capitalism. Is it working?",https://www.atlanticcouncil.org/in-depth-research-reports/report/a-global-south-with-chinese-characteristics/,https://www.atlanticcouncil.org/wp-content/uploads/2024/06/Seminar-on-national-governance-for-presidential-advisers-of-developing-countries.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-771570.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-771570.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-771570.md,321988,ad94fe25a32bc973bd7389ea83a084bc992ba73de33d356b326b6b6a4e3e29a8,5,9463,官方PDF已保存并校验,,2026-08-22
C-ATL-763606,763606,2024-06-25,W3,议题简报,A global strategy to secure UAS supply chains,作者/项目政策简报,技术供应链与出口管制；国防、航天与无人系统,官方科技议题分类；标题或摘要科技关键词,"China exercises substantial control over the commercial drone market, which poses a security challenge for the United States and its allies and partners. What strategy will help the United States and its allies and partners counter China’s drone-market dominance?",https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/a-global-strategy-to-secure-uas-supply-chains/,https://www.atlanticcouncil.org/wp-content/uploads/2022/09/Alternative-Battery-Chemistries-and-Diversifying-Clean-Energy-Supply-Chains.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-564749.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-564749.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-564749.md,1837807,329903382ab0b54c50dfba69c5c392f4f912e0b2c4f0d1b7f61c0f00eb4ac821,21,91225,关联既有官方PDF,,2026-08-22
C-ATL-776535,776535,2024-07-02,W3,正式研究报告,Strengthening Taiwan’s resiliency,作者/项目正式研究,网络安全与数字治理,官方科技议题分类；标题或摘要科技关键词,"Resilience is a nation’s ability to understand, address, respond to, and recover from any type of national security risk. Given the scale of risk Taiwan faces from mainland China, domestic resilience should be front and center in Taiwan’s national security strategy, encompassing areas such as cybersecurity, energy security, and defense resilience.",https://www.atlanticcouncil.org/in-depth-research-reports/report/strengthening-taiwans-resiliency/,https://www.atlanticcouncil.org/wp-content/uploads/2024/07/Toward-resilience-An-action-plan-for-Taiwan-in-the-face-of-PRC-aggression.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-776535.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-776535.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-776535.md,2420273,13490a8cbe618a8e8167d2c82afa0bb75bc28cfac717ba9296c4a9aba4e0a621,28,105065,官方PDF已保存并校验,,2026-08-22
C-ATL-782361,782361,2024-07-30,W3,议题简报,Effective US government strategies to address China’s information influence,作者/项目政策简报,综合科技竞争,官方科技议题分类,"To mount the most effective response to Chinese influence and the threat it poses to democratic interests at home and on the international stage, the United States should develop a global information strategy, one that reflects the interconnected nature of regulatory, industrial, and diplomatic policies with regard to the information domain.",https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/effective-us-government-strategies-to-address-chinas-information-influence/,https://www.atlanticcouncil.org/wp-content/uploads/2024/07/Chinas-Weaponization-of-the-Global-Information-Environment.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-782361.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-782361.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-782361.md,1770277,336c27302cd9e0b41820019c11e1a9c09eb582737c7f0e3a0c07cd325669d7bc,16,66179,官方PDF已保存并校验,,2026-08-22
C-ATL-787800,787800,2024-09-04,W3,正式研究报告,Forging the 5G future: Strategic imperatives for the US and its allies,作者/项目正式研究,技术供应链与出口管制,官方科技议题分类；标题或摘要科技关键词,"5G technology is a critical pillar of U.S. national security, economic prosperity, and geopolitical influence in the twenty-first century.",https://www.atlanticcouncil.org/in-depth-research-reports/report/forging-the-5g-future-strategic-imperatives-for-the-us-and-its-allies/,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-787800.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-787800.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-ATL-787800.md,456206,03e48ec1022b377948658049adab2d23239f3e7da312fc8c3a49882fef78e92d,0,87542,官方网页全文已保存,,2026-08-22
C-ATL-786928,786928,2024-09-09,W3,正式研究报告,Sharing the post carbon economy means building a resilient EV supply chain,作者/项目正式研究,技术供应链与出口管制；创新体系与产业政策,标题或摘要科技关键词,"In this report Sarah Bauerle Danzman advances the policy discussion by compiling trade, investment, and EV industrial policy data across the G20, and offers six recommendations to the G20 to build a resilient EV supply chain.",https://www.atlanticcouncil.org/in-depth-research-reports/report/sharing-the-post-carbon-economy-means-building-a-resilient-ev-supply-chain/,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-786928.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-786928.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-ATL-786928.md,387559,95ef50165c8ab9ffd858f6b61eea4d76f92f3d861d9b021404ca3112eb9e3c75,0,62534,官方网页全文已保存,,2026-08-22
C-ATL-792027,792027,2024-09-23,W3,议题简报,Expanding the US-Japan economic security partnership: Engaging allies and partners,作者/项目政策简报,综合科技竞争,官方科技议题分类,Economic security has emerged as a national security priority in Tokyo and Washington as both confront challenges posed by China’s civil-military fusion and economic coercion. The alignment of Tokyo and Washington on strategic views of China and the convergence of their economic security priorities has created a new era of alliance cooperation on these issues.,https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/expanding-the-us-japan-economic-security-partnership-engaging-allies-and-partners/,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-792027.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-792027.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-ATL-792027.md,314871,fdac17b2a4d528d989f7b6105c2200e5d7d8690fbcfa8c16379dee1e07440524,0,13486,官方网页全文已保存,,2026-08-22
C-ATL-798483,798483,2024-10-09,W3,正式研究报告,End of the line: The cost of faltering reforms,作者/项目正式研究,综合科技竞争,官方科技议题分类,The China Pathfinder project examines whether China’s economy is converging or diverging with the world’s leading open market economies.,https://www.atlanticcouncil.org/in-depth-research-reports/report/end-of-the-line-the-cost-of-faltering-reforms/,https://www.atlanticcouncil.org/wp-content/uploads/2024/10/China-Pathfinder-2024.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-798483.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-798483.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-798483.md,14930881,e1132b694e2bdaeb51063d7a90bdb4b9d08d41d8669f33d14357d50a5d4210fa,72,181823,官方PDF已保存并校验,,2026-08-22
C-ATL-799964,799964,2024-10-18,W3,正式研究报告,Capture the (red) flag: An inside look into China’s hacking contest ecosystem,作者/项目正式研究,综合科技竞争,官方科技议题分类,"China has built the world’s most comprehensive ecosystem for capture-the-flag (CTF) competitions—the predominant form of hacking competitions, which range from team-versus-team play to Jeopardy-style knowledge challenges.",https://www.atlanticcouncil.org/in-depth-research-reports/report/capture-the-red-flag-an-inside-look-into-chinas-hacking-contest-ecosystem/,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-799964.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-799964.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-ATL-799964.md,497473,87f960e7957c41c37f1f0b61efbeaeeaed78baf6bf247cef9a90525bba2e411b,0,104947,官方网页全文已保存,,2026-08-22
C-ATL-820069,820069,2025-02-12,W3,Atlantic Council战略论文,The Global Foresight 2025 survey: Full results,作者/项目正式研究,综合科技竞争,官方科技议题分类,"In the fall of 2024 after the outcome of the US presidential election, the Atlantic Council’s Scowcroft Center for Strategy and Security surveyed the future, asking leading global strategists and foresight practitioners around the world to answer our most burning questions about the biggest drivers of change over the next ten years. Here are the full results.",https://www.atlanticcouncil.org/content-series/atlantic-council-strategy-paper-series/the-global-foresight-2025-survey-full-results/,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-820069.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-820069.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-ATL-820069.md,199039,1a5d72afb4c52290fb32ba566d5885f4d70aceece562dea59c2a02123233c62d,0,3118,官方网页全文已保存,,2026-08-22
C-ATL-821601,821601,2025-02-12,W3,Atlantic Council战略论文,"Welcome to 2035: What the world could look like in ten years, according to more than 350 experts",作者/项目正式研究,综合科技竞争,官方科技议题分类,"In the fall of 2024 after the outcome of the US presidential election, the Atlantic Council’s Scowcroft Center for Strategy and Security surveyed the future, asking leading global strategists and foresight practitioners around the world to answer our most burning questions about the biggest drivers of change over the next ten years. Here are the full results.",https://www.atlanticcouncil.org/content-series/atlantic-council-strategy-paper-series/welcome-to-2035/,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-821601.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-821601.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-ATL-821601.md,296484,d259249f3ab0f859bb99fd5ba48895851d3e258d3333e6cf9474fb2e2c5a8073,0,47696,官方网页全文已保存,,2026-08-22
C-ATL-821694,821694,2025-02-12,W3,Atlantic Council战略论文,Three worlds in 2035: Imagining scenarios for how the world could be transformed over the next decade,作者/项目正式研究,综合科技竞争,官方科技议题分类,2024 was marked by increased climate shocks and collaboration of autocratic adversaries. What will the world look like in the next decade? The Atlantic Council’s top experts brought their globe-spanning expertise to the task of forecasting three different scenarios for the future.,https://www.atlanticcouncil.org/content-series/atlantic-council-strategy-paper-series/three-worlds-in-2035/,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-821694.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-821694.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-ATL-821694.md,264123,f7dce28ca2cf42d57b1cb7e3f8706b53a449b1fdff9dbd86c01ecce701f40454,0,41604,官方网页全文已保存,,2026-08-22
C-ATL-833987,833987,2025-03-21,W3,议题简报,"To win the AI race, the US needs an all-of-the-above energy strategy",作者/项目政策简报,人工智能、芯片与算力,官方科技议题分类；标题或摘要科技关键词,"To ensure US AI leadership, the United States must harness all forms of energy, allow a level playing field, and remove red tape constraining the buildout of critical enablers, especially transmission lines and grid enhancing technologies.",https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/to-win-the-ai-race-the-us-needs-an-all-of-the-above-energy-strategy/,https://www.atlanticcouncil.org/wp-content/uploads/2025/03/To-win-the-AI-race-the-US-needs-an-all-of-the-above-energy-strategy.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-833987.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-833987.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-833987.md,578172,12d66f4ef9ac48f5953930a07eed844647071751995315cf3bb752feaf7aec70,9,37397,官方PDF已保存并校验,,2026-08-22
C-ATL-835739,835739,2025-03-27,W3,议题简报,Canada needs an economic statecraft strategy to address its vulnerabilities,作者/项目政策简报,综合科技竞争,官方科技议题分类,"To address threats from Russia and China and reduce trade overdependence on the United States, Canada’s federal government will need to consolidate economic power and devise an economic statecraft strategy that will leverage Canada’s economic tools to mitigate economic threats and vulnerabilities.",https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/canada-needs-an-economic-statecraft-strategy-to-address-its-vulnerabilities/,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-835739.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-835739.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-ATL-835739.md,314516,fedf62785a00ac7e4db37e1e126d89188641596351bdd7216f40a4cefb04f5f7,0,45685,官方网页全文已保存,,2026-08-22
C-ATL-840674,840674,2025-04-16,W3,正式研究报告,Navigating the US-PRC tech competition in the Global South,作者/项目正式研究,综合科技竞争,官方科技议题分类,A landscape report analyzing China’s strategic tech engagements with the Global South and how the US can compete.,https://www.atlanticcouncil.org/in-depth-research-reports/report/navigating-the-us-prc-tech-competition-in-the-global-south/,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-840674.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-840674.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-ATL-840674.md,393884,d60f21156e2c6d372deba5dae5a9264265fa988dc52d787310283d9d063ea8f5,0,58844,官方网页全文已保存,,2026-08-22
C-ATL-842387,842387,2025-04-24,W3,议题简报,"Defending Taiwan means mobilizing society, not just the military",作者/项目政策简报,综合科技竞争,官方科技议题分类,"Taiwan is under unprecedented pressure from the People’s Republic of China (PRC), facing coordinated threats on multiple fronts.",https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/defending-taiwan-means-mobilizing-society-not-just-the-military/,https://www.atlanticcouncil.org/wp-content/uploads/2024/07/Toward-resilience-An-action-plan-for-Taiwan-in-the-face-of-PRC-aggression.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-776535.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-776535.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-776535.md,2420273,13490a8cbe618a8e8167d2c82afa0bb75bc28cfac717ba9296c4a9aba4e0a621,28,105065,关联既有官方PDF,,2026-08-22
C-ATL-848735,848735,2025-06-11,W3,议题简报,Reprogramming the future: The specialized semiconductors reshaping the global supply chain,作者/项目政策简报,人工智能、芯片与算力；技术供应链与出口管制,官方科技议题分类；GeoTech或Cyber项目归属；标题或摘要科技关键词,"Within three years, Chinese investments in a critical and specialized type of semiconductor—field-programmable gate arrays (FPGAs)—are likely to drive many US firms out of the market. To counter this, the United States will need to significantly increase its own investment efforts.",https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/reprogramming-the-future-the-specialized-semiconductors-reshaping-the-global-supply-chain/,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-848735.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-848735.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-ATL-848735.md,382234,f9b20769ea51d0730d14dab709da6a9579a4d7997e453149ce47545ba7efee5a,0,41982,官方网页全文已保存,,2026-08-22
C-ATL-851573,851573,2025-06-13,W3,议题简报,Mapping China’s strategy for rare earths dominance,作者/项目政策简报,技术供应链与出口管制,标题或摘要科技关键词,China has built a commanding monopoly over rare earths.,https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/mapping-chinas-strategy-for-rare-earths-dominance/,https://www.atlanticcouncil.org/wp-content/uploads/2025/06/Mapping-Chinas-strategy-for-rare-earths-dominance.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-851573.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-851573.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-851573.md,8995046,5585f006b13dcdfce9e29c29e20456421799ba4fd458685d6727de74c32781a5,44,171206,官方PDF已保存并校验,,2026-08-22
C-ATL-823804,823804,2025-06-25,W3,正式研究报告,Crash (exploit) and burn: Securing the offensive cyber supply chain to counter China in cyberspace,作者/项目正式研究,网络安全与数字治理；技术供应链与出口管制,官方科技议题分类；GeoTech或Cyber项目归属；标题或摘要科技关键词,"If the United States wishes to compete in cyberspace, it must compete against China to secure its offensive cyber supply chain.",https://www.atlanticcouncil.org/in-depth-research-reports/report/crash-exploit-and-burn/,https://www.atlanticcouncil.org/wp-content/uploads/2025/06/Crash-exploit-and-burn_DeSombre-Bernsen.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-823804.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-823804.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-823804.md,1015531,aee7172833b86d139f7f774af3b7b14906e4d3ec0eef19ae817b431909e897c3,44,187384,官方PDF已保存并校验,,2026-08-22
