主题标签,报告ID,发布日期,观察窗,材料类型,报告名称,资料角色,官方摘要,本地原始资产,本地文本,官方落地页
数字治理与网络安全,C-CSET-3840,2020-10-27,W2,CSET原创研究报告,Designing Alternatives to China’s Repressive Surveillance State,作者/项目正式研究,"China has built a surveillance state that has increasingly incorporated AI-enabled technologies. Their use during the COVID-19 pandemic has softened the image of China’s surveillance system, presenting unique challenges to preventing the spread of such technologies around the globe. This policy brief outlines core actions the United States and its allies can take to combat the spread of surveillance systems that threaten basic human rights.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3840.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3840.txt,https://cset.georgetown.edu/publication/designing-alternatives-to-chinas-repressive-surveillance-state/
科技人才与科研安全,C-CSET-4184,2020-12-03,W2,CSET原创研究报告,Universities and the Chinese Defense Technology Workforce,作者/项目正式研究,"To help U.S. policymakers address long-held concerns about risks and threats associated with letting Chinese university students or graduates study in the United States, CSET experts examine which forms of collaboration, and with which Chinese universities, pose the greatest risk to U.S. research security.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-4184.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-4184.txt,https://cset.georgetown.edu/publication/universities-and-the-chinese-defense-technology-workforce/
军民融合与国防科技,C-CSET-4184,2020-12-03,W2,CSET原创研究报告,Universities and the Chinese Defense Technology Workforce,作者/项目正式研究,"To help U.S. policymakers address long-held concerns about risks and threats associated with letting Chinese university students or graduates study in the United States, CSET experts examine which forms of collaboration, and with which Chinese universities, pose the greatest risk to U.S. research security.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-4184.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-4184.txt,https://cset.georgetown.edu/publication/universities-and-the-chinese-defense-technology-workforce/
科技人才与科研安全,C-CSET-4562,2021-01-13,W2,CSET原创研究报告,A New Institutional Approach to Research Security in the United States,作者/项目正式研究,"U.S. research security requires trust and collaboration between those conducting R&D and the federal government. Most R&D takes place in the private sector, outside of government authority and control, and researchers are wary of federal government or law enforcement involvement in their work. Despite these challenges, as adversaries work to extract science, technology, data and know-how from the United States, the U.S. government is pursuing an ambitious research security initiative. In order to secure the 78 percent of U.S. R&D funded outside the government, authors Melissa Flagg and Zachary Arnold propose a new, public-private research security clearinghouse, with leadership from academia, business, philanthropy, and government and a presence in the most active R&D hubs across the United States.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-4562.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-4562.txt,https://cset.georgetown.edu/publication/a-new-institutional-approach-to-research-security-in-the-united-states/
军民融合与国防科技,C-CSET-4562,2021-01-13,W2,CSET原创研究报告,A New Institutional Approach to Research Security in the United States,作者/项目正式研究,"U.S. research security requires trust and collaboration between those conducting R&D and the federal government. Most R&D takes place in the private sector, outside of government authority and control, and researchers are wary of federal government or law enforcement involvement in their work. Despite these challenges, as adversaries work to extract science, technology, data and know-how from the United States, the U.S. government is pursuing an ambitious research security initiative. In order to secure the 78 percent of U.S. R&D funded outside the government, authors Melissa Flagg and Zachary Arnold propose a new, public-private research security clearinghouse, with leadership from academia, business, philanthropy, and government and a presence in the most active R&D hubs across the United States.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-4562.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-4562.txt,https://cset.georgetown.edu/publication/a-new-institutional-approach-to-research-security-in-the-united-states/
数字治理与网络安全,C-CSET-4562,2021-01-13,W2,CSET原创研究报告,A New Institutional Approach to Research Security in the United States,作者/项目正式研究,"U.S. research security requires trust and collaboration between those conducting R&D and the federal government. Most R&D takes place in the private sector, outside of government authority and control, and researchers are wary of federal government or law enforcement involvement in their work. Despite these challenges, as adversaries work to extract science, technology, data and know-how from the United States, the U.S. government is pursuing an ambitious research security initiative. In order to secure the 78 percent of U.S. R&D funded outside the government, authors Melissa Flagg and Zachary Arnold propose a new, public-private research security clearinghouse, with leadership from academia, business, philanthropy, and government and a presence in the most active R&D hubs across the United States.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-4562.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-4562.txt,https://cset.georgetown.edu/publication/a-new-institutional-approach-to-research-security-in-the-united-states/
国家创新体系与产业政策,C-CSET-4562,2021-01-13,W2,CSET原创研究报告,A New Institutional Approach to Research Security in the United States,作者/项目正式研究,"U.S. research security requires trust and collaboration between those conducting R&D and the federal government. Most R&D takes place in the private sector, outside of government authority and control, and researchers are wary of federal government or law enforcement involvement in their work. Despite these challenges, as adversaries work to extract science, technology, data and know-how from the United States, the U.S. government is pursuing an ambitious research security initiative. In order to secure the 78 percent of U.S. R&D funded outside the government, authors Melissa Flagg and Zachary Arnold propose a new, public-private research security clearinghouse, with leadership from academia, business, philanthropy, and government and a presence in the most active R&D hubs across the United States.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-4562.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-4562.txt,https://cset.georgetown.edu/publication/a-new-institutional-approach-to-research-security-in-the-united-states/
人工智能与算力,C-CSET-4705,2021-01-22,W2,CSET原创研究报告,Securing Semiconductor Supply Chains,作者/项目正式研究,"The countries with the greatest capacity to develop, produce and acquire state-of-the-art semiconductor chips hold key advantages in the development of emerging technologies. At present, the United States and its allies possess significant leverage over core segments of the supply chain used to produce these chips. This policy brief outlines actions the United States and its allies can take to secure that advantage in the long term and use it to promote the beneficial use of emerging technologies, such as artificial intelligence.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-4705.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-4705.txt,https://cset.georgetown.edu/publication/securing-semiconductor-supply-chains/
技术转移与出口管制,C-CSET-4705,2021-01-22,W2,CSET原创研究报告,Securing Semiconductor Supply Chains,作者/项目正式研究,"The countries with the greatest capacity to develop, produce and acquire state-of-the-art semiconductor chips hold key advantages in the development of emerging technologies. At present, the United States and its allies possess significant leverage over core segments of the supply chain used to produce these chips. This policy brief outlines actions the United States and its allies can take to secure that advantage in the long term and use it to promote the beneficial use of emerging technologies, such as artificial intelligence.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-4705.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-4705.txt,https://cset.georgetown.edu/publication/securing-semiconductor-supply-chains/
人工智能与算力,C-CSET-4708,2021-01-22,W2,CSET原创研究报告,The Semiconductor Supply Chain,作者/项目正式研究,"Semiconductors are a key component in fueling scientific progress, promoting economic advancement, and ensuring national security. This issue brief summarizes each component of the semiconductor supply chain and where the United States and its allies possess the greatest leverage. A related policy brief, “Securing Semiconductor Supply Chains,” recommends policy actions to ensure the United States maintains this leverage and uses it to promote the beneficial use of emerging technologies, such as artificial intelligence.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-4708.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-4708.txt,https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/
技术转移与出口管制,C-CSET-4708,2021-01-22,W2,CSET原创研究报告,The Semiconductor Supply Chain,作者/项目正式研究,"Semiconductors are a key component in fueling scientific progress, promoting economic advancement, and ensuring national security. This issue brief summarizes each component of the semiconductor supply chain and where the United States and its allies possess the greatest leverage. A related policy brief, “Securing Semiconductor Supply Chains,” recommends policy actions to ensure the United States maintains this leverage and uses it to promote the beneficial use of emerging technologies, such as artificial intelligence.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-4708.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-4708.txt,https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/
科技人才与科研安全,C-CSET-4746,2021-01-25,W2,CSET原创研究报告,China’s STI Operations,作者/项目正式研究,"Open source intelligence (OSINT) and science and technology intelligence (STI) are realized differently in the United States and China, China putting greater value on both. In the United States’ understanding, OSINT “enables” classified reporting, while in China it is the intelligence of first resort. This contrast extends to STI which has a lower priority in the U.S. system, whereas China and its top leaders personally lavish great attention on STI and rely on it for national decisions. Establishing a “National S&T Analysis Center” within the U.S. government could help to address these challenges.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-4746.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-4746.txt,https://cset.georgetown.edu/publication/chinas-sti-operations/
国家创新体系与产业政策,C-CSET-4746,2021-01-25,W2,CSET原创研究报告,China’s STI Operations,作者/项目正式研究,"Open source intelligence (OSINT) and science and technology intelligence (STI) are realized differently in the United States and China, China putting greater value on both. In the United States’ understanding, OSINT “enables” classified reporting, while in China it is the intelligence of first resort. This contrast extends to STI which has a lower priority in the U.S. system, whereas China and its top leaders personally lavish great attention on STI and rely on it for national decisions. Establishing a “National S&T Analysis Center” within the U.S. government could help to address these challenges.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-4746.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-4746.txt,https://cset.georgetown.edu/publication/chinas-sti-operations/
科技人才与科研安全,C-CSET-4841,2021-02-14,W2,CSET原创研究报告,Assessing the Scope of U.S. Visa Restrictions on Chinese Students,作者/项目正式研究,"In May 2020, the White House announced it would deny visas to Chinese graduate students and researchers who are affiliated with organizations that implement or support China’s military-civil fusion strategy. The authors discuss several ways this policy might be implemented. Based on Chinese and U.S. policy documents and data sources, they estimate that between three and five thousand Chinese students might be prevented from entering U.S. graduate programs each year.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-4841.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-4841.txt,https://cset.georgetown.edu/publication/assessing-the-scope-of-u-s-visa-restrictions-on-chinese-students/
军民融合与国防科技,C-CSET-4841,2021-02-14,W2,CSET原创研究报告,Assessing the Scope of U.S. Visa Restrictions on Chinese Students,作者/项目正式研究,"In May 2020, the White House announced it would deny visas to Chinese graduate students and researchers who are affiliated with organizations that implement or support China’s military-civil fusion strategy. The authors discuss several ways this policy might be implemented. Based on Chinese and U.S. policy documents and data sources, they estimate that between three and five thousand Chinese students might be prevented from entering U.S. graduate programs each year.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-4841.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-4841.txt,https://cset.georgetown.edu/publication/assessing-the-scope-of-u-s-visa-restrictions-on-chinese-students/
数字治理与网络安全,C-CSET-4841,2021-02-14,W2,CSET原创研究报告,Assessing the Scope of U.S. Visa Restrictions on Chinese Students,作者/项目正式研究,"In May 2020, the White House announced it would deny visas to Chinese graduate students and researchers who are affiliated with organizations that implement or support China’s military-civil fusion strategy. The authors discuss several ways this policy might be implemented. Based on Chinese and U.S. policy documents and data sources, they estimate that between three and five thousand Chinese students might be prevented from entering U.S. graduate programs each year.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-4841.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-4841.txt,https://cset.georgetown.edu/publication/assessing-the-scope-of-u-s-visa-restrictions-on-chinese-students/
人工智能与算力,C-CSET-5200,2021-03-08,W2,CSET原创研究报告,"Academics, AI, and APTs",作者/项目正式研究,"Six Chinese universities have relationships with Advanced Persistent Threat (APT) hacking teams. Their activities range from recruitment to running cyber operations. These partnerships, themselves a case study in military-civil fusion, allow state-sponsored hackers to quickly move research from the lab to the field. This report examines these universities’ relationships with known APTs and analyzes the schools’ AI/ML research that may translate to future operational capabilities.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5200.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5200.txt,https://cset.georgetown.edu/publication/academics-ai-and-apts/
军民融合与国防科技,C-CSET-5200,2021-03-08,W2,CSET原创研究报告,"Academics, AI, and APTs",作者/项目正式研究,"Six Chinese universities have relationships with Advanced Persistent Threat (APT) hacking teams. Their activities range from recruitment to running cyber operations. These partnerships, themselves a case study in military-civil fusion, allow state-sponsored hackers to quickly move research from the lab to the field. This report examines these universities’ relationships with known APTs and analyzes the schools’ AI/ML research that may translate to future operational capabilities.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5200.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5200.txt,https://cset.georgetown.edu/publication/academics-ai-and-apts/
数字治理与网络安全,C-CSET-5200,2021-03-08,W2,CSET原创研究报告,"Academics, AI, and APTs",作者/项目正式研究,"Six Chinese universities have relationships with Advanced Persistent Threat (APT) hacking teams. Their activities range from recruitment to running cyber operations. These partnerships, themselves a case study in military-civil fusion, allow state-sponsored hackers to quickly move research from the lab to the field. This report examines these universities’ relationships with known APTs and analyzes the schools’ AI/ML research that may translate to future operational capabilities.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5200.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5200.txt,https://cset.georgetown.edu/publication/academics-ai-and-apts/
人工智能与算力,C-CSET-5208,2021-03-10,W2,CSET原创研究报告,Chinese Government Guidance Funds,作者/项目正式研究,"The Chinese government is pouring money into public-private investment funds, known as guidance funds, to advance China’s strategic and emerging technologies, including artificial intelligence. These funds are mobilizing massive amounts of capital from public and private sources—prompting both concern and skepticism among outside observers. This overview presents essential findings from our full-length report on these funds, analyzing the guidance fund model, its intended benefits and weaknesses, and its long-term prospects for success.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5208.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5208.txt,https://cset.georgetown.edu/publication/chinese-government-guidance-funds/
国家创新体系与产业政策,C-CSET-5208,2021-03-10,W2,CSET原创研究报告,Chinese Government Guidance Funds,作者/项目正式研究,"The Chinese government is pouring money into public-private investment funds, known as guidance funds, to advance China’s strategic and emerging technologies, including artificial intelligence. These funds are mobilizing massive amounts of capital from public and private sources—prompting both concern and skepticism among outside observers. This overview presents essential findings from our full-length report on these funds, analyzing the guidance fund model, its intended benefits and weaknesses, and its long-term prospects for success.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5208.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5208.txt,https://cset.georgetown.edu/publication/chinese-government-guidance-funds/
人工智能与算力,C-CSET-5212,2021-03-10,W2,CSET原创研究报告,Understanding Chinese Government Guidance Funds,作者/项目正式研究,"China’s government is using public-private investment funds, known as guidance funds, to deploy massive amounts of capital in support of strategic and emerging technologies, including artificial intelligence. Drawing exclusively on Chinese-language sources, this report explores how guidance funds raise and deploy capital, manage their investment, and interact with public and private actors. The guidance fund model is no silver bullet, but it has many advantages over traditional industrial policy mechanisms.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5212.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5212.txt,https://cset.georgetown.edu/publication/understanding-chinese-government-guidance-funds/
国家创新体系与产业政策,C-CSET-5212,2021-03-10,W2,CSET原创研究报告,Understanding Chinese Government Guidance Funds,作者/项目正式研究,"China’s government is using public-private investment funds, known as guidance funds, to deploy massive amounts of capital in support of strategic and emerging technologies, including artificial intelligence. Drawing exclusively on Chinese-language sources, this report explores how guidance funds raise and deploy capital, manage their investment, and interact with public and private actors. The guidance fund model is no silver bullet, but it has many advantages over traditional industrial policy mechanisms.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5212.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5212.txt,https://cset.georgetown.edu/publication/understanding-chinese-government-guidance-funds/
军民融合与国防科技,C-CSET-5275,2021-03-16,W2,CSET原创研究报告,Lessons from Stealth for Emerging Technologies,作者/项目正式研究,"Stealth technology was one of the most decisive developments in military aviation in the last 50 years. With U.S. technological leadership now under challenge, especially from China, this issue brief derives several lessons from the history of Stealth to guide current policymakers. The example of Stealth shows how the United States produced one critical technology in the past and how it might produce others today.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5275.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5275.txt,https://cset.georgetown.edu/publication/lessons-from-stealth-for-emerging-technologies/
人工智能与算力,C-CSET-5319,2021-03-17,W2,涉华科技政策证词,Testimony Before Senate Foreign Relations Committee,作者政策证词,"CSET Research Fellow Saif M. Khan testified before the Senate Foreign Relations Committee for its hearing, “Advancing Effective U.S. Policy for Strategic Competition with China in the Twenty-First Century.” Khan spoke to the importance of U.S. leadership in semiconductor and artificial intelligence technology.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5319.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5319.txt,https://cset.georgetown.edu/publication/testimony-before-senate-foreign-relations-committee/
军民融合与国防科技,C-CSET-5350,2021-03-19,W2,涉华科技政策证词,Zachary Arnold’s Testimony Before the U.S. China Economic and Security Review Commission,作者政策证词,CSET Research Fellow Zachary Arnold testified before the U.S.-China Economic and Security Review Commission hearing on “U.S. Investment in China’s Capital Markets and Military-Industrial Complex.” Arnold discussed discuss China’s use of financial capital flows and the state’s prominent role in allocating capital to specific firms and sectors.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5350.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5350.txt,https://cset.georgetown.edu/publication/zachary-arnolds-testimony-before-the-u-s-china-economic-and-security-review-commission/
国家创新体系与产业政策,C-CSET-5350,2021-03-19,W2,涉华科技政策证词,Zachary Arnold’s Testimony Before the U.S. China Economic and Security Review Commission,作者政策证词,CSET Research Fellow Zachary Arnold testified before the U.S.-China Economic and Security Review Commission hearing on “U.S. Investment in China’s Capital Markets and Military-Industrial Complex.” Arnold discussed discuss China’s use of financial capital flows and the state’s prominent role in allocating capital to specific firms and sectors.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5350.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5350.txt,https://cset.georgetown.edu/publication/zachary-arnolds-testimony-before-the-u-s-china-economic-and-security-review-commission/
科技人才与科研安全,C-CSET-5360,2021-03-19,W2,涉华科技政策证词,Emily Weinstein’s Testimony Before the U.S.-China Economic and Security Review Commission,作者政策证词,CSET Research Analyst Emily Weinstein testified before the U.S.-China Economic and Security Review Commission hearing on “U.S. Investment in China’s Capital Markets and Military-Industrial Complex.” Weinstein discussed China’s military-civil fusion strategy in university investment firms and Chinese talent programs.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5360.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5360.txt,https://cset.georgetown.edu/publication/emily-weinsteins-testimony-before-the-u-s-china-economic-and-security-review-commission/
军民融合与国防科技,C-CSET-5360,2021-03-19,W2,涉华科技政策证词,Emily Weinstein’s Testimony Before the U.S.-China Economic and Security Review Commission,作者政策证词,CSET Research Analyst Emily Weinstein testified before the U.S.-China Economic and Security Review Commission hearing on “U.S. Investment in China’s Capital Markets and Military-Industrial Complex.” Weinstein discussed China’s military-civil fusion strategy in university investment firms and Chinese talent programs.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5360.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5360.txt,https://cset.georgetown.edu/publication/emily-weinsteins-testimony-before-the-u-s-china-economic-and-security-review-commission/
国家创新体系与产业政策,C-CSET-5360,2021-03-19,W2,涉华科技政策证词,Emily Weinstein’s Testimony Before the U.S.-China Economic and Security Review Commission,作者政策证词,CSET Research Analyst Emily Weinstein testified before the U.S.-China Economic and Security Review Commission hearing on “U.S. Investment in China’s Capital Markets and Military-Industrial Complex.” Weinstein discussed China’s military-civil fusion strategy in university investment firms and Chinese talent programs.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5360.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5360.txt,https://cset.georgetown.edu/publication/emily-weinsteins-testimony-before-the-u-s-china-economic-and-security-review-commission/
人工智能与算力,C-CSET-5394,2021-03-23,W2,CSET原创研究报告,China’s Progress in Semiconductor Manufacturing Equipment,作者/项目正式研究,"To reduce its dependence on the United States and its allies for semiconductors, China is building domestic semiconductor manufacturing facilities by importing U.S., Japanese, and Dutch semiconductor manufacturing equipment. In the longer term, it also hopes to indigenize this equipment to replace imports. U.S. and allied policy responses to China’s efforts will significantly affect its prospects for success in this challenging task.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5394.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5394.txt,https://cset.georgetown.edu/publication/chinas-progress-in-semiconductor-manufacturing-equipment/
军民融合与国防科技,C-CSET-5394,2021-03-23,W2,CSET原创研究报告,China’s Progress in Semiconductor Manufacturing Equipment,作者/项目正式研究,"To reduce its dependence on the United States and its allies for semiconductors, China is building domestic semiconductor manufacturing facilities by importing U.S., Japanese, and Dutch semiconductor manufacturing equipment. In the longer term, it also hopes to indigenize this equipment to replace imports. U.S. and allied policy responses to China’s efforts will significantly affect its prospects for success in this challenging task.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5394.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5394.txt,https://cset.georgetown.edu/publication/chinas-progress-in-semiconductor-manufacturing-equipment/
技术转移与出口管制,C-CSET-6033,2021-05-25,W2,CSET原创研究报告,China’s Foreign Technology Wish List,作者/项目正式研究,"“Science and technology diplomats” act as brokers as part of China’s broader strategy to acquire foreign technology. Each year, they file hundreds of official reports on their activities. This issue brief illuminates trends in the 642 reports filed by the S&T directorates of Chinese embassies and consulates from 2015 to 2020, quantifying which types of technologies the Chinese government is most focused on acquiring, and from where.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-6033.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-6033.txt,https://cset.georgetown.edu/publication/chinas-foreign-technology-wish-list/
国家创新体系与产业政策,C-CSET-6033,2021-05-25,W2,CSET原创研究报告,China’s Foreign Technology Wish List,作者/项目正式研究,"“Science and technology diplomats” act as brokers as part of China’s broader strategy to acquire foreign technology. Each year, they file hundreds of official reports on their activities. This issue brief illuminates trends in the 642 reports filed by the S&T directorates of Chinese embassies and consulates from 2015 to 2020, quantifying which types of technologies the Chinese government is most focused on acquiring, and from where.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-6033.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-6033.txt,https://cset.georgetown.edu/publication/chinas-foreign-technology-wish-list/
