主题标签,科技关联层级,报告ID,发布日期,观察窗,报告名称,资料角色,本地原始资产,本地文本,官方落地页,本地状态
人工智能、算力与数字技术,核心科技直接材料,C-BRUEGEL-F6B75ACE22,2024-10-21,W3,Catch-up with the US or prosper below the tech frontier? An EU artificial intelligence strategy,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-F6B75ACE22.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-F6B75ACE22.txt,https://www.bruegel.org/policy-brief/catch-us-or-prosper-below-tech-frontier-eu-artificial-intelligence-strategy,官方PDF已保存并校验
工业政策、产业能力与竞争力,科技产业与经济安全基线,C-BRUEGEL-915DA010B2,2024-11-20,W3,A European defence industrial strategy in a hostile world,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-915DA010B2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-915DA010B2.txt,https://www.bruegel.org/policy-brief/european-defence-industrial-strategy-hostile-world,官方PDF已保存并校验
工业政策、产业能力与竞争力,科技产业与经济安全基线,C-BRUEGEL-468F318DEC,2024-11-27,W3,European industrial policy at a crossroads? Evidence from an expert survey,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-468F318DEC.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-468F318DEC.txt,https://www.bruegel.org/analysis/european-industrial-policy-crossroads-evidence-expert-survey,官方PDF已保存并校验
工业政策、产业能力与竞争力,科技产业与经济安全基线,C-BRUEGEL-A413FD599A,2024-12-18,W3,The US defence industrial base can no longer reliably supply Europe,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-A413FD599A.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-A413FD599A.txt,https://www.bruegel.org/analysis/us-defence-industrial-base-can-no-longer-reliably-supply-europe,官方PDF已保存并校验
人工智能、算力与数字技术,核心科技直接材料,C-BRUEGEL-10F214597E,2025-03-20,W3,How DeepSeek has changed artificial intelligence and what it means for Europe,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-4D278A244F.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-4D278A244F.txt,https://www.bruegel.org/policy-brief/how-deepseek-has-changed-artificial-intelligence-and-what-it-means-europe,关联既有官方PDF
芯片、关键技术与科研创新,核心科技直接材料,C-BRUEGEL-10F214597E,2025-03-20,W3,How DeepSeek has changed artificial intelligence and what it means for Europe,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-4D278A244F.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-4D278A244F.txt,https://www.bruegel.org/policy-brief/how-deepseek-has-changed-artificial-intelligence-and-what-it-means-europe,关联既有官方PDF
人工智能、算力与数字技术,核心科技直接材料,C-BRUEGEL-9F2FAE19D5,2025-05-20,W3,"Radical novelties in critical technologies and spillovers: how do China, the US and the EU fare?",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-9F2FAE19D5.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-9F2FAE19D5.txt,https://www.bruegel.org/working-paper/radical-novelties-critical-technologies-and-spillovers-how-do-china-us-and-eu-fare,官方PDF已保存并校验
芯片、关键技术与科研创新,核心科技直接材料,C-BRUEGEL-9F2FAE19D5,2025-05-20,W3,"Radical novelties in critical technologies and spillovers: how do China, the US and the EU fare?",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-9F2FAE19D5.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-9F2FAE19D5.txt,https://www.bruegel.org/working-paper/radical-novelties-critical-technologies-and-spillovers-how-do-china-us-and-eu-fare,官方PDF已保存并校验
中国科技能力与中欧竞争合作,核心科技直接材料,C-BRUEGEL-9F2FAE19D5,2025-05-20,W3,"Radical novelties in critical technologies and spillovers: how do China, the US and the EU fare?",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-9F2FAE19D5.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-9F2FAE19D5.txt,https://www.bruegel.org/working-paper/radical-novelties-critical-technologies-and-spillovers-how-do-china-us-and-eu-fare,官方PDF已保存并校验
人工智能、算力与数字技术,核心科技直接材料,C-BRUEGEL-C687C8C1B4,2025-05-22,W3,"Which companies are ahead in frontier innovation on critical technologies? Comparing China, the European Union and the United States",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-C687C8C1B4.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-C687C8C1B4.txt,https://www.bruegel.org/working-paper/which-companies-are-ahead-frontier-innovation-critical-technologies-comparing-china,官方PDF已保存并校验
芯片、关键技术与科研创新,核心科技直接材料,C-BRUEGEL-C687C8C1B4,2025-05-22,W3,"Which companies are ahead in frontier innovation on critical technologies? Comparing China, the European Union and the United States",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-C687C8C1B4.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-C687C8C1B4.txt,https://www.bruegel.org/working-paper/which-companies-are-ahead-frontier-innovation-critical-technologies-comparing-china,官方PDF已保存并校验
中国科技能力与中欧竞争合作,核心科技直接材料,C-BRUEGEL-C687C8C1B4,2025-05-22,W3,"Which companies are ahead in frontier innovation on critical technologies? Comparing China, the European Union and the United States",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-C687C8C1B4.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-C687C8C1B4.txt,https://www.bruegel.org/working-paper/which-companies-are-ahead-frontier-innovation-critical-technologies-comparing-china,官方PDF已保存并校验
清洁技术、能源与绿色产业,科技产业与经济安全基线,C-BRUEGEL-4BA7E3131D,2025-06-05,W3,Transatlantic clean investment monitor 4: electric vehicles,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-4BA7E3131D.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-4BA7E3131D.txt,https://www.bruegel.org/analysis/transatlantic-clean-investment-monitor-4-electric-vehicles,官方PDF已保存并校验
工业政策、产业能力与竞争力,科技产业与经济安全基线,C-BRUEGEL-3D347F526A,2025-06-20,W3,Fit for war by 2030? European rearmament vis-a-vis Russia lagging in numbers and technologies,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-3D347F526A.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-3D347F526A.txt,https://www.bruegel.org/report/fit-war-2030-european-rearmament-vis-vis-russia-lagging-numbers-and-technologies,官方PDF已保存并校验
清洁技术、能源与绿色产业,科技产业与经济安全基线,C-BRUEGEL-E353F75BA2,2025-07-16,W3,A smart European strategy for electric vehicle investment from China,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-E353F75BA2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-E353F75BA2.txt,https://www.bruegel.org/policy-brief/smart-european-strategy-electric-vehicle-investment-china,官方PDF已保存并校验
中国科技能力与中欧竞争合作,科技产业与经济安全基线,C-BRUEGEL-E353F75BA2,2025-07-16,W3,A smart European strategy for electric vehicle investment from China,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-E353F75BA2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-E353F75BA2.txt,https://www.bruegel.org/policy-brief/smart-european-strategy-electric-vehicle-investment-china,官方PDF已保存并校验
芯片、关键技术与科研创新,核心科技直接材料,C-BRUEGEL-9FD2A031ED,2025-08-18,W3,How is innovation competition exacerbating global overcapacity?,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-C687C8C1B4.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-C687C8C1B4.txt,https://www.bruegel.org/analysis/how-innovation-competition-exacerbating-global-overcapacity,关联既有官方PDF
供应链、技术管制与经济安全,科技产业与经济安全基线,C-BRUEGEL-735E16370C,2025-09-19,W3,Climate risks to global supply chains,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-735E16370C.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-735E16370C.txt,https://www.bruegel.org/working-paper/climate-risks-global-supply-chains,官方PDF已保存并校验
芯片、关键技术与科研创新,核心科技直接材料,C-BRUEGEL-C1719DF2CC,2025-11-05,W3,What can Europe learn from China’s critical-tech innovation push?,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-C1719DF2CC.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-C1719DF2CC.txt,https://www.bruegel.org/policy-brief/what-can-europe-learn-chinas-critical-tech-innovation-push,官方PDF已保存并校验
中国科技能力与中欧竞争合作,核心科技直接材料,C-BRUEGEL-C1719DF2CC,2025-11-05,W3,What can Europe learn from China’s critical-tech innovation push?,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-C1719DF2CC.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-C1719DF2CC.txt,https://www.bruegel.org/policy-brief/what-can-europe-learn-chinas-critical-tech-innovation-push,官方PDF已保存并校验
供应链、技术管制与经济安全,科技产业与经济安全基线,C-BRUEGEL-090452D3CC,2025-12-02,W3,From strategy to doctrine: the next steps for European economic security,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-090452D3CC.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-090452D3CC.txt,https://www.bruegel.org/policy-brief/strategy-doctrine-next-steps-european-economic-security,官方PDF已保存并校验
中国科技能力与中欧竞争合作,科技产业与经济安全基线,C-BRUEGEL-090452D3CC,2025-12-02,W3,From strategy to doctrine: the next steps for European economic security,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-090452D3CC.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-090452D3CC.txt,https://www.bruegel.org/policy-brief/strategy-doctrine-next-steps-european-economic-security,官方PDF已保存并校验
清洁技术、能源与绿色产业,科技产业与经济安全基线,C-BRUEGEL-07E4C4A787,2025-12-16,W3,Europe has a solid basis for battery and electric vehicle manufacturing growth,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-07E4C4A787.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-07E4C4A787.txt,https://www.bruegel.org/analysis/europe-has-solid-basis-battery-and-electric-vehicle-manufacturing-growth,官方PDF已保存并校验
芯片、关键技术与科研创新,核心科技直接材料,C-BRUEGEL-492817F599,2026-03-05,W3,Reforming European defence procurement to boost military innovation and startups,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-492817F599.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-492817F599.txt,https://www.bruegel.org/policy-brief/reforming-european-defence-procurement-boost-military-innovation-and-startups,官方PDF已保存并校验
清洁技术、能源与绿色产业,核心科技直接材料,C-BRUEGEL-F14E248941,2026-05-11,W3,Understanding the global clean tech manufacturing slowdown,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-F14E248941.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-F14E248941.txt,https://www.bruegel.org/analysis/understanding-global-clean-tech-manufacturing-slowdown,官方PDF已保存并校验
供应链、技术管制与经济安全,科技产业与经济安全基线,C-BRUEGEL-B50C84CE73,2026-05-15,W3,Challenges to the integration of the Western Balkans into European Union supply chains,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-B50C84CE73.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-B50C84CE73.txt,https://www.bruegel.org/working-paper/challenges-integration-western-balkans-european-union-supply-chains,官方PDF已保存并校验
人工智能、算力与数字技术,核心科技直接材料,C-BRUEGEL-462353C8D5,2026-05-19,W3,Europe needs a strategy to close the artificial intelligence compute gap,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-462353C8D5.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-462353C8D5.txt,https://www.bruegel.org/analysis/europe-needs-strategy-close-artificial-intelligence-compute-gap,官方PDF已保存并校验
工业政策、产业能力与竞争力,核心科技直接材料,C-BRUEGEL-462353C8D5,2026-05-19,W3,Europe needs a strategy to close the artificial intelligence compute gap,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-462353C8D5.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-462353C8D5.txt,https://www.bruegel.org/analysis/europe-needs-strategy-close-artificial-intelligence-compute-gap,官方PDF已保存并校验
中国科技能力与中欧竞争合作,核心科技直接材料,C-BRUEGEL-462353C8D5,2026-05-19,W3,Europe needs a strategy to close the artificial intelligence compute gap,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-462353C8D5.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-462353C8D5.txt,https://www.bruegel.org/analysis/europe-needs-strategy-close-artificial-intelligence-compute-gap,官方PDF已保存并校验
芯片、关键技术与科研创新,核心科技直接材料,C-BRUEGEL-9590B4A56C,2026-05-28,W3,Defence innovation and procurement reform: an empirical evaluation of the US Defense Innovation Unit,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-9590B4A56C.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-9590B4A56C.txt,https://www.bruegel.org/working-paper/defence-innovation-and-procurement-reform-empirical-evaluation-us-defense-innovation,官方PDF已保存并校验
人工智能、算力与数字技术,核心科技直接材料,C-BRUEGEL-D669FF4E82,2026-06-11,W3,The right balance: how to fix European Union artificial intelligence regulation,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-D669FF4E82.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-D669FF4E82.txt,https://www.bruegel.org/policy-brief/right-balance-how-fix-european-union-artificial-intelligence-regulation,官方PDF已保存并校验
人工智能、算力与数字技术,核心科技直接材料,C-BRUEGEL-A6D8CCA85A,2026-06-22,W3,Stack battles: the US-China artificial-intelligence rivalry is moving beyond chips alone,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-A6D8CCA85A.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-A6D8CCA85A.txt,https://www.bruegel.org/analysis/stack-battles-us-china-artificial-intelligence-rivalry-moving-beyond-chips-alone,官方PDF已保存并校验
芯片、关键技术与科研创新,核心科技直接材料,C-BRUEGEL-A6D8CCA85A,2026-06-22,W3,Stack battles: the US-China artificial-intelligence rivalry is moving beyond chips alone,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-A6D8CCA85A.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-A6D8CCA85A.txt,https://www.bruegel.org/analysis/stack-battles-us-china-artificial-intelligence-rivalry-moving-beyond-chips-alone,官方PDF已保存并校验
中国科技能力与中欧竞争合作,核心科技直接材料,C-BRUEGEL-A6D8CCA85A,2026-06-22,W3,Stack battles: the US-China artificial-intelligence rivalry is moving beyond chips alone,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-A6D8CCA85A.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-A6D8CCA85A.txt,https://www.bruegel.org/analysis/stack-battles-us-china-artificial-intelligence-rivalry-moving-beyond-chips-alone,官方PDF已保存并校验
工业政策、产业能力与竞争力,科技产业与经济安全基线,L-B803B237C3,2026-06-23,W3,To what extent can green infrastructure investment mitigate China’s clean-energy overcapacity?,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-B803B237C3.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-B803B237C3.txt,https://www.bruegel.org/working-paper/what-extent-can-green-infrastructure-investment-mitigate-chinas-clean-energy,复用库内既有资产
中国科技能力与中欧竞争合作,科技产业与经济安全基线,L-B803B237C3,2026-06-23,W3,To what extent can green infrastructure investment mitigate China’s clean-energy overcapacity?,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-B803B237C3.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-B803B237C3.txt,https://www.bruegel.org/working-paper/what-extent-can-green-infrastructure-investment-mitigate-chinas-clean-energy,复用库内既有资产
芯片、关键技术与科研创新,核心科技直接材料,C-BRUEGEL-98A0C0EE9D,2026-07-15,W3,A plan for a World Trade Organization sectoral agreement on semiconductors,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-98A0C0EE9D.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-98A0C0EE9D.txt,https://www.bruegel.org/working-paper/plan-world-trade-organization-sectoral-agreement-semiconductors,官方PDF已保存并校验
