报告ID,机构ID,机构名称,发布日期,日期精度,报告编号,报告名称,官方文类,语言,作者,官方落地页,官方PDF入口,来源列表页,科技创新相关度,科技创新主轴,中国直接信号,全文策略,获取日期
C-JP-RIETI-19-E-084,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2019-10-01,月,19-E-084,Uncertainty in Long-Term Macroeconomic Forecasts: Ex post Evaluation of Forecasts by Economics Researchers,English Discussion Paper,English,"MORIKAWA Masayuki (Vice President, RIETI)",https://www.rieti.go.jp/en/publications/summary/19100025.html,https://www.rieti.go.jp/jp/publications/dp/19e084.pdf,https://www.rieti.go.jp/en/publications/act_dp2019.html,核心,科技人才与技能；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-19-E-087,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2019-10-01,月,19-E-087,The Effect of Physical Collateral and Personal Guarantees on Business Startups,English Discussion Paper,English,"HONJO Yuji (Faculty Fellow, RIETI) / ONO Arito (Chuo University) / TSURUTA Daisuke (Nihon University)",https://www.rieti.go.jp/en/publications/summary/19100028.html,https://www.rieti.go.jp/jp/publications/dp/19e087.pdf,https://www.rieti.go.jp/en/publications/act_dp2019.html,核心,产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-19-E-088,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2019-10-01,月,19-E-088,Effects of Regulations on Cross-border Data Flows: Evidence from a Survey of Japanese Firms,English Discussion Paper,English,"TOMIURA Eiichi (Faculty Fellow, RIETI) / ITO Banri (Research Associate, RIETI) / KANG Byeongwoo (Hitotsubashi University)",https://www.rieti.go.jp/en/publications/summary/19100029.html,https://www.rieti.go.jp/jp/publications/dp/19e088.pdf,https://www.rieti.go.jp/en/publications/act_dp2019.html,核心,关键与新兴技术；产业创新与成果转化；创新测量与政策方法；国际合作与中国比较,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-19-E-089,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2019-10-01,月,19-E-089,Potentiality and Actuality: Characteristics and Linkage of Entrepreneurs and Angel Investors in Japan,English Discussion Paper,English,"NAKAMURA Hiroki (Chuo University) / HONJO Yuji (Faculty Fellow, RIETI) / IKEUCHI Kenta (Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/19100033.html,https://www.rieti.go.jp/jp/publications/dp/19e089.pdf,https://www.rieti.go.jp/en/publications/act_dp2019.html,核心,产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-19-J-059,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2019-10-01,月,19-J-059,The Role of Subsidies in the Innovation Policy Mix - The Case of the Supporting Industry Program in Japan,Japanese Discussion Paper,Japanese,SUZUKI Jun (National Graduate Institute for Policy Studies),https://www.rieti.go.jp/en/publications/summary/19100031.html,https://www.rieti.go.jp/jp/publications/dp/19j059.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2019.html,核心,研发投入与创新政策；产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-19-E-094,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2019-11-01,月,19-E-094,Determinants of Staged Project Management and Success in Innovation: Empirical Analysis based on the Japanese National Innovation Survey,English Discussion Paper,English,HANEDA Shoko (Chuo University) / IKEDA Yuya (National Institute of Science and Technology Policy),https://www.rieti.go.jp/en/publications/summary/19110006.html,https://www.rieti.go.jp/jp/publications/dp/19e094.pdf,https://www.rieti.go.jp/en/publications/act_dp2019.html,核心,产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-19-E-095,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2019-11-01,月,19-E-095,Determinants and Impacts of Incorporation of Local Public Technology Transfer Organizations: Evidence from Japan's Kohsetsushi,English Discussion Paper,English,FUKUGAWA Nobuya (Tohoku University),https://www.rieti.go.jp/en/publications/summary/19110008.html,https://www.rieti.go.jp/jp/publications/dp/19e095.pdf,https://www.rieti.go.jp/en/publications/act_dp2019.html,核心,关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-JP-RIETI-19-E-101,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2019-12-01,月,19-E-101,Communities of Investors and Start-up Companies: An Analysis Using Bipartite Stochastic Block Model,English Discussion Paper,English,KOJAKU Sadamori (Kobe University) / MIYAKAWA Daisuke (Hitotsubashi University),https://www.rieti.go.jp/en/publications/summary/19120005.html,https://www.rieti.go.jp/jp/publications/dp/19e101.pdf,https://www.rieti.go.jp/en/publications/act_dp2019.html,核心,,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-19-E-102,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2019-12-01,月,19-E-102,Agglomeration of Low-productive Entrepreneurs to Large Regions: A Simple Model,English Discussion Paper,English,Rikard FORSLID (Stockholm University) / OKUBO Toshihiro (Keio University),https://www.rieti.go.jp/en/publications/summary/19120006.html,https://www.rieti.go.jp/jp/publications/dp/19e102.pdf,https://www.rieti.go.jp/en/publications/act_dp2019.html,核心,产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-20-E-004,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2020-01-01,月,20-E-004,Heterogeneous Relationships between Automation Technologies and Skilled Labor: Evidence from a Firm Survey,English Discussion Paper,English,"MORIKAWA Masayuki (Vice President, RIETI)",https://www.rieti.go.jp/en/publications/summary/20010006.html,https://www.rieti.go.jp/jp/publications/dp/20e004.pdf,https://www.rieti.go.jp/en/publications/act_dp2019.html,核心,关键与新兴技术；产业创新与成果转化；科技人才与技能；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-20-E-005,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2020-01-01,月,20-E-005,Linkage of Patent and Design Right Data: Analysis of Industrial Design Activities in Companies at the Creator Level,English Discussion Paper,English,"IKEUCHI Kenta (Fellow, RIETI) / MOTOHASHI Kazuyuki (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/20010009.html,https://www.rieti.go.jp/jp/publications/dp/20e005.pdf,https://www.rieti.go.jp/en/publications/act_dp2019.html,核心,关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-20-E-006,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2020-01-01,月,20-E-006,Impact of R&D Activities on Pricing Behaviors with Product Turnover,English Discussion Paper,English,HARA Yasushi (École des Hautes Études en Sciences Sociales / Hitotsubashi University) / TONOGI Akiyuki (Toyo University) / TONOGI Konomi (Rissho University),https://www.rieti.go.jp/en/publications/summary/20010013.html,https://www.rieti.go.jp/jp/publications/dp/20e006.pdf,https://www.rieti.go.jp/en/publications/act_dp2019.html,核心,研发投入与创新政策；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-20-J-001,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2020-01-01,月,20-J-001,Contributions of Corporate Basic Research and Research Collaboration with Academia to Innovation and Spillover Performance in Japan,Japanese Discussion Paper,Japanese,"NAGAOKA Sadao (Faculty Fellow, RIETI) / EDAMURA Kazuma (Kanagawa University) / ONISHI Koichiro (Waseda University) / TSUKADA Naotoshi (University of Niigata Prefecture) / NAITO Yusuke (Artificial Life Laboratory, Inc.) / KADOWAKI Ryo (Hitotsubashi University)",https://www.rieti.go.jp/en/publications/summary/20010007.html,https://www.rieti.go.jp/jp/publications/dp/20j001.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2019.html,核心,科学体系与科研能力；产业创新与成果转化,否,已进入科研人才、知识转移与创新商业化定点全文；按官方PDF、提取文本和科技创新切片调用,2026-08-23
C-JP-RIETI-20-J-003,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2020-01-01,月,20-J-003,Industrial Agglomeration and Proliferation of Startup Firms in the Kyushu Region,Japanese Discussion Paper,Japanese,"HAMAGUCHI Nobuaki (Faculty Fellow, RIETI) / OKANO Hideyuki (Kyushu Economic Research Center) / OSAJIMA Shuzo (Kyushu Economic Federation)",https://www.rieti.go.jp/en/publications/summary/20010012.html,https://www.rieti.go.jp/jp/publications/dp/20j003.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2019.html,核心,产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-20-E-009,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2020-02-01,月,20-E-009,Economic Black Holes and Labor Singularities in the Presence of Self-replicating Artificial Intelligence,English Discussion Paper,English,"YANO Makoto (President, RIETI) / FURUKAWA Yuichi (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/20020007.html,https://www.rieti.go.jp/jp/publications/dp/20e009.pdf,https://www.rieti.go.jp/en/publications/act_dp2019.html,核心,关键与新兴技术,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-20-E-010,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2020-02-01,月,20-E-010,Science and Technology Co-evolution in AI: Empirical Understanding through a Linked Dataset of Scientific Articles and Patents,English Discussion Paper,English,"MOTOHASHI Kazuyuki (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/20020009.html,https://www.rieti.go.jp/jp/publications/dp/20e010.pdf,https://www.rieti.go.jp/en/publications/act_dp2019.html,核心,科学体系与科研能力；关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-20-J-012,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2020-02-01,月,20-J-012,Foreign Direct Investment and International R&D Collaborations in Japanese Multinational Enterprises,Japanese Discussion Paper,Japanese,"IKEUCHI Kenta (Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/20020013.html,https://www.rieti.go.jp/jp/publications/dp/20j012.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2019.html,核心,研发投入与创新政策；国际合作与中国比较,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-20-J-016,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2020-03-01,月,20-J-016,"Use of AI, Work Style Reform, and Productivity: Evidence from an Individual-Level Survey",Japanese Discussion Paper,Japanese,"MORIKAWA Masayuki (Vice President, RIETI)",https://www.rieti.go.jp/en/publications/summary/20030010.html,https://www.rieti.go.jp/jp/publications/dp/20j016.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2019.html,核心,关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-20-P-007,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2020-03-01,月,20-P-007,Digitalization and New Product Development in Manufacturing SMEs: A Comparative Study of Germany and Japan,English Policy Discussion Paper,English,"MOTOHASHI Kazuyuki (Faculty Fellow, RIETI) / Christian RAMMER (ZEW)",https://www.rieti.go.jp/en/publications/summary/20030003.html,https://www.rieti.go.jp/jp/publications/pdp/20p007.pdf,https://www.rieti.go.jp/en/publications/act_pdp.html,核心,关键与新兴技术；产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-20-J-021,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2020-04-01,月,20-J-021,Patient Acceptance of AI in Medical Institutions,Japanese Discussion Paper,Japanese,"IWATA Kazuyuki (Matsuyama University) / MORITA Tamaki (Yamanashi Prefectural University) / TSURUMI Tetsuya (Nanzan University) / MANAGI Shunsuke (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/20040004.html,https://www.rieti.go.jp/jp/publications/dp/20j021.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2020.html,核心,关键与新兴技术,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-20-J-025,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2020-04-01,月,20-J-025,The Effect of Labor Regulation on Technology Use and Productivity of Japanese Companies,Japanese Discussion Paper,Japanese,"TANAKA Kenta (Musashi University) / MANAGI Shunsuke (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/20040013.html,https://www.rieti.go.jp/jp/publications/dp/20j025.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2020.html,核心,关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-20-E-045,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2020-05-01,月,20-E-045,Technological Competitiveness of China's Internet Platforms: Comparison of Google and Baidu Using Patent Text Information,English Discussion Paper,English,"MOTOHASHI Kazuyuki (Faculty Fellow, RIETI) / ZHU Chen (University of Tokyo)",https://www.rieti.go.jp/en/publications/summary/20050006.html,https://www.rieti.go.jp/jp/publications/dp/20e045.pdf,https://www.rieti.go.jp/en/publications/act_dp2020.html,核心,关键与新兴技术；产业创新与成果转化；创新测量与政策方法；国际合作与中国比较,是,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-JP-RIETI-20-E-051,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2020-05-01,月,20-E-051,"Robots and Employment: Evidence from Japan, 1978-2017",English Discussion Paper,English,"ADACHI Daisuke (Yale University) / KAWAGUCHI Daiji (Program Director, RIETI) / SAITO Yukiko (Senior Fellow (Specially Appointed), RIETI)",https://www.rieti.go.jp/en/publications/summary/20050012.html,https://www.rieti.go.jp/jp/publications/dp/20e051.pdf,https://www.rieti.go.jp/en/publications/act_dp2020.html,核心,关键与新兴技术；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-20-E-052,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2020-05-01,月,20-E-052,Heterogenous Impacts of National Research Grants on Academic Productivity,English Discussion Paper,English,"ONISHI Koichiro (Waseda University) / OWAN Hideo (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/20050013.html,https://www.rieti.go.jp/jp/publications/dp/20e052.pdf,https://www.rieti.go.jp/en/publications/act_dp2020.html,核心,产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-20-E-058,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2020-06-01,月,20-E-058,Incentive or Disincentive for Disclosure of Research Data? A Large-Scale Empirical Analysis and Implications for Open Science Policy,English Discussion Paper,English,"KWON Seokbeom (University of Tokyo) / MOTOHASHI Kazuyuki (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/20060005.html,https://www.rieti.go.jp/jp/publications/dp/20e058.pdf,https://www.rieti.go.jp/en/publications/act_dp2020.html,核心,科学体系与科研能力；关键与新兴技术,否,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-JP-RIETI-20-P-023,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2020-09-01,月,20-P-023,"Results of Survey on Standardization Activities for 2018 (State of Implementation, Advanced Technologies, and Organizational Design)",English Policy Discussion Paper,English,"TAMURA Suguru (Senior Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/20090008.html,https://www.rieti.go.jp/jp/publications/pdp/20p023.pdf,https://www.rieti.go.jp/en/publications/act_pdp.html,核心,关键与新兴技术,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-20-E-086,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2020-11-01,月,20-E-086,Local Industry Influence on Commercialization of University Research by University Startups,English Discussion Paper,English,"KANG Byeongwoo (Hitotsubashi University) / MOTOHASHI Kazuyuki (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/20110005.html,https://www.rieti.go.jp/jp/publications/dp/20e086.pdf,https://www.rieti.go.jp/en/publications/act_dp2020.html,核心,科学体系与科研能力；产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-21-P-001,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2021-01-01,月,21-P-001,Progress of Digital Platforms and their Impact on Japan's Industrial Competitiveness,English Policy Discussion Paper,English,"MOTOHASHI Kazuyuki (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/21010004.html,https://www.rieti.go.jp/jp/publications/pdp/21p001.pdf,https://www.rieti.go.jp/en/publications/act_pdp.html,核心,关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-21-E-025,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2021-03-01,月,21-E-025,New Indicator of Science and Technology Inter-Relationship by Using Text Information of Research Articles and Patents in Japan,English Discussion Paper,English,"MOTOHASHI Kazuyuki (Faculty Fellow, RIETI) / KOSHIBA Hitoshi (NISTEP / AIST) / IKEUCHI Kenta (Fellow (Policy Economist), RIETI)",https://www.rieti.go.jp/en/publications/summary/21030024.html,https://www.rieti.go.jp/jp/publications/dp/21e025.pdf,https://www.rieti.go.jp/en/publications/act_dp2020.html,核心,科学体系与科研能力；关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-21-E-026,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2021-03-01,月,21-E-026,Chasing Two Hares at Once? Effect of Joint Institutional Change for Promoting Commercial Use of University Knowledge and Scientific Research,English Discussion Paper,English,"KWON Seokbeom (University of Tokyo) / MOTOHASHI Kazuyuki (Faculty Fellow, RIETI) / IKEUCHI Kenta (Fellow (Policy Economist), RIETI)",https://www.rieti.go.jp/en/publications/summary/21030025.html,https://www.rieti.go.jp/jp/publications/dp/21e026.pdf,https://www.rieti.go.jp/en/publications/act_dp2020.html,核心,科学体系与科研能力,否,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-JP-RIETI-21-E-028,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2021-03-01,月,21-E-028,Leveraging Standard Essential Patents for Capturing Innovation Rents: The Strategic Disclosure of License Rules,English Discussion Paper,English,"Dong HUO (Harbin Institute of Technology, Shenzhen) / Jianwei DANG (Tongji University) / MOTOHASHI Kazuyuki (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/21030029.html,https://www.rieti.go.jp/jp/publications/dp/21e028.pdf,https://www.rieti.go.jp/en/publications/act_dp2020.html,核心,产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-21-J-009,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2021-03-01,月,21-J-009,The Impact of AI and Robot Technology on Firm Productivity and Employment,Japanese Discussion Paper,Japanese,KIM YoungGak (Senshu University) / INUI Tomohiko (Gakushuin University),https://www.rieti.go.jp/en/publications/summary/21030002.html,https://www.rieti.go.jp/jp/publications/dp/21j009.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2020.html,核心,关键与新兴技术；产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-21-J-011,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2021-03-01,月,21-J-011,Employment and Productivity Dynamics and Patent Applications Related to the Fourth Industrial Revolution,Japanese Discussion Paper,Japanese,"IKEUCHI Kenta (Fellow (Policy Economist), RIETI)",https://www.rieti.go.jp/en/publications/summary/21030005.html,https://www.rieti.go.jp/jp/publications/dp/21j011.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2020.html,核心,产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-21-J-012,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2021-03-01,月,21-J-012,Impact of M&A by foreign companies on innovation activities of acquired companies,Japanese Discussion Paper,Japanese,SUZUKI Shinya (Musashi University) / INUI Tomohiko (Gakushuin University) / IKEDA Yuya (NISTEP),https://www.rieti.go.jp/en/publications/summary/21030007.html,https://www.rieti.go.jp/jp/publications/dp/21j012.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2020.html,核心,产业创新与成果转化；创新测量与政策方法,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-21-E-030,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2021-04-01,月,21-E-030,Carbon Tax and Border Tax Adjustments with Technology and Location Choices,English Discussion Paper,English,"Haitao CHENG (Hitotsubashi University) / ISHIKAWA Jota (Faculty Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/21040003.html,https://www.rieti.go.jp/jp/publications/dp/21e030.pdf,https://www.rieti.go.jp/en/publications/act_dp2021.html,核心,关键与新兴技术,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-21-E-038,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2021-05-01,月,21-E-038,Innovation for Tax Avoidance: Product Differentiation and the Arm's Length Principle,English Discussion Paper,English,OKOSHI Hirofumi (Okayama University),https://www.rieti.go.jp/en/publications/summary/21050004.html,https://www.rieti.go.jp/jp/publications/dp/21e038.pdf,https://www.rieti.go.jp/en/publications/act_dp2021.html,核心,产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-21-E-041,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2021-05-01,月,21-E-041,Socio-Life Scientific Survey on COVID-19,English Discussion Paper,English,"HIROTA Shigeru (Faculty Fellow, RIETI) / SETOH Kazuya (Kyoto University) / YODO Masato (Kyoto University) / YANO Makoto (Chairman, RIETI)",https://www.rieti.go.jp/en/publications/summary/21050009.html,https://www.rieti.go.jp/jp/publications/dp/21e041.pdf,https://www.rieti.go.jp/en/publications/act_dp2021.html,核心,科学体系与科研能力,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-21-E-050,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2021-06-01,月,21-E-050,Nagahama Survey on Social Science,English Discussion Paper,English,"YANO Makoto (Chairman, RIETI) / HIROTA Shigeru (Faculty Fellow, RIETI) / YODO Masato (Kyoto University) / MATSUDA Fumihiko (Kyoto University)",https://www.rieti.go.jp/en/publications/summary/21060015.html,https://www.rieti.go.jp/jp/publications/dp/21e050.pdf,https://www.rieti.go.jp/en/publications/act_dp2021.html,核心,科学体系与科研能力,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-21-E-054,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2021-07-01,月,21-E-054,Measuring Robot Quality: Has Quality Improvement Slowed Down?,English Discussion Paper,English,"FUJIWARA Ippei (Faculty Fellow, RIETI) / KIMOTO Ryo (Keio University) / SHIRATSUKA Shigenori (Keio University) / SHIROTA Toyoichiro (Hokkaido University)",https://www.rieti.go.jp/en/publications/summary/21070005.html,https://www.rieti.go.jp/jp/publications/dp/21e054.pdf,https://www.rieti.go.jp/en/publications/act_dp2021.html,核心,关键与新兴技术,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-21-J-035,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2021-07-01,月,21-J-035,A Study on Schrems II Judgement of the European Court of Justice on International Data Flows―With a Focus on Its Effects on the Data Free Flow with Trust Initiative,Japanese Discussion Paper,Japanese,"WATANABE Shota (Nomura Research Institute, Ltd.)",https://www.rieti.go.jp/en/publications/summary/21070017.html,https://www.rieti.go.jp/jp/publications/dp/21j035.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2021.html,核心,关键与新兴技术；国际合作与中国比较,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-21-E-064,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2021-08-01,月,21-E-064,"The Semiconductor Industry in the Age of Trade Wars, Covid-19, and Strategic Rivalries",English Discussion Paper,English,"Willem THORBECKE (Senior Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/21080002.html,https://www.rieti.go.jp/jp/publications/dp/21e064.pdf,https://www.rieti.go.jp/en/publications/act_dp2021.html,语境,关键与新兴技术；产业创新与成果转化,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-21-J-039,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2021-08-01,月,21-J-039,Trends in Science and Mathematics Education and Research and Development Capabilities in Japan,Japanese Discussion Paper,Japanese,"NISHIMURA Kazuo (Faculty Fellow, RIETI) / MIYAMOTO Dai (Doshisha University) / YAGI Tadashi (Doshisha University)",https://www.rieti.go.jp/en/publications/summary/21080007.html,https://www.rieti.go.jp/jp/publications/dp/21j039.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2021.html,核心,科学体系与科研能力；研发投入与创新政策；科技人才与技能,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-21-E-093,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2021-11-01,月,21-E-093,Robot Penetration and Task Changes,English Discussion Paper,English,"ARAI Kosuke (Keio University) / FUJIWARA Ippei (Faculty Fellow, RIETI) / SHIROTA Toyoichiro (Hokkaido University)",https://www.rieti.go.jp/en/publications/summary/21110011.html,https://www.rieti.go.jp/jp/publications/dp/21e093.pdf,https://www.rieti.go.jp/en/publications/act_dp2021.html,核心,关键与新兴技术,否,轻量目录保留；按科技创新机制、中国比较和跨期增量精选全文,2026-08-23
C-JP-RIETI-21-J-052,jp-rieti,"Research Institute of Economy, Trade and Industry (RIETI)",2021-12-01,月,21-J-052,Industrial Subsidies and Firm Innovation: New Evidence from China,Japanese Discussion Paper,Japanese,"ZHANG Hongyong (Senior Fellow, RIETI)",https://www.rieti.go.jp/en/publications/summary/21120007.html,https://www.rieti.go.jp/jp/publications/dp/21j052.pdf,https://www.rieti.go.jp/en/publications/act_dp_jp2021.html,核心,研发投入与创新政策；产业创新与成果转化；创新测量与政策方法；国际合作与中国比较,是,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
