主题标签,科技关联层级,报告ID,发布日期,观察窗,报告名称,资料角色,本地原始资产,本地文本,官方落地页,本地状态
能源、环境与绿色转型,核心科技直接材料,C-CRDS-FY2020-RR-08,2021-03-01,W2,社会的課題解決のためのミッション志向型科学技術イノベーション政策の動向と課題,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-RR-08.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-RR-08.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-RR-08.html,官方PDF已保存并校验
科技创新政策、科研体系与人才,核心科技直接材料,C-CRDS-FY2020-RR-08,2021-03-01,W2,社会的課題解決のためのミッション志向型科学技術イノベーション政策の動向と課題,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-RR-08.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-RR-08.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-RR-08.html,官方PDF已保存并校验
研究安全、科技外交与国际比较,核心科技直接材料,C-CRDS-FY2020-RR-08,2021-03-01,W2,社会的課題解決のためのミッション志向型科学技術イノベーション政策の動向と課題,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-RR-08.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-RR-08.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-RR-08.html,官方PDF已保存并校验
人工智能、机器人与计算系统,核心科技直接材料,C-CRDS-FY2020-SP-03,2021-03-01,W2,ファイトケミカル生成原理とその活用のための研究開発戦略 ～未利用植物資源から革新的価値を創出する学術基盤の創成～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-03.html,官方PDF已保存并校验
先进材料、纳米与制造技术,核心科技直接材料,C-CRDS-FY2020-SP-03,2021-03-01,W2,ファイトケミカル生成原理とその活用のための研究開発戦略 ～未利用植物資源から革新的価値を創出する学術基盤の創成～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-03.html,官方PDF已保存并校验
生命科学、生物技术与医疗,核心科技直接材料,C-CRDS-FY2020-SP-03,2021-03-01,W2,ファイトケミカル生成原理とその活用のための研究開発戦略 ～未利用植物資源から革新的価値を創出する学術基盤の創成～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-03.html,官方PDF已保存并校验
能源、环境与绿色转型,核心科技直接材料,C-CRDS-FY2020-SP-03,2021-03-01,W2,ファイトケミカル生成原理とその活用のための研究開発戦略 ～未利用植物資源から革新的価値を創出する学術基盤の創成～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-03.html,官方PDF已保存并校验
科技创新政策、科研体系与人才,核心科技直接材料,C-CRDS-FY2020-SP-03,2021-03-01,W2,ファイトケミカル生成原理とその活用のための研究開発戦略 ～未利用植物資源から革新的価値を創出する学術基盤の創成～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-03.html,官方PDF已保存并校验
研究安全、科技外交与国际比较,核心科技直接材料,C-CRDS-FY2020-SP-03,2021-03-01,W2,ファイトケミカル生成原理とその活用のための研究開発戦略 ～未利用植物資源から革新的価値を創出する学術基盤の創成～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-03.html,官方PDF已保存并校验
人工智能、机器人与计算系统,核心科技直接材料,C-CRDS-FY2020-SP-04,2021-03-01,W2,脳型AIアクセラレータ　～柔軟な高度情報処理と超低消費電力化の両立～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-04.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-04.html,官方PDF已保存并校验
芯片、量子、通信与网络安全,核心科技直接材料,C-CRDS-FY2020-SP-04,2021-03-01,W2,脳型AIアクセラレータ　～柔軟な高度情報処理と超低消費電力化の両立～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-04.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-04.html,官方PDF已保存并校验
先进材料、纳米与制造技术,核心科技直接材料,C-CRDS-FY2020-SP-04,2021-03-01,W2,脳型AIアクセラレータ　～柔軟な高度情報処理と超低消費電力化の両立～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-04.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-04.html,官方PDF已保存并校验
生命科学、生物技术与医疗,核心科技直接材料,C-CRDS-FY2020-SP-04,2021-03-01,W2,脳型AIアクセラレータ　～柔軟な高度情報処理と超低消費電力化の両立～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-04.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-04.html,官方PDF已保存并校验
能源、环境与绿色转型,核心科技直接材料,C-CRDS-FY2020-SP-04,2021-03-01,W2,脳型AIアクセラレータ　～柔軟な高度情報処理と超低消費電力化の両立～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-04.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-04.html,官方PDF已保存并校验
科技创新政策、科研体系与人才,核心科技直接材料,C-CRDS-FY2020-SP-04,2021-03-01,W2,脳型AIアクセラレータ　～柔軟な高度情報処理と超低消費電力化の両立～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-04.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-04.html,官方PDF已保存并校验
研究安全、科技外交与国际比较,核心科技直接材料,C-CRDS-FY2020-SP-04,2021-03-01,W2,脳型AIアクセラレータ　～柔軟な高度情報処理と超低消費電力化の両立～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-04.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-04.html,官方PDF已保存并校验
人工智能、机器人与计算系统,核心科技直接材料,C-CRDS-FY2020-SP-05,2021-03-01,W2,物質循環を目指した複合構造の生成・分解制御　〜サステイナブル元素戦略〜,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-05.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-05.html,官方PDF已保存并校验
先进材料、纳米与制造技术,核心科技直接材料,C-CRDS-FY2020-SP-05,2021-03-01,W2,物質循環を目指した複合構造の生成・分解制御　〜サステイナブル元素戦略〜,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-05.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-05.html,官方PDF已保存并校验
生命科学、生物技术与医疗,核心科技直接材料,C-CRDS-FY2020-SP-05,2021-03-01,W2,物質循環を目指した複合構造の生成・分解制御　〜サステイナブル元素戦略〜,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-05.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-05.html,官方PDF已保存并校验
能源、环境与绿色转型,核心科技直接材料,C-CRDS-FY2020-SP-05,2021-03-01,W2,物質循環を目指した複合構造の生成・分解制御　〜サステイナブル元素戦略〜,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-05.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-05.html,官方PDF已保存并校验
科技创新政策、科研体系与人才,核心科技直接材料,C-CRDS-FY2020-SP-05,2021-03-01,W2,物質循環を目指した複合構造の生成・分解制御　〜サステイナブル元素戦略〜,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-05.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-05.html,官方PDF已保存并校验
研究安全、科技外交与国际比较,核心科技直接材料,C-CRDS-FY2020-SP-05,2021-03-01,W2,物質循環を目指した複合構造の生成・分解制御　〜サステイナブル元素戦略〜,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-05.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-05.html,官方PDF已保存并校验
人工智能、机器人与计算系统,核心科技直接材料,S-CRDS-2021-01,2021-03-01,W2,Society 5.0 時代の安心・安全・信頼を支える 基盤ソフトウエア技術,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\S-CRDS-2021-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\S-CRDS-2021-01.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-06.html,复用库内既有资产
芯片、量子、通信与网络安全,核心科技直接材料,S-CRDS-2021-01,2021-03-01,W2,Society 5.0 時代の安心・安全・信頼を支える 基盤ソフトウエア技術,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\S-CRDS-2021-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\S-CRDS-2021-01.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-06.html,复用库内既有资产
先进材料、纳米与制造技术,核心科技直接材料,S-CRDS-2021-01,2021-03-01,W2,Society 5.0 時代の安心・安全・信頼を支える 基盤ソフトウエア技術,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\S-CRDS-2021-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\S-CRDS-2021-01.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-06.html,复用库内既有资产
生命科学、生物技术与医疗,核心科技直接材料,S-CRDS-2021-01,2021-03-01,W2,Society 5.0 時代の安心・安全・信頼を支える 基盤ソフトウエア技術,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\S-CRDS-2021-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\S-CRDS-2021-01.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-06.html,复用库内既有资产
能源、环境与绿色转型,核心科技直接材料,S-CRDS-2021-01,2021-03-01,W2,Society 5.0 時代の安心・安全・信頼を支える 基盤ソフトウエア技術,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\S-CRDS-2021-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\S-CRDS-2021-01.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-06.html,复用库内既有资产
科技创新政策、科研体系与人才,核心科技直接材料,S-CRDS-2021-01,2021-03-01,W2,Society 5.0 時代の安心・安全・信頼を支える 基盤ソフトウエア技術,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\S-CRDS-2021-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\S-CRDS-2021-01.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-06.html,复用库内既有资产
研究安全、科技外交与国际比较,核心科技直接材料,S-CRDS-2021-01,2021-03-01,W2,Society 5.0 時代の安心・安全・信頼を支える 基盤ソフトウエア技術,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\S-CRDS-2021-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\S-CRDS-2021-01.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-06.html,复用库内既有资产
人工智能、机器人与计算系统,核心科技直接材料,C-CRDS-FY2020-SP-07,2021-03-01,W2,機能解明を目指す実環境下動的計測の革新 ～次世代オペランド計測～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-07.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-07.html,官方PDF已保存并校验
先进材料、纳米与制造技术,核心科技直接材料,C-CRDS-FY2020-SP-07,2021-03-01,W2,機能解明を目指す実環境下動的計測の革新 ～次世代オペランド計測～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-07.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-07.html,官方PDF已保存并校验
生命科学、生物技术与医疗,核心科技直接材料,C-CRDS-FY2020-SP-07,2021-03-01,W2,機能解明を目指す実環境下動的計測の革新 ～次世代オペランド計測～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-07.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-07.html,官方PDF已保存并校验
能源、环境与绿色转型,核心科技直接材料,C-CRDS-FY2020-SP-07,2021-03-01,W2,機能解明を目指す実環境下動的計測の革新 ～次世代オペランド計測～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-07.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-07.html,官方PDF已保存并校验
科技创新政策、科研体系与人才,核心科技直接材料,C-CRDS-FY2020-SP-07,2021-03-01,W2,機能解明を目指す実環境下動的計測の革新 ～次世代オペランド計測～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-07.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-07.html,官方PDF已保存并校验
研究安全、科技外交与国际比较,核心科技直接材料,C-CRDS-FY2020-SP-07,2021-03-01,W2,機能解明を目指す実環境下動的計測の革新 ～次世代オペランド計測～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-07.txt,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-07.html,官方PDF已保存并校验
人工智能、机器人与计算系统,核心科技直接材料,C-CRDS-FY2021-FR-01,2021-05-01,W2,研究開発の俯瞰報告書　統合版（2021年）～俯瞰と潮流～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2021-FR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2021-FR-01.txt,https://www.jst.go.jp/crds/report/CRDS-FY2021-FR-01.html,官方PDF已保存并校验
芯片、量子、通信与网络安全,核心科技直接材料,C-CRDS-FY2021-FR-01,2021-05-01,W2,研究開発の俯瞰報告書　統合版（2021年）～俯瞰と潮流～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2021-FR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2021-FR-01.txt,https://www.jst.go.jp/crds/report/CRDS-FY2021-FR-01.html,官方PDF已保存并校验
先进材料、纳米与制造技术,核心科技直接材料,C-CRDS-FY2021-FR-01,2021-05-01,W2,研究開発の俯瞰報告書　統合版（2021年）～俯瞰と潮流～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2021-FR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2021-FR-01.txt,https://www.jst.go.jp/crds/report/CRDS-FY2021-FR-01.html,官方PDF已保存并校验
生命科学、生物技术与医疗,核心科技直接材料,C-CRDS-FY2021-FR-01,2021-05-01,W2,研究開発の俯瞰報告書　統合版（2021年）～俯瞰と潮流～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2021-FR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2021-FR-01.txt,https://www.jst.go.jp/crds/report/CRDS-FY2021-FR-01.html,官方PDF已保存并校验
能源、环境与绿色转型,核心科技直接材料,C-CRDS-FY2021-FR-01,2021-05-01,W2,研究開発の俯瞰報告書　統合版（2021年）～俯瞰と潮流～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2021-FR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2021-FR-01.txt,https://www.jst.go.jp/crds/report/CRDS-FY2021-FR-01.html,官方PDF已保存并校验
科技创新政策、科研体系与人才,核心科技直接材料,C-CRDS-FY2021-FR-01,2021-05-01,W2,研究開発の俯瞰報告書　統合版（2021年）～俯瞰と潮流～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2021-FR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2021-FR-01.txt,https://www.jst.go.jp/crds/report/CRDS-FY2021-FR-01.html,官方PDF已保存并校验
研究安全、科技外交与国际比较,核心科技直接材料,C-CRDS-FY2021-FR-01,2021-05-01,W2,研究開発の俯瞰報告書　統合版（2021年）～俯瞰と潮流～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2021-FR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2021-FR-01.txt,https://www.jst.go.jp/crds/report/CRDS-FY2021-FR-01.html,官方PDF已保存并校验
人工智能、机器人与计算系统,核心科技直接材料,C-CRDS-FY2021-RR-01,2021-06-01,W2,人工知能研究の新潮流 ～日本の勝ち筋～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2021-RR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2021-RR-01.txt,https://www.jst.go.jp/crds/report/CRDS-FY2021-RR-01.html,官方PDF已保存并校验
芯片、量子、通信与网络安全,核心科技直接材料,C-CRDS-FY2021-RR-01,2021-06-01,W2,人工知能研究の新潮流 ～日本の勝ち筋～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2021-RR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2021-RR-01.txt,https://www.jst.go.jp/crds/report/CRDS-FY2021-RR-01.html,官方PDF已保存并校验
先进材料、纳米与制造技术,核心科技直接材料,C-CRDS-FY2021-RR-01,2021-06-01,W2,人工知能研究の新潮流 ～日本の勝ち筋～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2021-RR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2021-RR-01.txt,https://www.jst.go.jp/crds/report/CRDS-FY2021-RR-01.html,官方PDF已保存并校验
