报告ID,WordPress_ID,发布日期,观察窗,材料类型,报告名称,资料角色,主题标签,筛选依据,官方摘要,官方落地页,官方PDF,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-CSET-3412,3412,2020-09-02,W2,中国科技政策英译,Example Applications of Digital Health Technology for Epidemic Prevention and Control (Third Phase),翻译材料，不代表机构观点,数字治理与网络安全,China主题下的科技政策英译,See our original translation excerpt from a Chinese government think tank report on China’s use of digital health technology to fight COVID-19.,https://cset.georgetown.edu/publication/example-applications-of-digital-health-technology-for-epidemic-prevention-and-control-third-phase/,https://cset.georgetown.edu/wp-content/uploads/t0124_CAICT_digital_tech_disease_prevention_EN-2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3412.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3412.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-3412.md,1381277,25ca76320a9456f56300299ea78e21cc44675742287812f1f29e443277a73bc8,29,79877,官方PDF已保存并校验,,2026-08-22
C-CSET-3462,3462,2020-09-14,W2,CSET原创研究报告,China’s System of Oppression in Xinjiang: How It Developed and How to Curb It,作者/项目正式研究,科技人才与科研安全；数字治理与网络安全,正式报告涉华科技关键词命中,"How should the United States understand and respond to China’s technologically driven mass surveillance, internment and indoctrination in Xinjiang? Dahlia Peterson offers a set of policy recommendations in a coauthored report for the Brookings Institution.",https://cset.georgetown.edu/publication/chinas-system-of-oppression-in-xinjiang-how-it-developed-and-how-to-curb-it/,https://cset.georgetown.edu/wp-content/uploads/Chinas-System-of-Oppression-in-Xinjiang-How-It-Developed-and-How-to-Curb-It-1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3462.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3462.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-3462.md,1577680,177b00b06d68350b40ee077c2a2ac99ccd70b00d03a64c4b90df987f7356e682,25,99106,官方PDF已保存并校验,,2026-08-22
C-CSET-3511,3511,2020-09-22,W2,CSET原创研究报告,Multilateral Controls on Hardware Chokepoints,作者/项目正式研究,人工智能与算力；技术转移与出口管制,正式报告涉华科技关键词命中,Protecting international security and human rights by using multilateral controls on semiconductor manufacturing equipment and advanced chips,https://cset.georgetown.edu/publication/multilateral-controls-on-hardware-chokepoints/,https://cset.georgetown.edu/wp-content/uploads/CSET-Policy-Recommendation-Semiconductor-One-Pagers.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3511.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3511.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-3511.md,149121,e011cb1118017c03192e38e398fd913ad11dd3633bb3a14319145eb3d1cf2f38,1,2957,官方PDF已保存并校验,,2026-08-22
C-CSET-3529,3529,2020-09-22,W2,CSET原创研究报告,Bolstering U.S. Research Security,作者/项目正式研究,科技人才与科研安全,正式报告涉华科技关键词命中,Establishing a new public-private institution to improve American research security,https://cset.georgetown.edu/publication/bolstering-u-s-research-security/,https://cset.georgetown.edu/wp-content/uploads/CSET-Policy-Recommendation-Research-Security-One-Pagers.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3529.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3529.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-3529.md,161794,c4c7dbf8c14deb0a5d6c32c8dca8c4d97c62dd695a282cfc9e14fe06561dc4aa,1,3391,官方PDF已保存并校验,,2026-08-22
C-CSET-3536,3536,2020-09-23,W2,CSET原创研究报告,China AI-Brain Research,作者/项目正式研究,人工智能与算力；军民融合与国防科技；国家创新体系与产业政策；航天与其他前沿技术,正式报告涉华科技关键词命中,"Since 2016, China has engaged in a nationwide effort to “merge” AI and neuroscience research as a major part of its next-generation AI development program. This report explores China’s AI-brain program — identifying key players and organizations and recommending the creation of an open source S&T monitoring capability within the U.S. government.",https://cset.georgetown.edu/publication/china-ai-brain-research/,https://cset.georgetown.edu/wp-content/uploads/CSET-China-AI-Brain-Research.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3536.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3536.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-3536.md,1572401,f5735e08dfac4a6d766a1c1bbdbf24de0f8f93e0f062ffcebd54db6b7a3e8605,88,153026,官方PDF已保存并校验,,2026-08-22
C-CSET-3452,3452,2020-09-24,W2,CSET原创研究报告,The Chipmakers,作者/项目正式研究,人工智能与算力；科技人才与科研安全；技术转移与出口管制；军民融合与国防科技,正式报告涉华科技关键词命中,"Technical leadership in the semiconductor industry has been a cornerstone of U.S. military and economic power for decades, but continued competitiveness is not guaranteed. This issue brief exploring the composition of the workforce bolstering U.S. leadership in the semiconductor industry concludes that immigration restrictions are directly at odds with U.S. efforts to secure its supply chains.",https://cset.georgetown.edu/publication/the-chipmakers-u-s-strengths-and-priorities-for-the-high-end-semiconductor-workforce/,https://cset.georgetown.edu/wp-content/uploads/CSET-The-Chipmakers.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3452.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3452.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-3452.md,1081820,0dba9f79fa0d944bdd6a5948ea956c7681fa2015c1aa921b01fb1a425efbbe96,54,117188,官方PDF已保存并校验,,2026-08-22
C-CSET-3674,3674,2020-10-13,W2,CSET原创研究报告,Estimating the Number of Chinese STEM Students in the United States,作者/项目正式研究,科技人才与科研安全；数字治理与网络安全；国家创新体系与产业政策,正式报告涉华科技关键词命中,"In recent years, concern has grown about the risks of Chinese nationals studying science, technology, engineering and mathematics (STEM) subjects at U.S. universities. This data brief estimates the number of Chinese students in the United States in detail, according to their fields of study and degree level. Among its findings: Chinese nationals comprise 16 percent of all graduate STEM students and 2 percent of undergraduate STEM students, lower proportions than were previously suggested in U.S. government reports.",https://cset.georgetown.edu/publication/estimating-the-number-of-chinese-stem-students-in-the-united-states/,https://cset.georgetown.edu/wp-content/uploads/CSET-Estimating-Chinese-STEM-Students.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3674.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3674.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-3674.md,1445899,692274ea427329a2ba2a0ae7c09f5200d0de38fc31f68594d33e73eb9653017c,27,44562,官方PDF已保存并校验,,2026-08-22
C-CSET-3777,3777,2020-10-16,W2,中国科技政策英译,Xi Jinping: Speech at the Symposium of Scientists,翻译材料，不代表机构观点,科技人才与科研安全；军民融合与国防科技,China主题下的科技政策英译,See our original translation of a speech that Xi delivered to a meeting of academics in 2020 that he convened to solicit input for China’s upcoming 14th Five-Year Plan.,https://cset.georgetown.edu/publication/xi-jinping-speech-at-the-symposium-of-scientists/,https://cset.georgetown.edu/wp-content/uploads/t0211_Xi_Jinping_science_speech_EN.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3777.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3777.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-3777.md,265393,9c42a8df2f66d7ca914c3b7e0b7df9880f0346f4d592742c300317d874193f64,8,25021,官方PDF已保存并校验,,2026-08-22
C-CSET-3780,3780,2020-10-16,W2,中国科技政策英译,National Medium- to Long-Term Civilian Space Infrastructure Development Plan (2015-2025),翻译材料，不代表机构观点,技术转移与出口管制；军民融合与国防科技；航天与其他前沿技术,China主题下的科技政策英译,"See our original translation of a document that lays out the PRC government’s priorities for developing China’s civilian space infrastructure through 2025. It recommends that China reduce its reliance on foreign civilian satellite technology, but also advocates for continued use of international exchanges and technology transfer as ways to catch up to more technologically advanced countries in space infrastructure.",https://cset.georgetown.edu/publication/national-medium-to-long-term-civilian-space-infrastructure-development-plan-2015-2025/,https://cset.georgetown.edu/wp-content/uploads/t0218_space_infrastructure_EN.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3780.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3780.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-3780.md,352898,307cb517c6935d801009003c836ee60f4ab1c436e6f3054a56ae2c0c403983d0,17,54480,官方PDF已保存并校验,,2026-08-22
C-CSET-3824,3824,2020-10-22,W2,CSET原创研究报告,U.S. Semiconductor Exports to China: Current Policies and Trends,作者/项目正式研究,人工智能与算力；技术转移与出口管制,正式报告涉华科技关键词命中,"The United States has long used export controls to prevent the proliferation of advanced semiconductors and the inputs necessary to produce them. With Beijing building up its own chipmaking industry, the United States has begun tightening restrictions on exports of semiconductor manufacturing equipment to China. This brief provides an overview of U.S. semiconductor export control policies and analyzes the impacts of those policies on U.S.-China trade.",https://cset.georgetown.edu/publication/u-s-semiconductor-exports-to-china-current-policies-and-trends/,https://cset.georgetown.edu/wp-content/uploads/U.S.-Semiconductor-Exports-to-China-Current-Policies-and-Trends.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3824.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3824.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-3824.md,888206,0f4e1ea2da555884294fb7d13196833d6b062d3332aeafbd61cd9e9ea0bac608,36,72354,官方PDF已保存并校验,,2026-08-22
C-CSET-3840,3840,2020-10-27,W2,CSET原创研究报告,Designing Alternatives to China’s Repressive Surveillance State,作者/项目正式研究,人工智能与算力；科技人才与科研安全；数字治理与网络安全,正式报告涉华科技关键词命中,"China has built a surveillance state that has increasingly incorporated AI-enabled technologies. Their use during the COVID-19 pandemic has softened the image of China’s surveillance system, presenting unique challenges to preventing the spread of such technologies around the globe. This policy brief outlines core actions the United States and its allies can take to combat the spread of surveillance systems that threaten basic human rights.",https://cset.georgetown.edu/publication/designing-alternatives-to-chinas-repressive-surveillance-state/,https://cset.georgetown.edu/wp-content/uploads/CSET-Designing-Alternatives-to-Chinas-Surveillance-State.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3840.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3840.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-3840.md,579188,ce65475903cfa38ed9d9439e541314662e7f06c241b5787660122b0123495e86,31,69095,官方PDF已保存并校验,,2026-08-22
C-CSET-4184,4184,2020-12-03,W2,CSET原创研究报告,Universities and the Chinese Defense Technology Workforce,作者/项目正式研究,科技人才与科研安全；军民融合与国防科技,正式报告涉华科技关键词命中,"To help U.S. policymakers address long-held concerns about risks and threats associated with letting Chinese university students or graduates study in the United States, CSET experts examine which forms of collaboration, and with which Chinese universities, pose the greatest risk to U.S. research security.",https://cset.georgetown.edu/publication/universities-and-the-chinese-defense-technology-workforce/,https://cset.georgetown.edu/wp-content/uploads/CSET-Universities-and-the-Chinese-Defense-Technology-Workforce-3.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-4184.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-4184.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-4184.md,1966145,fefaad178ec9b01931a3a737633d3a23945587790e45ba2b8a3a227b98af8026,38,72737,官方PDF已保存并校验,,2026-08-22
C-CSET-4562,4562,2021-01-13,W2,CSET原创研究报告,A New Institutional Approach to Research Security in the United States,作者/项目正式研究,科技人才与科研安全；军民融合与国防科技；数字治理与网络安全；国家创新体系与产业政策,正式报告涉华科技关键词命中,"U.S. research security requires trust and collaboration between those conducting R&D and the federal government. Most R&D takes place in the private sector, outside of government authority and control, and researchers are wary of federal government or law enforcement involvement in their work. Despite these challenges, as adversaries work to extract science, technology, data and know-how from the United States, the U.S. government is pursuing an ambitious research security initiative. In order to secure the 78 percent of U.S. R&D funded outside the government, authors Melissa Flagg and Zachary Arnold propose a new, public-private research security clearinghouse, with leadership from academia, business, philanthropy, and government and a presence in the most active R&D hubs across the United States.",https://cset.georgetown.edu/publication/a-new-institutional-approach-to-research-security-in-the-united-states/,https://cset.georgetown.edu/wp-content/uploads/CSET-A-New-Institutional-Approach-to-Research-Security-in-the-United-States-4.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-4562.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-4562.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-4562.md,1345637,da88d973694d209354a491aa6564fa9e177d8adfac4922fb46f24d39ddc8f483,27,59084,官方PDF已保存并校验,,2026-08-22
C-CSET-4705,4705,2021-01-22,W2,CSET原创研究报告,Securing Semiconductor Supply Chains,作者/项目正式研究,人工智能与算力；技术转移与出口管制,正式报告涉华科技关键词命中,"The countries with the greatest capacity to develop, produce and acquire state-of-the-art semiconductor chips hold key advantages in the development of emerging technologies. At present, the United States and its allies possess significant leverage over core segments of the supply chain used to produce these chips. This policy brief outlines actions the United States and its allies can take to secure that advantage in the long term and use it to promote the beneficial use of emerging technologies, such as artificial intelligence.",https://cset.georgetown.edu/publication/securing-semiconductor-supply-chains/,https://cset.georgetown.edu/wp-content/uploads/Securing-Semiconductor-Supply-Chains-Policy-Brief.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-4705.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-4705.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-4705.md,749350,84c6d98670014212d19b4dadc3410ae62d41eb1c4e7f6d347db7ecc82b46b1ac,71,163952,官方PDF已保存并校验,,2026-08-22
C-CSET-4708,4708,2021-01-22,W2,CSET原创研究报告,The Semiconductor Supply Chain,作者/项目正式研究,人工智能与算力；技术转移与出口管制,正式报告涉华科技关键词命中,"Semiconductors are a key component in fueling scientific progress, promoting economic advancement, and ensuring national security. This issue brief summarizes each component of the semiconductor supply chain and where the United States and its allies possess the greatest leverage. A related policy brief, “Securing Semiconductor Supply Chains,” recommends policy actions to ensure the United States maintains this leverage and uses it to promote the beneficial use of emerging technologies, such as artificial intelligence.",https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/,https://cset.georgetown.edu/wp-content/uploads/The-Semiconductor-Supply-Chain-Issue-Brief-1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-4708.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-4708.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-4708.md,4379560,319d942ba53468a6d5af97c9e46f6134fda2bf03958237e966bdc8c9cc8098ff,98,196862,官方PDF已保存并校验,,2026-08-22
C-CSET-4746,4746,2021-01-25,W2,CSET原创研究报告,China’s STI Operations,作者/项目正式研究,科技人才与科研安全；国家创新体系与产业政策,正式报告涉华科技关键词命中,"Open source intelligence (OSINT) and science and technology intelligence (STI) are realized differently in the United States and China, China putting greater value on both. In the United States’ understanding, OSINT “enables” classified reporting, while in China it is the intelligence of first resort. This contrast extends to STI which has a lower priority in the U.S. system, whereas China and its top leaders personally lavish great attention on STI and rely on it for national decisions. Establishing a “National S&T Analysis Center” within the U.S. government could help to address these challenges.",https://cset.georgetown.edu/publication/chinas-sti-operations/,https://cset.georgetown.edu/wp-content/uploads/CSET-Chinas-STI-Operations.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-4746.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-4746.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-4746.md,1532803,79b8f91aac4f45bcd6552648f4e25663a6894f96f69c63b5f9763670784f57e1,62,119398,官方PDF已保存并校验,,2026-08-22
C-CSET-4841,4841,2021-02-14,W2,CSET原创研究报告,Assessing the Scope of U.S. Visa Restrictions on Chinese Students,作者/项目正式研究,科技人才与科研安全；军民融合与国防科技；数字治理与网络安全,正式报告涉华科技关键词命中,"In May 2020, the White House announced it would deny visas to Chinese graduate students and researchers who are affiliated with organizations that implement or support China’s military-civil fusion strategy. The authors discuss several ways this policy might be implemented. Based on Chinese and U.S. policy documents and data sources, they estimate that between three and five thousand Chinese students might be prevented from entering U.S. graduate programs each year.",https://cset.georgetown.edu/publication/assessing-the-scope-of-u-s-visa-restrictions-on-chinese-students/,https://cset.georgetown.edu/wp-content/uploads/CSET-Assessing-the-Scope-of-U.S.-Visa-Restrictions-on-Chinese-Students.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-4841.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-4841.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-4841.md,317144,f7a1c10e0e6c335595eba2f748843f8b192ae9ac6fea5d2f3014530b7ee8ea5b,37,80145,官方PDF已保存并校验,,2026-08-22
C-CSET-5200,5200,2021-03-08,W2,CSET原创研究报告,"Academics, AI, and APTs",作者/项目正式研究,人工智能与算力；军民融合与国防科技；数字治理与网络安全,正式报告涉华科技关键词命中,"Six Chinese universities have relationships with Advanced Persistent Threat (APT) hacking teams. Their activities range from recruitment to running cyber operations. These partnerships, themselves a case study in military-civil fusion, allow state-sponsored hackers to quickly move research from the lab to the field. This report examines these universities’ relationships with known APTs and analyzes the schools’ AI/ML research that may translate to future operational capabilities.",https://cset.georgetown.edu/publication/academics-ai-and-apts/,https://cset.georgetown.edu/wp-content/uploads/CSET-Academics-AI-and-APTs.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5200.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5200.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-5200.md,523071,0a8129f4abd8aff7abd544fcdac9d22895f43f0c907fd26b38ee6d2e23000bb0,36,71893,官方PDF已保存并校验,,2026-08-22
C-CSET-5208,5208,2021-03-10,W2,CSET原创研究报告,Chinese Government Guidance Funds,作者/项目正式研究,人工智能与算力；国家创新体系与产业政策,正式报告涉华科技关键词命中,"The Chinese government is pouring money into public-private investment funds, known as guidance funds, to advance China’s strategic and emerging technologies, including artificial intelligence. These funds are mobilizing massive amounts of capital from public and private sources—prompting both concern and skepticism among outside observers. This overview presents essential findings from our full-length report on these funds, analyzing the guidance fund model, its intended benefits and weaknesses, and its long-term prospects for success.",https://cset.georgetown.edu/publication/chinese-government-guidance-funds/,https://cset.georgetown.edu/wp-content/uploads/CSET-Chinese-Government-Guidance-Funds.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5208.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5208.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-5208.md,202981,f9cb439947514461077c2355d10658f370799cdf03b16ca674ecbf576355292c,10,17625,官方PDF已保存并校验,,2026-08-22
C-CSET-5212,5212,2021-03-10,W2,CSET原创研究报告,Understanding Chinese Government Guidance Funds,作者/项目正式研究,人工智能与算力；国家创新体系与产业政策,正式报告涉华科技关键词命中,"China’s government is using public-private investment funds, known as guidance funds, to deploy massive amounts of capital in support of strategic and emerging technologies, including artificial intelligence. Drawing exclusively on Chinese-language sources, this report explores how guidance funds raise and deploy capital, manage their investment, and interact with public and private actors. The guidance fund model is no silver bullet, but it has many advantages over traditional industrial policy mechanisms.",https://cset.georgetown.edu/publication/understanding-chinese-government-guidance-funds/,https://cset.georgetown.edu/wp-content/uploads/CSET-Understanding-Chinese-Government-Guidance-Funds.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5212.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5212.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-5212.md,723376,09e43e43950c11bcfe386310e76a58669adda99082cac8257613f312fcb15bea,89,161174,官方PDF已保存并校验,,2026-08-22
C-CSET-5275,5275,2021-03-16,W2,CSET原创研究报告,Lessons from Stealth for Emerging Technologies,作者/项目正式研究,军民融合与国防科技,正式报告涉华科技关键词命中,"Stealth technology was one of the most decisive developments in military aviation in the last 50 years. With U.S. technological leadership now under challenge, especially from China, this issue brief derives several lessons from the history of Stealth to guide current policymakers. The example of Stealth shows how the United States produced one critical technology in the past and how it might produce others today.",https://cset.georgetown.edu/publication/lessons-from-stealth-for-emerging-technologies/,https://cset.georgetown.edu/wp-content/uploads/CSET-Lessons-from-Stealth-for-Emerging-Technologies.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5275.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5275.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-5275.md,274796,75dbd14851c6aab6b44f0596cfdae6763ce1212694e48cec570eb7ca8e96e0b5,32,65469,官方PDF已保存并校验,,2026-08-22
C-CSET-5319,5319,2021-03-17,W2,涉华科技政策证词,Testimony Before Senate Foreign Relations Committee,作者政策证词,人工智能与算力,China主题下的科技政策证词,"CSET Research Fellow Saif M. Khan testified before the Senate Foreign Relations Committee for its hearing, “Advancing Effective U.S. Policy for Strategic Competition with China in the Twenty-First Century.” Khan spoke to the importance of U.S. leadership in semiconductor and artificial intelligence technology.",https://cset.georgetown.edu/publication/testimony-before-senate-foreign-relations-committee/,https://cset.georgetown.edu/wp-content/uploads/SFRC-Testimony-Saif-Khan.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5319.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5319.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-5319.md,135468,67f34732d060955c81a16b8db3674628c9318121d4798201034389e989827528,4,12358,官方PDF已保存并校验,,2026-08-22
C-CSET-5350,5350,2021-03-19,W2,涉华科技政策证词,Zachary Arnold’s Testimony Before the U.S. China Economic and Security Review Commission,作者政策证词,军民融合与国防科技；国家创新体系与产业政策,China主题下的科技政策证词,CSET Research Fellow Zachary Arnold testified before the U.S.-China Economic and Security Review Commission hearing on “U.S. Investment in China’s Capital Markets and Military-Industrial Complex.” Arnold discussed discuss China’s use of financial capital flows and the state’s prominent role in allocating capital to specific firms and sectors.,https://cset.georgetown.edu/publication/zachary-arnolds-testimony-before-the-u-s-china-economic-and-security-review-commission/,https://cset.georgetown.edu/wp-content/uploads/Arnold_Testimony.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-5350.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-5350.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-5350.md,396925,4b5ba3896de439cf7fda69ef6149d209212af54883c5320ecac3c579f2d3e124,20,61335,官方PDF已保存并校验,,2026-08-22
