报告ID,统一目录报告ID,WordPress记录ID,发布日期,报告名称,官方类型,科技创新相关度,中国直接信号,官方落地页,页面摘要,资料层级,全文策略,采集日期
C-FAS-2023-118TH-CONGRESS-BIOECONOMY-HEALTH-SECURITY,C-FAS-2023-118TH-CONGRESS-BIOECONOMY-HEALTH-SECURITY,4682,2023-01-12,118th Congress: Bioeconomy & Health Security,Report,语境,否,https://fas.org/publication/118th-congress-bioeconomy-health-security/,"For the United States, the economic, societal, and national security benefits of the life sciences are vast. The U.S. bioeconomy – the part of the economy driven by the life sciences and biotech, and enabled by engineering, computing, and information science – is valued at over $950 billion. Life sciences research leads to cleaner crops […]",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-118TH-CONGRESS-EDUCATION-WORKFORCE,C-FAS-2023-118TH-CONGRESS-EDUCATION-WORKFORCE,4683,2023-01-12,118th Congress: Education & Workforce,Report,语境,否,https://fas.org/publication/118th-congress-education-workforce/,"Amid growing global competition in emerging technologies, increasing adoption of automation and artificial intelligence, and economic and national security trends upended by the pandemic, the United States is facing a generational challenge. In the labor market, major shifts that were once the product of future-casting are now squarely upon us, demanding a strategic approach to […]",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-118TH-CONGRESS-EMERGING-TECH-COMPETITIVENESS,C-FAS-2023-118TH-CONGRESS-EMERGING-TECH-COMPETITIVENESS,4678,2023-01-12,118th Congress: Emerging Tech & Competitiveness,Report,核心,是,https://fas.org/publication/118th-congress-emerging-tech-competitiveness/,"Global competition for advanced technology leadership is fierce. China continues to build scholarship capacity across science and engineering disciplines, has surpassed the United States in knowledge- and technology-intensive manufacturing, and is hot on American heels for the global lead in R&D investment. In the U.S., domestic manufacturing jobs have enjoyed a recent surge, but the […]",FAS官方WordPress Reports/Policy Memos元数据,已进入精选全文；按本地官方HTML正文、清洗文本和切片调用,2026-08-23
C-FAS-2023-118TH-CONGRESS-ENSURING-ENERGY-SECURITY,C-FAS-2023-118TH-CONGRESS-ENSURING-ENERGY-SECURITY,4679,2023-01-12,118th Congress: Ensuring Energy Security,Report,语境,否,https://fas.org/publication/118th-congress-ensuring-energy-security/,"Recent crises, such as the pandemic and the Russia-Ukraine war, have led to volatile fossil fuel prices and raised national concerns about energy security. The growing frequency of blackouts across the country due to extreme weather points to an increasingly vulnerable and aging electric grid. Grid capacity right now is incapable of supporting the rapid […]",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-118TH-CONGRESS-INFRASTRUCTURE,C-FAS-2023-118TH-CONGRESS-INFRASTRUCTURE,4680,2023-01-12,118th Congress: Infrastructure,Report,支撑,否,https://fas.org/publication/118th-congress-infrastructure/,"America’s infrastructure is in disrepair and our transportation system has failed to keep pace with usage, technology and maintenance needs. As a result, 43% of public roadways are in poor or mediocre condition, roadway fatalities reached nearly 43,000 last year, and logistics and supply chain systems are ill-prepared for the increasing stresses caused by pandemics, […]",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-118TH-CONGRESS-NATIONAL-SECURITY,C-FAS-2023-118TH-CONGRESS-NATIONAL-SECURITY,4681,2023-01-12,118th Congress: National Security,Report,语境,是,https://fas.org/publication/118th-congress-national-security/,"The 21st century will be shaped by the US-China strategic competition. The United States and China are locked in a battle for global power, influence, and resources, and are fighting for control of the world’s most important geopolitical regions, including the Indo-Pacific and Africa. They are also vying for leadership in cutting-edge technologies such as […]",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-118TH-CONGRESS-RESILIENT-AGRICULTURE-SOCIETY-ENVIRONMENT,C-FAS-2023-118TH-CONGRESS-RESILIENT-AGRICULTURE-SOCIETY-ENVIRONMENT,4684,2023-01-12,"118th Congress: Resilient Agriculture, Society & Environment",Report,语境,否,https://fas.org/publication/118th-congress-resilient-agriculture-society-environment/,"Over the past several years, instability has been a national and global constant. The COVID-19 pandemic upended supply chains and production systems. Floods, hurricanes, heat waves, droughts, and fires have imposed catastrophic consequences and forced people to reconsider where they can safely live. Russia’s war with Ukraine and other geopolitical conflicts have forced countries around […]",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-118TH-CONGRESS,C-FAS-2023-118TH-CONGRESS,4677,2023-01-12,Science and Innovation in the 118th Congress,Report,核心,否,https://fas.org/publication/118th-congress/,"To help seed the ground for bipartisan progress, we’ve put together a menu of the best policy ideas on a range of critical topics.",FAS官方WordPress Reports/Policy Memos元数据,已进入精选全文；按本地官方HTML正文、清洗文本和切片调用,2026-08-23
C-FAS-2023-ACCELERATING-BIOINDUSTRY-THROUGH-RESEARCH-INNOVATION-AND-TRANSLATION,C-FAS-2023-ACCELERATING-BIOINDUSTRY-THROUGH-RESEARCH-INNOVATION-AND-TRANSLATION,17253,2023-01-20,"Accelerating Bioindustry Through Research, Innovation, and Translation",Policy Memo,支撑,否,https://fas.org/publication/accelerating-bioindustry-through-research-innovation-and-translation/,"Streamlined funding of open and cross-disciplinary research, prize and challenge mechanisms, and market shaping through innovative procurement have all proven highly effective in the face of market failures and applied technology gaps like those seen in our bioindustry.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-ADVANCING-THE-U-S-BIOINDUSTRIAL-PRODUCTION-SECTOR,C-FAS-2023-ADVANCING-THE-U-S-BIOINDUSTRIAL-PRODUCTION-SECTOR,17255,2023-01-20,Advancing the U.S. Bioindustrial Production Sector,Policy Memo,语境,否,https://fas.org/publication/advancing-the-u-s-bioindustrial-production-sector/,The U.S. government should create a Bio for America Program Office (BAPO) at the National Institute for Standards and Technology (NIST) to house a suite of initiatives that would lead to the creation of more well-paying U.S.-based biomanufacturing jobs and more.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-PROJECT-BOOST-A-BIOMANUFACTURING-TEST-FACILITY-NETWORK-FOR-BIOPROCESS-OPTIMIZATION-SCALING-AND-TRAINING,C-FAS-2023-PROJECT-BOOST-A-BIOMANUFACTURING-TEST-FACILITY-NETWORK-FOR-BIOPROCESS-OPTIMIZATION-SCALING-AND-TRAINING,17257,2023-01-23,"Project BOoST: A Biomanufacturing Test Facility Network for Bioprocess Optimization, Scaling, and Training",Policy Memo,语境,否,https://fas.org/publication/project-boost-a-biomanufacturing-test-facility-network-for-bioprocess-optimization-scaling-and-training/,The COVID-19 pandemic has highlighted the essential importance of biomanufacturing capabilities—extending to the geopolitical level—as well as the fragility of many supply chains and processes.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-ENABLING-FASTER-FUNDING-TIMELINES-IN-THE-NATIONAL-INSTITUTES-OF-HEALTH,C-FAS-2023-ENABLING-FASTER-FUNDING-TIMELINES-IN-THE-NATIONAL-INSTITUTES-OF-HEALTH,17259,2023-02-15,Enabling Faster Funding Timelines in the National Institutes of Health,Policy Memo,核心,否,https://fas.org/publication/enabling-faster-funding-timelines-in-the-national-institutes-of-health/,"The NIH funds the world’s most innovative biomedical research, but rising administrative burden is slowing down the speed of breakthroughs.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-USING-A-DIGITAL-JUSTICE-FRAMEWORK-TO-IMPROVE-DISASTER-PREPARATION-AND-RESPONSE,C-FAS-2023-USING-A-DIGITAL-JUSTICE-FRAMEWORK-TO-IMPROVE-DISASTER-PREPARATION-AND-RESPONSE,17261,2023-02-28,Improving Disaster Preparation and Response,Policy Memo,语境,否,https://fas.org/publication/using-a-digital-justice-framework-to-improve-disaster-preparation-and-response/,"Reliable internet access is a key tool for connecting communities and coordinating disaster preparation and relief, yet 21 million Americans lack connectivity. Congress and the Biden administration can adopt a framework for digital justice that focuses on improving digital and climate literacy.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-CREATING-EQUITABLE-OUTCOMES-FROM-GOVERNMENT-SERVICES-THROUGH-RADICAL-PARTICIPATION,C-FAS-2023-CREATING-EQUITABLE-OUTCOMES-FROM-GOVERNMENT-SERVICES-THROUGH-RADICAL-PARTICIPATION,17268,2023-03-01,Creating Equitable Outcomes from Government Services through Radical Participation,Policy Memo,核心,否,https://fas.org/publication/creating-equitable-outcomes-from-government-services-through-radical-participation/,"The Biden-Harris Administration should issue an executive order to embed Radical Participatory Design (RPD) into the design and development of all government policies, products, and services, and to require all federally-funded research to use Radical Participatory Research (RPR).",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-MODERNIZING-ENFORCEMENT-OF-THE-CIVIL-RIGHTS-ACTTO-MITIGATE-ALGORITHMIC-HARM-IN-DETERMININGFEDERAL-BENEFIT,C-FAS-2023-MODERNIZING-ENFORCEMENT-OF-THE-CIVIL-RIGHTS-ACTTO-MITIGATE-ALGORITHMIC-HARM-IN-DETERMININGFEDERAL-BENEFIT,17264,2023-03-01,Modernizing Enforcement of the Civil Rights Act to Mitigate Algorithmic Harm in Determining Federal Benefits,Policy Memo,语境,否,https://fas.org/publication/modernizing-enforcement-of-the-civil-rights-actto-mitigate-algorithmic-harm-in-determiningfederal-benefits/,Algorithmic systems are inescapable in modern life. The DOJ should modernize the enforcement of Title VI of the Civil Rights Act to guide effective corrective action for algorithmic systems that produce discriminatory outcomes with regard to federal benefits.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-PROTECTING-CIVIL-RIGHTS-ORGANIZATIONS-AND-ACTIVISTS-A-POLICY-ADDRESSING-THE-GOVERNMENTS-USE-OF-SURVEILLAN,C-FAS-2023-PROTECTING-CIVIL-RIGHTS-ORGANIZATIONS-AND-ACTIVISTS-A-POLICY-ADDRESSING-THE-GOVERNMENTS-USE-OF-SURVEILLAN,17266,2023-03-01,Protecting Civil Rights Organizations and Activists: A Policy Addressing the Government’s Use of Surveillance Tools,Policy Memo,语境,否,https://fas.org/publication/protecting-civil-rights-organizations-and-activists-a-policy-addressing-the-governments-use-of-surveillance-tools/,"Law enforcement agencies in the US regularly deploy surveillance tactics to monitor the online activity of individuals and organizations, leaving the public in the dark about how this data is used and stored. Korica Simon offers a set of actions that federal agencies and Congress should implement to preserve the public’s constitutional rights.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-HOW-TO-OPERATION-WARP-SPEED,C-FAS-2023-HOW-TO-OPERATION-WARP-SPEED,17270,2023-03-20,How to Replicate the Success of Operation Warp Speed,Policy Memo,语境,否,https://fas.org/publication/how-to-operation-warp-speed/,"Operation Warp Speed’s unique success is thanks to strong public-private partnerships, effective coordination, and structured leadership. Here’s how to replicate the OWS model for future success.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-MEETING-AGRICULTURAL-SUSTAINABILITY-GOALS-BY-INCREASING-FEDERAL-FUNDING-FOR-RESEARCH-ON-GENETICALLY-ENGIN,C-FAS-2023-MEETING-AGRICULTURAL-SUSTAINABILITY-GOALS-BY-INCREASING-FEDERAL-FUNDING-FOR-RESEARCH-ON-GENETICALLY-ENGIN,17272,2023-03-24,Meeting Agricultural Sustainability Goals by Increasing Federal Funding for Research on Genetically Engineered Organisms,Policy Memo,核心,否,https://fas.org/publication/meeting-agricultural-sustainability-goals-by-increasing-federal-funding-for-research-on-genetically-engineered-organisms/,The U.S. should increase funding on genetically-engineered organisms to power agricultural sustainability and resiliency.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-ALIGNING-REGIONAL-ECONOMIC-DEVELOPMENT-PLANS-WITH-FEDERAL-PRIORITIES,C-FAS-2023-ALIGNING-REGIONAL-ECONOMIC-DEVELOPMENT-PLANS-WITH-FEDERAL-PRIORITIES,17274,2023-03-27,Aligning Regional Economic Development Plans with Federal Priorities,Policy Memo,核心,否,https://fas.org/publication/aligning-regional-economic-development-plans-with-federal-priorities/,"Economic innovation requires more sophisticated, focused, and better supported local economic planning. Here’s how to achieve it.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-ALGORITHMIC-TRANSPARENCY-REQUIREMENTS-FOR-LENDING-PLATFORMS-USING-AUTOMATED-DECISION-SYSTEMS,C-FAS-2023-ALGORITHMIC-TRANSPARENCY-REQUIREMENTS-FOR-LENDING-PLATFORMS-USING-AUTOMATED-DECISION-SYSTEMS,17279,2023-04-04,Algorithmic Transparency Requirements for Lending Platforms Using Automated Decision Systems,Policy Memo,语境,否,https://fas.org/publication/algorithmic-transparency-requirements-for-lending-platforms-using-automated-decision-systems/,"Over the past decade, algorithmic decision-making has increasingly impacted the lives of American consumers, and now is the time to ensure lending models offered by private companies are fair and transparent.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-SCALING-HIGH-IMPACT-SOLUTIONS-IN-GLOBAL-HEALTH-SUPPLY-CHAINS-WITH-MARKET-SHAPING-MECHANISMS,C-FAS-2023-SCALING-HIGH-IMPACT-SOLUTIONS-IN-GLOBAL-HEALTH-SUPPLY-CHAINS-WITH-MARKET-SHAPING-MECHANISMS,17281,2023-04-06,Scaling High-Impact Solutions with a Market-Shaping Mechanism for Global Health Supply Chains,Policy Memo,核心,否,https://fas.org/publication/scaling-high-impact-solutions-in-global-health-supply-chains-with-market-shaping-mechanisms/,"Development aid can support local businesses, improve outcomes, and cut costs. Here’s how a Supply Chain Commercialization Fund can work with the private sector and build resilient health supply chains in Africa.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-ENSURING-RACIAL-EQUITY-IN-FEDERAL-PROCUREMENT-AND-USE-OF-ARTIFICIAL-INTELLIGENCE,C-FAS-2023-ENSURING-RACIAL-EQUITY-IN-FEDERAL-PROCUREMENT-AND-USE-OF-ARTIFICIAL-INTELLIGENCE,17283,2023-04-07,Ensuring Fairness in Federal Procurement and Use of Artificial Intelligence,Policy Memo,支撑,否,https://fas.org/publication/ensuring-racial-equity-in-federal-procurement-and-use-of-artificial-intelligence/,"In order to ensure that agency use of AI tools is legal, effective, and equitable, the Biden-Harris Administration should establish a Federal Artificial Intelligence Program to govern the procurement of algorithmic technology.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-CREATING-AUDITING-TOOLS-FOR-AI-EQUITY,C-FAS-2023-CREATING-AUDITING-TOOLS-FOR-AI-EQUITY,5515,2023-04-11,Creating Auditing Tools for AI Equity,Policy Memo,核心,否,https://fas.org/publication/creating-auditing-tools-for-ai-equity/,"To address problems of algorithmic harm, the National Institute of Standards and Technology (NIST) should invest in the development of comprehensive AI auditing tools, and federal agencies with the charge of protecting civil rights and liberties should collaborate with NIST to develop these tools and push for comprehensive system audits.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-SUPPORTING-HISTORICALLY-DISADVANTAGED-WORKERS-THROUGH-A-NATIONAL-BARGAINING-IN-GOOD-FAITH-FUND,C-FAS-2023-SUPPORTING-HISTORICALLY-DISADVANTAGED-WORKERS-THROUGH-A-NATIONAL-BARGAINING-IN-GOOD-FAITH-FUND,5526,2023-04-11,Supporting Historically Disadvantaged Workers through a National Bargaining in Good Faith Fund,Policy Memo,语境,否,https://fas.org/publication/supporting-historically-disadvantaged-workers-through-a-national-bargaining-in-good-faith-fund/,"People working in the gig economy, tech supply chain, and other automation-adjacent roles face a huge barrier to unionizing their workplaces. These roles, which are among the fastest-growing segments of the U.S. economy, are overwhelmingly filled by BIPOC workers. The Biden-Harris Administration can promote racial equity and support low-wage BIPOC workers’ unionization efforts by creating a National Bargaining in Good Faith Fund.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-LEVERAGING-PHARMACOECONOMICS-AND-ADVANCE-MARKET-COMMITMENTS-TO-REDUCE-HEALTHCARE-EXPENDITURES,C-FAS-2023-LEVERAGING-PHARMACOECONOMICS-AND-ADVANCE-MARKET-COMMITMENTS-TO-REDUCE-HEALTHCARE-EXPENDITURES,20767,2023-04-17,Leveraging Pharmacoeconomics and Advance Market Commitments to Reduce Healthcare Expenditures,Policy Memo,核心,否,https://fas.org/publication/leveraging-pharmacoeconomics-and-advance-market-commitments-to-reduce-healthcare-expenditures/,"Summary By establishing a self-sustaining fund to incentivize pharmaceutical companies to develop new and improved treatment protocols using low-cost, off-patent and unmonopolizable therapies, billions of dollars in cost savings could be realized by US government payers and health insurers in a financially “de-risked” manner while improving quality of care —truly a win/win opportunity. Currently, pharmaceutical companies […]",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-WILDLAND-FIRE-POLICY-RECOMMENDATIONS,C-FAS-2023-WILDLAND-FIRE-POLICY-RECOMMENDATIONS,17717,2023-04-24,Wildland Fire Policy Recommendations,Report,核心,否,https://fas.org/publication/wildland-fire-policy-recommendations/,"The U.S. response to wildland fire can be better informed by science, evidence, and Indigenous perspectives.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-TRANSFORMING-ON-DEMAND-MEDICAL-OXYGEN-INFRASTRUCTURE-TO-IMPROVE-ACCESS-AND-MORTALITY-RATES,C-FAS-2023-TRANSFORMING-ON-DEMAND-MEDICAL-OXYGEN-INFRASTRUCTURE-TO-IMPROVE-ACCESS-AND-MORTALITY-RATES,19555,2023-05-01,Transforming On-Demand Medical Oxygen Infrastructure to Improve Access and Mortality Rates,Policy Memo,支撑,否,https://fas.org/publication/transforming-on-demand-medical-oxygen-infrastructure-to-improve-access-and-mortality-rates/,Investing in oxygen as a utility through on-demand infrastructure can improve access and mortality rates globally. Healthcare experts propose how an international coalition led by USAID can transform the medical oxygen marketplaces of low- and middle-income countries to ensure every patient has the oxygen they need.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-CREATING-A-FAIR-WORK-OMBUDSMAN-TO-BOLSTER-PROTECTIONS-FOR-GIG-WORKERS,C-FAS-2023-CREATING-A-FAIR-WORK-OMBUDSMAN-TO-BOLSTER-PROTECTIONS-FOR-GIG-WORKERS,19732,2023-05-02,Creating a Fair Work Ombudsman to Bolster Protections for Gig Workers,Policy Memo,语境,否,https://fas.org/publication/creating-a-fair-work-ombudsman-to-bolster-protections-for-gig-workers/,"A large portion of gig workers are people of color, and the nature of their temporary and largely unregulated work can leave them vulnerable to economic instability and workplace abuse. To increase protections for fair work, the Department of Labor should create an Office of the Ombudsman for Fair Work.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-ESTABLISHING-AN-AI-CENTER-OF-EXCELLENCE-TO-ADDRESS-MATERNAL-HEALTH-DISPARITIES,C-FAS-2023-ESTABLISHING-AN-AI-CENTER-OF-EXCELLENCE-TO-ADDRESS-MATERNAL-HEALTH-DISPARITIES,19727,2023-05-02,Establishing an AI Center of Excellence to Address Maternal Health Disparities,Policy Memo,核心,否,https://fas.org/publication/establishing-an-ai-center-of-excellence-to-address-maternal-health-disparities/,"Maternal mortality is a crisis in the United States. The Biden-Harris Administration should establish an AI Center of Excellence to bring together data sources and then analyze, diagnose, and address maternal health disparities, all while demonstrating trustworthy and responsible AI principles.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-NUCLEAR-NOTEBOOK-RUSSIAN-NUCLEAR-WEAPONS-2023,C-FAS-2023-NUCLEAR-NOTEBOOK-RUSSIAN-NUCLEAR-WEAPONS-2023,21502,2023-05-08,"Nuclear Notebook: Russian Nuclear Weapons, 2023",Report,语境,否,https://fas.org/publication/nuclear-notebook-russian-nuclear-weapons-2023/,"The FAS Nuclear Notebook is one of the most widely sourced reference materials worldwide for reliable information about the status of nuclear weapons, and has been published in the Bulletin of the Atomic Scientists since 1987. The Nuclear Notebook is researched and written by the staff of the Federation of American Scientists’ Nuclear Information Project: Director Hans […]",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-VISA-INTERVIEW-WAIVERS-AFTER-COVID,C-FAS-2023-VISA-INTERVIEW-WAIVERS-AFTER-COVID,21211,2023-05-11,Visa Interview Waivers after COVID,Policy Memo,语境,否,https://fas.org/publication/visa-interview-waivers-after-covid/,"Even though the COVID emergency is over, personal appearance waivers should be a standing policy in low risk cases.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-ACCELERATING-BIOMANUFACTURING-AND-PRODUCING-COST-EFFECTIVE-AMINO-ACIDS-THROUGH-A-GRAND-CHALLENGE,C-FAS-2023-ACCELERATING-BIOMANUFACTURING-AND-PRODUCING-COST-EFFECTIVE-AMINO-ACIDS-THROUGH-A-GRAND-CHALLENGE,21226,2023-05-15,Accelerating Biomanufacturing and Producing Cost-Effective Amino Acids through a Grand Challenge,Policy Memo,语境,否,https://fas.org/publication/accelerating-biomanufacturing-and-producing-cost-effective-amino-acids-through-a-grand-challenge/,"Amino acids are essential but costly inputs for large-scale bioproduction. Federal funding can incentivize scalable production, cutting these costs in half.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-ADDRESSING-ONLINE-HARASSMENT-AND-ABUSE-THROUGH-A-COLLABORATIVE-DIGITAL-HUB,C-FAS-2023-ADDRESSING-ONLINE-HARASSMENT-AND-ABUSE-THROUGH-A-COLLABORATIVE-DIGITAL-HUB,21219,2023-05-16,Addressing Online Harassment and Abuse through a Collaborative Digital Hub,Policy Memo,语境,否,https://fas.org/publication/addressing-online-harassment-and-abuse-through-a-collaborative-digital-hub/,"The authors propose that the White House Task Force to Address Online Harassment and Abuse convene government actors, civil society organizations, and industry representatives to create an Anti-Online Harassment (AOH) Hub to improve and standardize responses to online harassment and to provide evidence-based recommendations to the Task Force.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-BUILDING-A-NATIONAL-NETWORK-OF-COMPOSITE-PIPES-TO-REDUCE-GREENHOUSE-GAS-EMISSIONS,C-FAS-2023-BUILDING-A-NATIONAL-NETWORK-OF-COMPOSITE-PIPES-TO-REDUCE-GREENHOUSE-GAS-EMISSIONS,21648,2023-05-22,Building a National Network of Composite Pipes to Reduce Greenhouse Gas Emissions,Policy Memo,语境,否,https://fas.org/publication/building-a-national-network-of-composite-pipes-to-reduce-greenhouse-gas-emissions/,"The U.S. would need 65,000 miles of pipeline to achieve net-zero emissions by 2050. Here’s how the Biden Administration can expanding the use of low-emission, composite materials to support a net-zero vision.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-INCREASING-ACCESS-TO-CAPITAL-BY-EXPANDING-SBAS-SECONDARY-MARKET-CAPACITY,C-FAS-2023-INCREASING-ACCESS-TO-CAPITAL-BY-EXPANDING-SBAS-SECONDARY-MARKET-CAPACITY,22052,2023-05-25,Increasing Access to Capital by Expanding SBA’s Secondary Market Capacity,Policy Memo,支撑,否,https://fas.org/publication/increasing-access-to-capital-by-expanding-sbas-secondary-market-capacity/,Interagency Community Investment Committee agencies should partner with the Small Business Administration to use their existing authority and infrastructure to pilot a secondary market for their securitized debt instruments.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-STRENGTHENING-THE-U-S-BIOMANUFACTURING-SECTOR-THROUGH-STANDARDIZATION,C-FAS-2023-STRENGTHENING-THE-U-S-BIOMANUFACTURING-SECTOR-THROUGH-STANDARDIZATION,22173,2023-06-01,Strengthening the U.S. Biomanufacturing Sector Through Standardization,Policy Memo,核心,否,https://fas.org/publication/strengthening-the-u-s-biomanufacturing-sector-through-standardization/,The U.S. is facing a shortage in both pilot-scale and manufacturing-scale biomanufacturing facilities that severely hinders product development and commercialization.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-APPLYING-ARPA-I-A-PROVEN-MODEL-FOR-TRANSPORTATION-INFRASTRUCTURE,C-FAS-2023-APPLYING-ARPA-I-A-PROVEN-MODEL-FOR-TRANSPORTATION-INFRASTRUCTURE,22228,2023-06-06,Applying ARPA-I: A Proven Model for Transportation Infrastructure,Report,语境,否,https://fas.org/publication/applying-arpa-i-a-proven-model-for-transportation-infrastructure/,"ARPA-I is the newest addition to a long line of successful ARPAs that continue to deliver breakthrough innovations across the defense, intelligence, energy, and health sectors.",FAS官方WordPress Reports/Policy Memos元数据,已进入精选全文；按本地官方HTML正文、清洗文本和切片调用,2026-08-23
C-FAS-2023-INCREASING-NATIONAL-RESILIENCE-THROUGH-AN-OPEN-DISASTER-DATA-INITIATIVE,C-FAS-2023-INCREASING-NATIONAL-RESILIENCE-THROUGH-AN-OPEN-DISASTER-DATA-INITIATIVE,22338,2023-06-08,Increasing National Resilience through an Open Disaster Data Initiative,Policy Memo,语境,否,https://fas.org/publication/increasing-national-resilience-through-an-open-disaster-data-initiative/,"Inconsistent data collection makes disaster resilience more challenging than it needs to be. By opening up and making this data consistent, the Biden-Harris Administration can change the way we prepare and mitigate disaster for the better.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
