主题标签,科技关联层级,报告ID,发布日期,观察窗,报告名称,资料角色,本地原始资产,本地文本,官方落地页,本地状态
供应链、技术管制与经济安全,核心科技直接材料,C-MERICS-9926655DB2,2023-05-09,W3,EV battery investments cushion drop to decade low: Chinese FDI in Europe 2022 Update,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-9926655DB2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-9926655DB2.txt,https://merics.org/en/report/ev-battery-investments-cushion-drop-decade-low-chinese-fdi-europe-2022-update,官方PDF已保存并校验
先进制造、机器人与交通技术,科技产业与经济安全基线,C-MERICS-2CA6F6D975,2023-06-29,W3,"Updating the EU action plan on China: De-risk, engage, coordinate",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-2CA6F6D975.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-2CA6F6D975.txt,https://merics.org/en/report/updating-eu-action-plan-china-de-risk-engage-coordinate,官方PDF已保存并校验
生物、量子、航天与绿色技术,科技产业与经济安全基线,C-MERICS-2CA6F6D975,2023-06-29,W3,"Updating the EU action plan on China: De-risk, engage, coordinate",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-2CA6F6D975.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-2CA6F6D975.txt,https://merics.org/en/report/updating-eu-action-plan-china-de-risk-engage-coordinate,官方PDF已保存并校验
创新体系、科研与技术人才,科技产业与经济安全基线,C-MERICS-2CA6F6D975,2023-06-29,W3,"Updating the EU action plan on China: De-risk, engage, coordinate",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-2CA6F6D975.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-2CA6F6D975.txt,https://merics.org/en/report/updating-eu-action-plan-china-de-risk-engage-coordinate,官方PDF已保存并校验
供应链、技术管制与经济安全,科技产业与经济安全基线,C-MERICS-2CA6F6D975,2023-06-29,W3,"Updating the EU action plan on China: De-risk, engage, coordinate",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-2CA6F6D975.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-2CA6F6D975.txt,https://merics.org/en/report/updating-eu-action-plan-china-de-risk-engage-coordinate,官方PDF已保存并校验
人工智能、芯片与算力,科技产业与经济安全基线,C-MERICS-6DB880FFE2,2023-08-03,W3,"Accelerator state: How China fosters ""Little Giant"" companies",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-6DB880FFE2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-6DB880FFE2.txt,https://merics.org/en/report/accelerator-state-how-china-fosters-little-giant-companies,官方PDF已保存并校验
网络安全、数据与数字治理,科技产业与经济安全基线,C-MERICS-6DB880FFE2,2023-08-03,W3,"Accelerator state: How China fosters ""Little Giant"" companies",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-6DB880FFE2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-6DB880FFE2.txt,https://merics.org/en/report/accelerator-state-how-china-fosters-little-giant-companies,官方PDF已保存并校验
先进制造、机器人与交通技术,科技产业与经济安全基线,C-MERICS-6DB880FFE2,2023-08-03,W3,"Accelerator state: How China fosters ""Little Giant"" companies",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-6DB880FFE2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-6DB880FFE2.txt,https://merics.org/en/report/accelerator-state-how-china-fosters-little-giant-companies,官方PDF已保存并校验
生物、量子、航天与绿色技术,科技产业与经济安全基线,C-MERICS-6DB880FFE2,2023-08-03,W3,"Accelerator state: How China fosters ""Little Giant"" companies",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-6DB880FFE2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-6DB880FFE2.txt,https://merics.org/en/report/accelerator-state-how-china-fosters-little-giant-companies,官方PDF已保存并校验
创新体系、科研与技术人才,科技产业与经济安全基线,C-MERICS-6DB880FFE2,2023-08-03,W3,"Accelerator state: How China fosters ""Little Giant"" companies",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-6DB880FFE2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-6DB880FFE2.txt,https://merics.org/en/report/accelerator-state-how-china-fosters-little-giant-companies,官方PDF已保存并校验
供应链、技术管制与经济安全,科技产业与经济安全基线,C-MERICS-6DB880FFE2,2023-08-03,W3,"Accelerator state: How China fosters ""Little Giant"" companies",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-6DB880FFE2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-6DB880FFE2.txt,https://merics.org/en/report/accelerator-state-how-china-fosters-little-giant-companies,官方PDF已保存并校验
网络安全、数据与数字治理,核心科技直接材料,C-MERICS-420F869A46,2023-09-15,W3,Electric Shock: Interpreting China’s electric vehicle export boom,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-MERICS-420F869A46.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-MERICS-420F869A46.txt,https://merics.org/en/report/electric-shock-interpreting-chinas-electric-vehicle-export-boom,官方网页全文已保存
先进制造、机器人与交通技术,核心科技直接材料,C-MERICS-420F869A46,2023-09-15,W3,Electric Shock: Interpreting China’s electric vehicle export boom,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-MERICS-420F869A46.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-MERICS-420F869A46.txt,https://merics.org/en/report/electric-shock-interpreting-chinas-electric-vehicle-export-boom,官方网页全文已保存
先进制造、机器人与交通技术,科技产业与经济安全基线,C-MERICS-01DB422043,2023-10-26,W3,The sky is the limit: China's rise as a transportation superpower challenges the EU,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-01DB422043.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-01DB422043.txt,https://merics.org/en/report/sky-limit-chinas-rise-transportation-superpower-challenges-eu,官方PDF已保存并校验
生物、量子、航天与绿色技术,科技产业与经济安全基线,C-MERICS-01DB422043,2023-10-26,W3,The sky is the limit: China's rise as a transportation superpower challenges the EU,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-01DB422043.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-01DB422043.txt,https://merics.org/en/report/sky-limit-chinas-rise-transportation-superpower-challenges-eu,官方PDF已保存并校验
创新体系、科研与技术人才,科技产业与经济安全基线,C-MERICS-01DB422043,2023-10-26,W3,The sky is the limit: China's rise as a transportation superpower challenges the EU,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-01DB422043.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-01DB422043.txt,https://merics.org/en/report/sky-limit-chinas-rise-transportation-superpower-challenges-eu,官方PDF已保存并校验
供应链、技术管制与经济安全,科技产业与经济安全基线,C-MERICS-01DB422043,2023-10-26,W3,The sky is the limit: China's rise as a transportation superpower challenges the EU,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-01DB422043.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-01DB422043.txt,https://merics.org/en/report/sky-limit-chinas-rise-transportation-superpower-challenges-eu,官方PDF已保存并校验
人工智能、芯片与算力,核心科技直接材料,L-1429A64BC1,2023-11-16,W3,AI entanglements: Balancing risks and rewards of European-Chinese collaboration,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-1429A64BC1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-1429A64BC1.txt,https://merics.org/en/report/ai-entanglements-balancing-risks-and-rewards-european-chinese-collaboration,复用库内既有资产
先进制造、机器人与交通技术,核心科技直接材料,L-027001A761,2023-11-20,W3,Investigating state support for China’s medical technology companies,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-027001A761.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-027001A761.txt,https://merics.org/en/report/investigating-state-support-chinas-medical-technology-companies,复用库内既有资产
生物、量子、航天与绿色技术,核心科技直接材料,L-027001A761,2023-11-20,W3,Investigating state support for China’s medical technology companies,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-027001A761.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-027001A761.txt,https://merics.org/en/report/investigating-state-support-chinas-medical-technology-companies,复用库内既有资产
供应链、技术管制与经济安全,核心科技直接材料,L-027001A761,2023-11-20,W3,Investigating state support for China’s medical technology companies,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-027001A761.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-027001A761.txt,https://merics.org/en/report/investigating-state-support-chinas-medical-technology-companies,复用库内既有资产
网络安全、数据与数字治理,核心科技直接材料,C-MERICS-0829162960,2023-11-30,W3,Fragmenting cyberspace: The future of the internet in China,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-0829162960.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-0829162960.txt,https://merics.org/en/report/fragmenting-cyberspace-future-internet-china,官方PDF已保存并校验
生物、量子、航天与绿色技术,核心科技直接材料,C-MERICS-0829162960,2023-11-30,W3,Fragmenting cyberspace: The future of the internet in China,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-0829162960.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-0829162960.txt,https://merics.org/en/report/fragmenting-cyberspace-future-internet-china,官方PDF已保存并校验
网络安全、数据与数字治理,核心科技直接材料,L-53F144B9C0,2023-12-05,W3,China’s data management: Putting the party state in charge,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-53F144B9C0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-53F144B9C0.txt,https://merics.org/en/report/chinas-data-management-putting-party-state-charge,复用库内既有资产
先进制造、机器人与交通技术,科技产业与经济安全基线,C-MERICS-06162DF2B7,2024-02-02,W3,The world’s factory strikes back,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-06162DF2B7.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-06162DF2B7.txt,https://merics.org/en/report/worlds-factory-strikes-back,官方PDF已保存并校验
供应链、技术管制与经济安全,科技产业与经济安全基线,C-MERICS-06162DF2B7,2024-02-02,W3,The world’s factory strikes back,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-06162DF2B7.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-06162DF2B7.txt,https://merics.org/en/report/worlds-factory-strikes-back,官方PDF已保存并校验
先进制造、机器人与交通技术,核心科技直接材料,L-BB6FCEB300,2024-03-05,W3,Whole-of-nation innovation:  Does China’s socialist system give it an edge in science  and technology?,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-BB6FCEB300.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-BB6FCEB300.txt,https://merics.org/en/report/whole-nation-innovation-does-chinas-socialist-system-give-it-edge-science-and-technology,复用库内既有资产
创新体系、科研与技术人才,核心科技直接材料,L-BB6FCEB300,2024-03-05,W3,Whole-of-nation innovation:  Does China’s socialist system give it an edge in science  and technology?,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-BB6FCEB300.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-BB6FCEB300.txt,https://merics.org/en/report/whole-nation-innovation-does-chinas-socialist-system-give-it-edge-science-and-technology,复用库内既有资产
人工智能、芯片与算力,核心科技直接材料,L-F74A052FEB,2024-04-09,W3,Huawei is quietly dominating China’s semiconductor supply chain,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-F74A052FEB.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-F74A052FEB.txt,https://merics.org/en/report/huawei-quietly-dominating-chinas-semiconductor-supply-chain,复用库内既有资产
网络安全、数据与数字治理,核心科技直接材料,L-F74A052FEB,2024-04-09,W3,Huawei is quietly dominating China’s semiconductor supply chain,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-F74A052FEB.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-F74A052FEB.txt,https://merics.org/en/report/huawei-quietly-dominating-chinas-semiconductor-supply-chain,复用库内既有资产
供应链、技术管制与经济安全,核心科技直接材料,L-F74A052FEB,2024-04-09,W3,Huawei is quietly dominating China’s semiconductor supply chain,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-F74A052FEB.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-F74A052FEB.txt,https://merics.org/en/report/huawei-quietly-dominating-chinas-semiconductor-supply-chain,复用库内既有资产
创新体系、科研与技术人才,核心科技直接材料,L-06662E3F92,2024-04-23,W3,Where China stands in the global race for talent,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-06662E3F92.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-06662E3F92.txt,https://merics.org/en/report/where-china-stands-global-race-talent,复用库内既有资产
先进制造、机器人与交通技术,核心科技直接材料,L-61C99BBDA7,2024-04-29,W3,The accelerator state: Small firms join the fray of China’s techno-industrial drive,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-61C99BBDA7.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-61C99BBDA7.txt,https://merics.org/en/report/accelerator-state-small-firms-join-fray-chinas-techno-industrial-drive,复用库内既有资产
创新体系、科研与技术人才,核心科技直接材料,L-61C99BBDA7,2024-04-29,W3,The accelerator state: Small firms join the fray of China’s techno-industrial drive,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-61C99BBDA7.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-61C99BBDA7.txt,https://merics.org/en/report/accelerator-state-small-firms-join-fray-chinas-techno-industrial-drive,复用库内既有资产
人工智能、芯片与算力,核心科技直接材料,L-B9A158F303,2024-05-02,W3,China’s AI development model in an era of technological deglobalization,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-B9A158F303.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-B9A158F303.txt,https://merics.org/en/report/chinas-ai-development-model-era-technological-deglobalization,复用库内既有资产
创新体系、科研与技术人才,核心科技直接材料,L-B9A158F303,2024-05-02,W3,China’s AI development model in an era of technological deglobalization,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-B9A158F303.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-B9A158F303.txt,https://merics.org/en/report/chinas-ai-development-model-era-technological-deglobalization,复用库内既有资产
供应链、技术管制与经济安全,科技产业与经济安全基线,C-MERICS-3E9D1F50F6,2024-07-01,W3,National Perspectives on Europe’s de-risking from China,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-3E9D1F50F6.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-3E9D1F50F6.txt,https://merics.org/en/report/national-perspectives-europes-de-risking-china,官方PDF已保存并校验
人工智能、芯片与算力,科技产业与经济安全基线,L-5DD1239AFE,2024-08-08,W3,Keeping value chains at home,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-5DD1239AFE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-5DD1239AFE.txt,https://merics.org/en/report/keeping-value-chains-home,复用库内既有资产
网络安全、数据与数字治理,科技产业与经济安全基线,L-5DD1239AFE,2024-08-08,W3,Keeping value chains at home,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-5DD1239AFE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-5DD1239AFE.txt,https://merics.org/en/report/keeping-value-chains-home,复用库内既有资产
先进制造、机器人与交通技术,科技产业与经济安全基线,L-5DD1239AFE,2024-08-08,W3,Keeping value chains at home,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-5DD1239AFE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-5DD1239AFE.txt,https://merics.org/en/report/keeping-value-chains-home,复用库内既有资产
生物、量子、航天与绿色技术,科技产业与经济安全基线,L-5DD1239AFE,2024-08-08,W3,Keeping value chains at home,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-5DD1239AFE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-5DD1239AFE.txt,https://merics.org/en/report/keeping-value-chains-home,复用库内既有资产
创新体系、科研与技术人才,科技产业与经济安全基线,L-5DD1239AFE,2024-08-08,W3,Keeping value chains at home,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-5DD1239AFE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-5DD1239AFE.txt,https://merics.org/en/report/keeping-value-chains-home,复用库内既有资产
供应链、技术管制与经济安全,科技产业与经济安全基线,L-5DD1239AFE,2024-08-08,W3,Keeping value chains at home,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-5DD1239AFE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-5DD1239AFE.txt,https://merics.org/en/report/keeping-value-chains-home,复用库内既有资产
供应链、技术管制与经济安全,科技产业与经济安全基线,C-MERICS-2067EE9619,2024-10-01,W3,Growing asymmetry: Mapping the import dependencies in EU and US trade with China,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-2067EE9619.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-2067EE9619.txt,https://merics.org/en/report/growing-asymmetry-mapping-import-dependencies-eu-and-us-trade-china,官方PDF已保存并校验
供应链、技术管制与经济安全,科技产业与经济安全基线,C-MERICS-F38BF4477E,2024-10-31,W3,The Europe-China Resilience Audit: Insights for advancing European resilience,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-F38BF4477E.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-F38BF4477E.txt,https://merics.org/en/report/europe-china-resilience-audit-insights-advancing-eu-resilience,官方PDF已保存并校验
供应链、技术管制与经济安全,科技产业与经济安全基线,C-MERICS-5FE1C9C248,2024-10-31,W3,Profiling European countries' resilience towards China,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-3E9D1F50F6.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-3E9D1F50F6.txt,https://merics.org/en/report/profiling-european-countries-resilience-towards-china,关联既有官方PDF
技术地缘经济与欧洲对华政策,科技产业与经济安全基线,C-MERICS-66DBCAA414,2024-11-21,W3,China is the world’s factory – but less integrated  into the global economy than the US and Japan,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-66DBCAA414.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-66DBCAA414.txt,https://merics.org/en/report/china-worlds-factory-less-integrated-global-economy-us-and-japan,官方PDF已保存并校验
生物、量子、航天与绿色技术,核心科技直接材料,L-3C974B43E3,2024-12-12,W3,China’s long view on quantum tech has the US and EU playing catch-up,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-3C974B43E3.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-3C974B43E3.txt,https://merics.org/en/report/chinas-long-view-quantum-tech-has-us-and-eu-playing-catch,复用库内既有资产
供应链、技术管制与经济安全,科技产业与经济安全基线,C-MERICS-09B0D46381,2025-04-01,W3,Beyond overcapacity: Chinese-style modernization and the clash of economic models,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-09B0D46381.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-09B0D46381.txt,https://merics.org/en/report/beyond-overcapacity-chinese-style-modernization-and-clash-economic-models,官方PDF已保存并校验
生物、量子、航天与绿色技术,核心科技直接材料,C-MERICS-29FE461F7E,2025-04-24,W3,"Lab leader, market ascender: China's rise in biotechnology",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-29FE461F7E.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-29FE461F7E.txt,https://merics.org/en/report/lab-leader-market-ascender-chinas-rise-biotechnology,官方PDF已保存并校验
