报告ID,报告编号,发布日期,观察窗,日文题名,语言,报告类型,资料角色,科技关联层级,主题标签,官方落地页,官方PDF,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-CRDS-FY2022-XR-01,CRDS-FY2022-XR-01,2022-11-01,W3,日本語仮訳：グローバルな研究エコシステムにおけるインテグリティとセキュリティ　OECD科学技術産業ポリシーペーパー（130号）,日文,海外科技政策调查,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2022-XR-01.html,https://www.jst.go.jp/crds/pdf/2022/XR/CRDS-FY2022-XR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2022-XR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2022-XR-01.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2022-XR-01.md,1788940,1d8921bf4d6f064e944dcad73e8480fd8290563e0088c3766bfb83dfd7599303,70,119776,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2022-FR-02,CRDS-FY2022-FR-02,2023-03-01,W3,研究開発の俯瞰報告書　科学技術・イノベーション政策の国際動向（2023年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较；中国科技政策与能力比较,https://www.jst.go.jp/crds/report/CRDS-FY2022-FR-02.html,https://www.jst.go.jp/crds/pdf/2022/FR/CRDS-FY2022-FR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2022-FR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2022-FR-02.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2022-FR-02.md,13479525,200d704fb552f0bdd78a6631eb19f75756f587f91e60d194117370c8008138e0,327,547789,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2022-FR-03,CRDS-FY2022-FR-03,2023-03-01,W3,研究開発の俯瞰報告書　環境・エネルギー分野（2023年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2022-FR-03.html,https://www.jst.go.jp/crds/pdf/2022/FR/CRDS-FY2022-FR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2022-FR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2022-FR-03.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2022-FR-03.md,15040224,61948db52f74a0d3c14f7c7b042e32ef1ad7b7ba07b1067b2e11410c49bb8592,754,1411114,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2022-FR-04,CRDS-FY2022-FR-04,2023-03-01,W3,研究開発の俯瞰報告書　システム・情報科学技術分野（2023年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2022-FR-04.html,https://www.jst.go.jp/crds/pdf/2022/FR/CRDS-FY2022-FR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2022-FR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2022-FR-04.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2022-FR-04.md,14676490,ede99cf8367de4da0d8b0250725a2cbfe1a4580dea4286dece509a46e743ad39,706,1394656,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2022-FR-05,CRDS-FY2022-FR-05,2023-03-01,W3,研究開発の俯瞰報告書　ナノテクノロジー・材料分野（2023年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2022-FR-05.html,https://www.jst.go.jp/crds/pdf/2022/FR/CRDS-FY2022-FR-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2022-FR-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2022-FR-05.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2022-FR-05.md,10534090,08eade5a3e54838f22d1bb64099636666dab4f62f1b5db8c5608ce13d04f2d62,440,850691,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2022-FR-06,CRDS-FY2022-FR-06,2023-03-01,W3,研究開発の俯瞰報告書　ライフサイエンス・臨床医学分野（2023年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2022-FR-06.html,https://www.jst.go.jp/crds/pdf/2022/FR/CRDS-FY2022-FR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2022-FR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2022-FR-06.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2022-FR-06.md,10390593,b70cbcc45fd7fd98e1d7ecf27fd2cd1f8f39cd749560611f356160cf222d0ce0,542,1141737,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2022-FR-07,CRDS-FY2022-FR-07,2023-03-01,W3,研究開発の俯瞰報告書　日本の科学技術・イノベーション政策の動向（2023年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2022-FR-07.html,https://www.jst.go.jp/crds/pdf/2022/FR/CRDS-FY2022-FR-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2022-FR-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2022-FR-07.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2022-FR-07.md,8057439,de4e9267c79a64f0eea0a39d9ec700f428113359fcafa1eba4f279a51211b4d0,187,295897,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2022-RR-02,CRDS-FY2022-RR-02,2023-03-01,W3,我が国の産業競争力強化に資する工学基盤研究の今後の在り方　～日本とドイツの比較から～,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2022-RR-02.html,https://www.jst.go.jp/crds/pdf/2022/RR/CRDS-FY2022-RR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2022-RR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2022-RR-02.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2022-RR-02.md,17700968,a9392495ebbfce7376175822eb8bf3c3caa725205fa85c5c03332fa47203e03d,119,155825,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2022-RR-03,CRDS-FY2022-RR-03,2023-03-01,W3,拡張する研究開発エコシステム　研究資金・人材・インフラ・情報循環の変革に乗り出すアントレプレナーたち,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2022-RR-03.html,https://www.jst.go.jp/crds/pdf/2022/RR/CRDS-FY2022-RR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2022-RR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2022-RR-03.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2022-RR-03.md,3488528,dfb34359f23df4678f7a77090f3187763ceda3af4f2286b25f0b9d99c4b05126,59,94261,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2022-RR-04,CRDS-FY2022-RR-04,2023-03-01,W3,スタートアップエコシステムと大学　～技術分野、国の政策、大学の戦略の視点から～,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2022-RR-04.html,https://www.jst.go.jp/crds/pdf/2022/RR/CRDS-FY2022-RR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2022-RR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2022-RR-04.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2022-RR-04.md,9128228,44cc4fa2c61f03c14fd4a619896ccd55101b2dc37da240c0f386d9451035808d,87,117735,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2022-RR-05,CRDS-FY2022-RR-05,2023-03-01,W3,人文・社会科学の知に着目した国際比較　－社会課題解決型の研究・イノベーションに向けた基礎的調査－,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2022-RR-05.html,https://www.jst.go.jp/crds/pdf/2022/RR/CRDS-FY2022-RR-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2022-RR-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2022-RR-05.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2022-RR-05.md,6159177,7cdb5e95e8f0e2fe46bd231a8a7a05986af2c8d3abd1da4e1e27a0a81205cc12,89,153385,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2022-SP-04,CRDS-FY2022-SP-04,2023-03-01,W3,疲労破壊現象の包括的理解とその革新的な応用に向けた科学技術基盤の構築,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2022-SP-04.html,https://www.jst.go.jp/crds/pdf/2022/SP/CRDS-FY2022-SP-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2022-SP-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2022-SP-04.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2022-SP-04.md,3140495,beca674fb536936a7cb1fbe32583a7482afed3017db1d501f4a7bd9f052ec7ed,39,47476,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2022-SP-05,CRDS-FY2022-SP-05,2023-03-01,W3,細胞制御技術　―細胞の潜在力を引き出す分子モダリティのシーズ創出―,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2022-SP-05.html,https://www.jst.go.jp/crds/pdf/2022/SP/CRDS-FY2022-SP-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2022-SP-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2022-SP-05.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2022-SP-05.md,4265389,136f5261652151d6d0ad9a950c44f7ad174898da53b25b1bf47bd323a03fc3b7,39,64259,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2022-SP-06,CRDS-FY2022-SP-06,2023-03-01,W3,半導体デバイス革新に向けた材料開発戦略　～2次元半導体材料の新規導入～,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2022-SP-06.html,https://www.jst.go.jp/crds/pdf/2022/SP/CRDS-FY2022-SP-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2022-SP-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2022-SP-06.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2022-SP-06.md,2456392,430d830986591994552f0770102cc5aae0779ab5d90f0f441c6d6bf22a49e1ef,55,92395,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2022-SP-07,CRDS-FY2022-SP-07,2023-03-01,W3,情報・物理・数理の共創　～非平衡ダイナミクスの理解が見せる新たな景色～,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2022-SP-07.html,https://www.jst.go.jp/crds/pdf/2022/SP/CRDS-FY2022-SP-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2022-SP-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2022-SP-07.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2022-SP-07.md,2720427,9fd8b78f151f7899be2a5e7b9d14ae8b2eb4f9fc7dca7009b11213e3cea76920,65,103629,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2022-SP-08,CRDS-FY2022-SP-08,2023-03-01,W3,バイオマス・ネガティブエミッション技術の実用化加速基盤研究,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2022-SP-08.html,https://www.jst.go.jp/crds/pdf/2022/SP/CRDS-FY2022-SP-08.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2022-SP-08.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2022-SP-08.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2022-SP-08.md,5223220,070ea8c428b4e1e12ac6b7618af447582e72a1b09202fe28cfe71057f18b402a,51,63762,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2022-SP-09,CRDS-FY2022-SP-09,2023-03-01,W3,電気－物質エネルギー変換技術の革新　～再生可能エネルギーの大量導入に向けた多様な反応場の実現～,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2022-SP-09.html,https://www.jst.go.jp/crds/pdf/2022/SP/CRDS-FY2022-SP-09.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2022-SP-09.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2022-SP-09.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2022-SP-09.md,3765821,e3b290583c9ecf66f4ccc4aacdf6cabffc7ad3cfd323e0c85e2470d15040178f,53,79617,官方PDF已保存并校验,,2026-08-22
S-CRDS-2023-01,CRDS-FY2023-SP-01,2023-05-01,W3,科学技術・イノベーションの土壌づくりとしてのELSI/RRI 戦略的な科学技術ガバナンスの実現に向けて,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2023-SP-01.html,https://www.jst.go.jp/crds/pdf/2023/SP/CRDS-FY2023-SP-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\S-CRDS-2023-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\S-CRDS-2023-01.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\S-CRDS-2023-01.md,7260213,542344a01771ca29bb58dce05a37e3e4f7f97eff6b360dcc09004012438257a3,96,156321,复用库内既有资产,,2026-08-22
C-CRDS-FY2023-RR-01,CRDS-FY2023-RR-01,2023-07-01,W3,論文・特許マップで見るナノテクノロジー・材料科学とライフサイエンス・臨床医学の融合展開,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较；中国科技政策与能力比较,https://www.jst.go.jp/crds/report/CRDS-FY2023-RR-01.html,https://www.jst.go.jp/crds/pdf/2023/RR/CRDS-FY2023-RR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2023-RR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2023-RR-01.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2023-RR-01.md,6254555,ddf937f3bbf92e6c9b5ffae1bd705cebe9d4e7bb8f932266512f6ba7b1f46c32,51,86160,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2023-RR-02,CRDS-FY2023-RR-02,2023-07-01,W3,人工知能研究の新潮流2　～基盤モデル・生成AIのインパクト～,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2023-RR-02.html,https://www.jst.go.jp/crds/pdf/2023/RR/CRDS-FY2023-RR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2023-RR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2023-RR-02.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2023-RR-02.md,9919044,905d0fd38521e96458e2dd8792a6759225fcb8e7d04c5ef00d4cf3beb41da472,277,509740,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2023-RR-03,CRDS-FY2023-RR-03,2023-08-01,W3,健康・医療トランスフォーメーション 科学技術・イノベーションの潮流,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2023-RR-03.html,https://www.jst.go.jp/crds/pdf/2023/RR/CRDS-FY2023-RR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2023-RR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2023-RR-03.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2023-RR-03.md,3971311,48d225fbd87d4652df81c2e558d7d96b89bb3f7c5ea5ac1c8d6fff0093f250d8,49,65412,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2023-SP-02,CRDS-FY2023-SP-02,2023-11-01,W3,計算物質科学の新展開　～デジタルツインによる材料創製基盤の革新～,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2023-SP-02.html,https://www.jst.go.jp/crds/pdf/2023/SP/CRDS-FY2023-SP-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2023-SP-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2023-SP-02.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2023-SP-02.md,1527112,b5943143486446f5d74309bafe0dedbab9ad6e105780daa2ba845a9a59d87c1c,36,47273,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2023-RR-04,CRDS-FY2023-RR-04,2023-12-01,W3,社会基盤としてのメタバースの可能性と課題,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2023-RR-04.html,https://www.jst.go.jp/crds/pdf/2023/RR/CRDS-FY2023-RR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2023-RR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2023-RR-04.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2023-RR-04.md,2692611,4d051791fbed1f56cedc8682e9deda2233317a7f04eb2aacd76db708b3739332,49,59506,官方PDF已保存并校验,,2026-08-22
