报告ID,发布日期,观察窗,报告名称,作者,资料角色,科技关联层级,主题标签,筛选依据,官方落地页,官方PDF,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-MERICS-29FE461F7E,2025-04-24,W3,"Lab leader, market ascender: China's rise in biotechnology",Alexander Brown；Jeroen Groenewegen-Lau,作者/项目正式研究,核心科技直接材料,生物、量子、航天与绿色技术；创新体系、科研与技术人才,MERICS官方sitemap正式报告；标题命中科技或技术地缘经济词族,https://merics.org/en/report/lab-leader-market-ascender-chinas-rise-biotechnology,https://merics.org/sites/default/files/2026-02/MERICS%20Report%20Biotech_02-2026.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-29FE461F7E.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-29FE461F7E.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-MERICS-29FE461F7E.md,728796,512700b4e927239bea3f14841af413b6f76b23eb7c9eebf9d8b23a7f8c8c4edf,28,87262,官方PDF已保存并校验,,2026-08-22
L-91429813C1,2025-06-24,W3,The trade-offs of innovating in China in times of global technology rivalry,Jeroen Groenewegen-Lau；Jacob Gunter,作者/项目正式研究,核心科技直接材料,先进制造、机器人与交通技术；创新体系、科研与技术人才,MERICS官方sitemap正式报告；标题命中科技或技术地缘经济词族,https://merics.org/en/report/trade-offs-innovating-china-times-global-technology-rivalry,https://merics.org/sites/default/files/2025-06/MERICS%20Innovation%20Report_250619_WEB_1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-91429813C1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-91429813C1.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\L-91429813C1.md,460401,aa89ca2b1ffd5164a8c17dc113f74ef97ddf66fb18c94da9fc0f3ba4c9e2a29c,20,47949,复用库内既有资产,,2026-08-22
L-0058448186,2025-06-26,W3,Quest for strategic autonomy? Europe grapples with the US-China rivalry,Bernhard Bartsch；Alexander Davey；Claudia Wessling,作者/项目正式研究,科技产业与经济安全基线,创新体系、科研与技术人才；供应链、技术管制与经济安全,MERICS官方sitemap正式报告；标题命中科技或技术地缘经济词族,https://merics.org/en/report/quest-strategic-autonomy-europe-grapples-us-china-rivalry,https://merics.org/sites/default/files/2025-06/ETNC%20Report%202025%20Quest-for-strategic-autonomy-europe-grapples-with-the-us-china-rivalry.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-0058448186.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-0058448186.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\L-0058448186.md,2856576,38d42940a83da962ee68f9fa5cfcdccb0c3c8e9298bd80f009fe68b2070cd99a,268,595373,复用库内既有资产,,2026-08-22
L-A62A2C0008,2025-07-22,W3,China’s drive toward self-reliance in artificial intelligence: from chips to large language models,Wendy Chang；Rebecca Arcesati；Antonia Hmaidi,作者/项目正式研究,核心科技直接材料,人工智能、芯片与算力；供应链、技术管制与经济安全,MERICS官方sitemap正式报告；标题命中科技或技术地缘经济词族,https://merics.org/en/report/chinas-drive-toward-self-reliance-artificial-intelligence-chips-large-language-models,https://merics.org/sites/default/files/2025-07/MERICS%20Report-AI_Stack_final.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-A62A2C0008.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-A62A2C0008.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\L-A62A2C0008.md,1072013,b1edfafbd060ed4a3a0d7278ba1efd03bb91d000c9e0e5f8d4462ed93dada30c,28,79798,复用库内既有资产,,2026-08-22
C-MERICS-21DF118F78,2025-10-22,W3,"The Arctic, outer space and influence-building: China and Russia join forces to expand in new strategic frontiers",Helena Legarda,作者/项目正式研究,核心科技直接材料,生物、量子、航天与绿色技术,MERICS官方sitemap正式报告；标题命中科技或技术地缘经济词族,https://merics.org/en/report/arctic-outer-space-and-influence-building-china-and-russia-join-forces-expand-new-strategic,https://merics.org/sites/default/files/2025-10/MERICS_Policy%20brief_China%27s%20strategic%20new%20frontiers_final.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-21DF118F78.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-21DF118F78.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-MERICS-21DF118F78.md,1541110,8994c13582d3f4526a278170db84ef439ff0f0fe7091b589ebd0adef3602d93f,22,45384,官方PDF已保存并校验,,2026-08-22
C-MERICS-FE5FE24631,2025-10-29,W3,Member states’ resilience efforts fall short of looming challenges: Europe-China Resilience Audit Update 2025,Grzegorz Stec,作者/项目正式研究,科技产业与经济安全基线,供应链、技术管制与经济安全,MERICS官方sitemap正式报告；标题命中科技或技术地缘经济词族,https://merics.org/en/report/member-states-resilience-efforts-fall-short-looming-challenges-europe-china-resilience-audit,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-MERICS-FE5FE24631.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-MERICS-FE5FE24631.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-MERICS-FE5FE24631.md,26398,890a40a2372b965ce78142f8c1e7993450a1239c6162f31c78b1c437240eb4cf,0,26056,官方网页全文已保存,,2026-08-22
C-MERICS-A30A8395C5,2025-10-29,W3,Profiling European countries' resilience towards China - 2025 Update,Esther Goreichy；Grzegorz Stec；Abigaël Vasselier,作者/项目正式研究,科技产业与经济安全基线,供应链、技术管制与经济安全,MERICS官方sitemap正式报告；标题命中科技或技术地缘经济词族,https://merics.org/en/report/profiling-european-countries-resilience-towards-china-2025-update,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-MERICS-A30A8395C5.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-MERICS-A30A8395C5.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-MERICS-A30A8395C5.md,48188,dc0aec3dc14a9cb1fe7532ee8584ce237cb192011033044380676c9f49831473,0,47492,官方网页全文已保存,,2026-08-22
L-A223A5C505,2026-02-11,W3,Orbital geopolitics: China's dual-use space internet,Altynay Junusova；Rebecca Arcesati；Antonia Hmaidi,作者/项目正式研究,核心科技直接材料,人工智能、芯片与算力；网络安全、数据与数字治理；先进制造、机器人与交通技术；生物、量子、航天与绿色技术；创新体系、科研与技术人才；供应链、技术管制与经济安全,MERICS官方sitemap正式报告；标题命中科技或技术地缘经济词族,https://merics.org/en/report/orbital-geopolitics-chinas-dual-use-space-internet,https://merics.org/sites/default/files/2026-02/MERICS%20CTO%20Report%20Low%20earth%20orbit%20final.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-A223A5C505.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-A223A5C505.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\L-A223A5C505.md,2039100,347b629c23b216247ccb671ec89060b37055dee675abece0b154c89f8ee10cb3,28,77906,复用库内既有资产,,2026-08-22
L-6AD2965D20,2026-04-30,W3,Embodied AI: China’s ambitious path to transform its robotics industry,Wendy Chang；Rebecca Arcesati；Altynay Junusova,作者/项目正式研究,核心科技直接材料,人工智能、芯片与算力；先进制造、机器人与交通技术,MERICS官方sitemap正式报告；标题命中科技或技术地缘经济词族,https://merics.org/en/report/embodied-ai-chinas-ambitious-path-transform-its-robotics-industry,https://merics.org/sites/default/files/2026-04/MER-RZ-Report-Embodied-AI-260422-Web.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-6AD2965D20.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-6AD2965D20.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\L-6AD2965D20.md,949697,76097a308a9a8fb5c8f348456a201b8966530c2d68464bf27e4f12dd9ebbe583,22,59724,复用库内既有资产,,2026-08-22
L-A5F166E167,2026-06-30,W3,"EU: Shepherded by Brussels, Europe awakens to Chinese technology",Rebecca Arcesati,作者/项目正式研究,核心科技直接材料,供应链、技术管制与经济安全,MERICS官方sitemap正式报告；标题命中科技或技术地缘经济词族,https://merics.org/en/report/eu-shepherded-brussels-europe-awakens-chinese-technology,https://merics.org/sites/default/files/2026-07/MERICS%2BETNC_Report_2026_WEB%20%281%29.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-6107A40D28.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-6107A40D28.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\L-6107A40D28.md,4138991,93d3bece83a7e8e7276904615a74e57de10b5011d813a0de36a48e36acf49199,196,571094,复用库内既有资产,,2026-08-22
C-MERICS-75D77CEFB2,2026-06-30,W3,Fragmented Europe: Dealing with China as a technology and innovation power,Bernhard Bartsch；Claudia Wessling；Rebecca Arcesati；Alexander Davey；Aurelio Insisa,作者/项目正式研究,核心科技直接材料,生物、量子、航天与绿色技术；创新体系、科研与技术人才；供应链、技术管制与经济安全,MERICS官方sitemap正式报告；标题命中科技或技术地缘经济词族,https://merics.org/en/report/fragmented-europe-dealing-china-technology-and-innovation-power,https://merics.org/sites/default/files/2026-07/MERICS%2BETNC_Report_2026_WEB%20%281%29.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-6107A40D28.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-6107A40D28.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\L-6107A40D28.md,4138991,93d3bece83a7e8e7276904615a74e57de10b5011d813a0de36a48e36acf49199,196,571094,关联既有官方PDF,,2026-08-22
L-6107A40D28,2026-06-30,W3,Ireland: Interlocking factors shape the approach to China in science-tech innovation,Alexander Davey,作者/项目正式研究,核心科技直接材料,创新体系、科研与技术人才,MERICS官方sitemap正式报告；标题命中科技或技术地缘经济词族,https://merics.org/en/report/ireland-interlocking-factors-shape-approach-china-science-tech-innovation,https://merics.org/sites/default/files/2026-07/MERICS%2BETNC_Report_2026_WEB%20%281%29.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-6107A40D28.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-6107A40D28.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\L-6107A40D28.md,4138991,93d3bece83a7e8e7276904615a74e57de10b5011d813a0de36a48e36acf49199,196,571094,复用库内既有资产,,2026-08-22
C-MERICS-EF97E60BCB,2026-06-30,W3,"Italy: Biopharma, automotive and telecoms sectors are facing China’s technological power",Aurelio Insisa,作者/项目正式研究,核心科技直接材料,先进制造、机器人与交通技术；生物、量子、航天与绿色技术,MERICS官方sitemap正式报告；标题命中科技或技术地缘经济词族,https://merics.org/en/report/italy-biopharma-automotive-and-telecoms-sectors-are-facing-chinas-technological-power,https://merics.org/sites/default/files/2026-07/MERICS%2BETNC_Report_2026_WEB%20%281%29.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-6107A40D28.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\L-6107A40D28.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\L-6107A40D28.md,4138991,93d3bece83a7e8e7276904615a74e57de10b5011d813a0de36a48e36acf49199,196,571094,关联既有官方PDF,,2026-08-22
