主题标签,报告ID,发布日期,观察窗,材料类型,报告名称,资料角色,官方摘要,本地原始资产,本地文本,官方落地页
网络安全与数字治理,C-ATL-823804,2025-06-25,W3,正式研究报告,Crash (exploit) and burn: Securing the offensive cyber supply chain to counter China in cyberspace,作者/项目正式研究,"If the United States wishes to compete in cyberspace, it must compete against China to secure its offensive cyber supply chain.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-823804.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-823804.txt,https://www.atlanticcouncil.org/in-depth-research-reports/report/crash-exploit-and-burn/
技术供应链与出口管制,C-ATL-823804,2025-06-25,W3,正式研究报告,Crash (exploit) and burn: Securing the offensive cyber supply chain to counter China in cyberspace,作者/项目正式研究,"If the United States wishes to compete in cyberspace, it must compete against China to secure its offensive cyber supply chain.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-823804.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-823804.txt,https://www.atlanticcouncil.org/in-depth-research-reports/report/crash-exploit-and-burn/
人工智能、芯片与算力,C-ATL-860637,2025-07-30,W3,正式研究报告,"To secure reprogrammable chips, the US must address supply chain risks",作者/项目正式研究,"This policy brief analyzes the FPGA supply chain for US firms and the trade-offs these companies make among risks to cost, availability, and security; assesses how those trade-offs will change given a shifting global environment; and recommends policy interventions for the US government.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-860637.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-860637.txt,https://www.atlanticcouncil.org/in-depth-research-reports/report/to-secure-reprogrammable-chips-the-us-must-address-supply-chain-risks/
技术供应链与出口管制,C-ATL-860637,2025-07-30,W3,正式研究报告,"To secure reprogrammable chips, the US must address supply chain risks",作者/项目正式研究,"This policy brief analyzes the FPGA supply chain for US firms and the trade-offs these companies make among risks to cost, availability, and security; assesses how those trade-offs will change given a shifting global environment; and recommends policy interventions for the US government.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-860637.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-860637.txt,https://www.atlanticcouncil.org/in-depth-research-reports/report/to-secure-reprogrammable-chips-the-us-must-address-supply-chain-risks/
人工智能、芯片与算力,C-ATL-863070,2025-07-30,W3,正式研究报告,The journey of reprogrammable semiconductors through their supply chain,作者/项目正式研究,This interactive offers a concise overview of the nuances that make the FPGA supply chain uniquely challenging.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-863070.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-863070.txt,https://www.atlanticcouncil.org/in-depth-research-reports/report/the-journey-of-reprogrammable-semiconductors-through-their-supply-chain/
技术供应链与出口管制,C-ATL-863070,2025-07-30,W3,正式研究报告,The journey of reprogrammable semiconductors through their supply chain,作者/项目正式研究,This interactive offers a concise overview of the nuances that make the FPGA supply chain uniquely challenging.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-863070.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-863070.txt,https://www.atlanticcouncil.org/in-depth-research-reports/report/the-journey-of-reprogrammable-semiconductors-through-their-supply-chain/
综合科技竞争,C-ATL-880143,2025-11-10,W3,正式研究报告,Is Europe waking up to the China challenge? How geopolitics are reshaping EU and transatlantic strategy,作者/项目正式研究,"China’s rising global ambitions challenge both US and European interests. By examining the EU’s gradual shift toward “de-risking” and gaps in transatlantic policy, this report offers insights for developing a more coherent and coordinated strategy to address Beijing’s economic and security challenges.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-880143.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-880143.txt,https://www.atlanticcouncil.org/in-depth-research-reports/report/is-europe-waking-up-to-the-china-challenge-how-geopolitics-are-reshaping-eu-and-transatlantic-strategy/
综合科技竞争,C-ATL-881558,2025-11-10,W3,正式研究报告,Lithuania’s policy on China: An unlikely EU trailblazer,作者/项目正式研究,"Lithuania’s defiance of Chinese pressure has made it a policy innovator in the EU, showing how a small state can strengthen collective resilience. Its firm stance on Taiwan and push for European unity have anchored the EU’s shift toward de-risking and closer transatlantic coordination.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-881558.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-881558.txt,https://www.atlanticcouncil.org/in-depth-research-reports/report/lithuanias-policy-on-china-an-unlikely-eu-trailblazer/
综合科技竞争,C-ATL-881664,2025-11-10,W3,正式研究报告,Italy’s policy on China: The Belt and Road gamble and its aftermath,作者/项目正式研究,"From the Silk Road to the Belt and Road Initiative, Italy’s relationship with China has shifted from early enthusiasm to cautious recalibration. Once Europe’s gateway for Beijing’s ambitions, Rome now frames its China policy around transatlantic solidarity, balancing economic opportunity with strategic prudence.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-881664.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-881664.txt,https://www.atlanticcouncil.org/in-depth-research-reports/report/italys-policy-on-china-the-belt-and-road-gamble-and-its-aftermath/
综合科技竞争,C-ATL-881692,2025-11-10,W3,正式研究报告,Germany’s policy on China: From win-win to strategic competition,作者/项目正式研究,"Germany’s China policy has shifted from economic optimism to cautious competition—balancing trade interests with mounting security concerns. Once built on deep interdependence, Berlin now prioritizes “de-risking” and resilience in its approach to Beijing.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-881692.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-881692.txt,https://www.atlanticcouncil.org/in-depth-research-reports/report/germanys-policy-on-china-from-win-win-to-strategic-competition/
综合科技竞争,C-ATL-881876,2025-11-10,W3,正式研究报告,Hungary’s policy on China: Doing Beijing’s bidding,作者/项目正式研究,"Under Prime Minister Viktor Orbán, Hungary has emerged as China’s closest ally within the EU, aligning its foreign policy with Beijing’s global agenda and repeatedly obstructing EU efforts to counter Chinese influence.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-881876.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-881876.txt,https://www.atlanticcouncil.org/in-depth-research-reports/report/hungarys-policy-on-china-doing-beijings-bidding/
综合科技竞争,C-ATL-881896,2025-11-10,W3,正式研究报告,Czechia’s policy on China: Swinging between engagement and de-risking,作者/项目正式研究,"Although Czechia emerged as one of the EU’s early hawks and whistleblowers on China, its overall stance has shifted markedly over the past two decades—oscillating between engagement and balancing, with the fluctuations largely driven by domestic political divisions and sustained Chinese influence efforts.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-881896.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-881896.txt,https://www.atlanticcouncil.org/in-depth-research-reports/report/czechias-policy-on-china-swinging-between-partnership-and-de-risking/
综合科技竞争,C-ATL-882365,2025-11-10,W3,正式研究报告,The European Commission’s role in steering Europe’s strategic outlook,作者/项目正式研究,"Over the past decade, the European Commission has led the EU’s pivot toward balancing and “de-risking” China. Trade and investment have been at the heart of this strategy, not only because of the Commission’s authority in these domains, but also because they are the primary channels through which China challenges Europe’s economic and political interests.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-882365.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-882365.txt,https://www.atlanticcouncil.org/in-depth-research-reports/report/the-european-commissions-role-in-steering-europes-strategic-outlook/
综合科技竞争,C-ATL-882418,2025-11-10,W3,正式研究报告,The geopolitical trends shaping the EU’s policies on China,作者/项目正式研究,"European policies on China are shaped by four major geopolitical trends: intensifying US-China competition, uncertainty about sustained US engagement in Europe and globally, China’s support for Russia’s war on Ukraine, and Beijing’s growing economic and technological challenge to the EU.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-882418.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-882418.txt,https://www.atlanticcouncil.org/in-depth-research-reports/report/the-geopolitical-trends-shaping-the-eus-policies-on-china/
综合科技竞争,C-ATL-882792,2025-11-10,W3,正式研究报告,France’s policy on China: Strategic autonomy and less naïveté,作者/项目正式研究,"Over the last decade, France’s long-standing engagement with China has transformed into a more nuanced and cautious dynamic, reflecting a growing emphasis on balancing. This shift is guided by France’s pursuit of strategic autonomy, its effort to “de-risk” economic and security ties, and the broader geopolitical realities unfolding in the Indo-Pacific.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-882792.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-882792.txt,https://www.atlanticcouncil.org/in-depth-research-reports/report/frances-policy-on-china-strategic-autonomy-and-less-naivete/
综合科技竞争,C-ATL-883361,2025-11-10,W3,正式研究报告,Poland’s policy on China: From partnership to skepticism,作者/项目正式研究,"Despite its traditionally transatlantic orientation, Poland pursued an engagement policy toward China until the late 2010s. However, unmet economic promises and Beijing’s alignment with Moscow following Russia’s invasion of Ukraine shifted Warsaw’s view of China from economic partner to systemic challenger.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-883361.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-883361.txt,https://www.atlanticcouncil.org/in-depth-research-reports/report/polands-policy-on-china-from-partnership-to-skepticism/
综合科技竞争,C-ATL-884104,2025-11-10,W3,正式研究报告,Convergence and divergence in US and EU policies on China,作者/项目正式研究,Where have US and EU polices on China drifted apart—and where do they converge? Identifying areas of conflict and alignment can help decision-makers on both sides of the Atlantic develop strategies to strengthen cooperation and more effectively counter China’s political and economic influence.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-884104.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-884104.txt,https://www.atlanticcouncil.org/in-depth-research-reports/report/convergence-and-divergence-in-us-and-eu-policies-on-china/
综合科技竞争,C-ATL-884162,2025-11-10,W3,正式研究报告,"How Europe deals with China in trade, technology, and security",作者/项目正式研究,"The EU’s approach to China is increasingly converging around “de-risking,” though progress remains uneven. While powerful member states set the overall direction, smaller ones drive change—and outliers slow collective action. Whether the EU can turn this patchwork into a unified strategy will define its China policy in the years ahead.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-884162.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-884162.txt,https://www.atlanticcouncil.org/in-depth-research-reports/report/how-europe-deals-with-china-in-trade-technology-and-security/
技术供应链与出口管制,C-ATL-884581,2025-11-10,W3,正式研究报告,Recommendations for coordinating US-EU policy,作者/项目正式研究,"To effectively counter China, the United States should prioritize closer coordination with the EU in key areas: economic security, supply chains, anti-coercion, and strategic investment. Joint efforts on trade and investment, technology, and security will be crucial to ensure aligned US-EU action.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-884581.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-884581.txt,https://www.atlanticcouncil.org/in-depth-research-reports/report/recommendations-for-coordinating-us-eu-policy/
人工智能、芯片与算力,C-ATL-902623,2026-02-10,W3,Atlantic Council战略论文,Global Foresight 2036,作者/项目正式研究,"In this year’s Global Foresight edition, our experts share findings from our survey of geostrategists on how human affairs could unfold over the next decade. Our scholars spot “snow leopards” that could have major unexpected impacts over the next decade. And our tech experts put AI’s forecasting ability to the test.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-902623.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-902623.txt,https://www.atlanticcouncil.org/content-series/atlantic-council-strategy-paper-series/global-foresight-2036/
综合科技竞争,C-ATL-902628,2026-02-10,W3,Atlantic Council战略论文,"Welcome to 2036: What the world could look like in ten years, according to nearly 450 experts",作者/项目正式研究,We polled geostrategists and foresight practitioners on our most burning questions about the biggest drivers of change over the next decade. Check out their forecasts on everything from the future of NATO to the rise of cryptocurrency.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-902628.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-902628.txt,https://www.atlanticcouncil.org/content-series/atlantic-council-strategy-paper-series/welcome-to-2036/
综合科技竞争,C-ATL-902633,2026-02-10,W3,Atlantic Council战略论文,The Global Foresight 2036 survey: Full results,作者/项目正式研究,"In the fall of 2025, the Atlantic Council’s Scowcroft Center for Strategy and Security surveyed the future, asking leading geostrategists and foresight experts around the world to answer our most burning questions about the biggest drivers of change over the next ten years. Here are the full results.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-902633.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-902633.txt,https://www.atlanticcouncil.org/content-series/atlantic-council-strategy-paper-series/the-global-foresight-2036-survey-full-results/
人工智能、芯片与算力,C-ATL-925101,2026-05-28,W3,议题简报,Information fires: Building C-C5ISRT advantage in competition,作者/项目政策简报,"Countering adversary command, control, communications, computers, cyber, intelligence, surveillance, reconnaissance, and targeting (C5ISRT) has emerged as a critical operational priority.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-925101.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-925101.txt,https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/information-fires-building-c-c5isrt-advantage-in-competition/
网络安全与数字治理,C-ATL-925101,2026-05-28,W3,议题简报,Information fires: Building C-C5ISRT advantage in competition,作者/项目政策简报,"Countering adversary command, control, communications, computers, cyber, intelligence, surveillance, reconnaissance, and targeting (C5ISRT) has emerged as a critical operational priority.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-925101.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-925101.txt,https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/information-fires-building-c-c5isrt-advantage-in-competition/
技术供应链与出口管制,C-ATL-928724,2026-06-11,W3,议题简报,"To stop Chinese dual-use battery dominance, the United States and South Korea need to team up",作者/项目政策简报,"Should China establish a global monopoly across battery supply chains, the military, strategic, and commercial implications for the US-ROK alliance will be profound.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-928724.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-928724.txt,https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/to-stop-chinese-dual-use-battery-dominance-the-united-states-and-south-korea-need-to-team-up/
网络安全与数字治理,C-ATL-927439,2026-06-16,W3,正式研究报告,Financing the end of the digital divide,作者/项目正式研究,"Digital connectivity has become a strategic geopolitical contest shaping the future of the global internet. This report examines China’s global digital infrastructure investments and the ways that the United States and its allies can leverage blended finance, partnerships, and policy to close the digital divide while offering a credible alternative to China’s expanding digital influence.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-927439.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-927439.txt,https://www.atlanticcouncil.org/in-depth-research-reports/report/financing-the-end-of-the-digital-divide/
人工智能、芯片与算力,C-ATL-929513,2026-06-23,W3,正式研究报告,Balancing openness and control: Cross-border health data and AI governance in China,作者/项目正式研究,"In China, health data is no longer just a medical resource—it is a strategic asset at the center of AI competition.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-929513.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-929513.txt,https://www.atlanticcouncil.org/in-depth-research-reports/report/balancing-openness-and-control-cross-border-health-data-and-ai-governance-in-china/
