报告ID,机构ID,机构名称,发布日期,日期精度,报告名称,官方文类,官方出版组,官方科学领域,作者,摘要,DOI,官方落地页,官方PDF入口,科技创新相关度,科技创新主轴,中国直接信号,全文策略,获取日期
C-EU-JRC-JRC139187,eu-jrc,European Commission Joint Research Centre,2024-01-01,年,Altitude Simulation for Vehicle Emissions Testing,Report,Technical reports,Energy and transport；Environment and climate change,CLAIROTTE Michael；TUTUIANU Monica；TRIKKA Maria；VALENTINI Sara；FINOCCHIARO Lorenzo；FACHERIS Giacomo；MACRI Paolo；CANEVARI Pierluigi；COTOGNO Giulio；FERRARESE Christian；FRANZETTI Jacopo；LOOS Robert；MANARA Dario；GRUENING Carsten；VALVERDE MORALES Victor；OTURA Marcos；MARTINI Giorgio；BONNEL Pierre,"As a follow-up of the Diesel gate scandal in 2015, EU legislation has been strengthened with the aim of reinforcing the testing procedures, and reducing the risk of presence of so-called defeat device. The updated Regulation (EU) 2018/858 define the obligation of the car manufacturers to provide to the type approval authorities a description of the emission strategies implemented in their vehicles. The verification of the absence of defeat device is done through the review of the declarations of the car manufacturers. This verification can be complemented by specific testing designed to apply the conditions in which potentially polluting emissions strategies are triggered. These conditions encompass environmental conditions encountered during the driving, like the temperature or the altitude. This report presents the very first results obtained with an Altimetric Constant Volume Sampler (ACVS) installed at the Joint Research Centre (JRC). The system simulates driving at different altitudes through changes of ambient temperature, humidity and pressure conditions at the vehicle’s engine air intake and tailpipe. It aims at increasing the technical capacity of the JRC to strengthen its tasks within the market surveillance of light-duty vehicles according to Regulation (EU) 2018/858. This new facility will support the verification of the environmental performance of light-duty vehicles, and the identification of Auxiliary Emission Strategies (AES). Based on the testing of three vehicles featuring different engine technologies, the performance of the ambient conditions simulations was very good, with an average Root Mean Square Error (RMSE) ranging from 1.4 m to 2.7 m for the altitude, from 1.2% to 4.2% for the relative humidity, and from 0.2°C to 1.1°C for the temperature. In addition, the measurement performance of the different instrumentations of the new facility were found accurate and consistent. The first results of the application of the altimetry simulation for the detection of defeat devices, and for the implementation of road to laboratory testing were promising, and thus open the path to more detailed and tailored AES investigation in the future. This new testing facility can fully support research activities as well as the detection of potential defeat devices, promoting this way cleaner vehicles on the road and better air quality.","['10.2760/8587598 (online)', '10.2760/6539218 (print)']",https://publications.jrc.ec.europa.eu/repository/handle/JRC139187,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC139187/JRC139187_01.pdf,支撑,科学体系与科研能力,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC139213,eu-jrc,European Commission Joint Research Centre,2024-01-01,年,Science-for-policy ecosystems through the eyes of professionals,Report,Science for policy,Information society；Innovation and growth；JRC corporate,SCHARFBILLIG Mario；KRIEGER Kristian；MELCHOR FERNANDEZ Lorenzo；ALMEIDA Mara；MAYER Marie Sophie；CANNATA Giuseppe,"This Joint Research Centre science for policy (S4P) report explores the perceived challenges for establishing and maintaining a well-functioning science–policy interface in the EU. To gather this information, a survey was conducted with around 500 S4P professionals from 22 EU Member States. Respondents to the survey identified a fragmented S4P ecosystem and lack of meeting opportunities as the main challenges for effective collaboration between policymakers and scientists. There is a general readiness to provide and utilise scientific knowledge, but the lack of a systematic approach to bring both sides together seems to hinder this process. The results point to substantive agreement across professional groups (knowledge producers, users and brokers) on the need for improvements, in particular concerning better skills, knowledge translation capacities and institutional support, to enhance S4P ecosystems. The limited sample size of the survey and the non-probabilistic sampling strategy employed means that the data do not show a fully representative view of European S4P professionals’ perspectives. Yet, they provide an entry point for exploring and guiding future perspectives of European S4P ecosystems. The report’s findings provide valuable insights for national and EU policy discussions on enhancing the use of science in policymaking, which can concretely help guide efforts to support S4P ecosystem-building activities, enhancing the translation capacities of scientists and knowledge brokers, and increasing the skills and competences of policymakers. The report also contributes to the European Commission’s recent initiatives to strengthen the connections between policymaking and scientific communities, as seen in the emerging research and public administration policies.",10.2760/7490500,https://publications.jrc.ec.europa.eu/repository/handle/JRC139213,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC139213/JRC139213_01.pdf,核心,科学体系与科研能力；科技人才与技能,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC139225,eu-jrc,European Commission Joint Research Centre,2024-01-01,年,"Clean Energy Technology Observatory: Hydropower and Pumped Storage Hydropower in the European Union - 2024 Status Report on Technology Development, Trends, Value Chains and Markets",Report,Technical reports,Energy and transport；Environment and climate change；Innovation and growth,QUARANTA Emanuele；GEORGAKAKI Aliki；LETOUT Simon；MOUNTRAKI Aikaterini；INCE Ela；GEA BERMUDEZ Juan,"Within the REPowerEU plan of May 2022, the European Commission set up the Clean Energy Technology Observatory (CETO) to help addressing the complexity and multi-faced character of the transition to a climate-neutral society in Europe. The EU’s ambitious energy and climate policies create a necessity to tackle the related challenges in a comprehensive manner, recognizing the important role for advanced technologies and innovation. Hydropower is included in the CETO, and it is the topic of this document, that updates the 2023 release . The energy crisis has highlighted the key role of hydropower in providing grid stability and dispatchable generation. Pumped-Storage Hydropower provides more than 90% of energy storage, and hydropower plants equipped with a reservoir can also provide water&energy storage and multi-purpose services. However, dams in freshwater and coastal water systems can cause environmental damages. As the European rivers are severely fragmented, this has led to impediment of fish migration; therefore, achieving the good status of surface waters requires for mitigation measures to also tackle the adverse impact of hydropower on aquatic environment. Sustainable hydropower needs to achieve a good balance between electricity generation and electricity grid services, impacts on ecosystems and benefits for society, supporting the achievement of the Green Deal targets and the objectives of renewable energy and water/environmental policies. This report highlights that several sustainable hydropower options exist in the European Union, such as: modernization of the existing hydropower fleet, hydropower integration and hybridization with other energy technologies (floating photovoltaics, heat extraction from generators, batteries), exploiting hidden hydropower in water and wastewater distribution networks, hydropower in existing and non-removable barriers (e.g. water mills) and hydrokinetic turbines. New water&energy storage sustainable solutions are also possible, e.g. new pumped-storage hydropower systems created by interconnecting reservoirs or exploiting abandoned open-pit mines. Digitalisation is also emerging as a relevant strategy to mitigate impacts along rivers and to optimize hydropower generation taking into account weather, technical, market and environmental factors. Multi-purpose reservoirs are a potential solution to grapple with climate changes, increased water demand and ensure flexible energy and storage, but they come also with costs and challenges. The report shows that the European hydropower sector plays a leading role at the global scale, holding the largest share of export and high-value inventions. The EU is very active in scientific publications, and China is the main competitor. Therefore, hydropower is a key sector to strengthen the competitiveness of the EU in an increasingly challenging world (e.g. energy crisis, climate changes, green and digital transition and the competitiveness of emerging economies). The report also tracks the trend of investments, the main EU funded research projects, and critically discusses some socio-economic and sustainability indicators, comparing them with those of the other clean energy technologies. The challenges, especially the environmental and policy ones, are also discussed in order to stimulate future researches and discussions, and to shade more light on the current state of the art of the technology.",10.2760/8354439,https://publications.jrc.ec.europa.eu/repository/handle/JRC139225,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC139225/JRC139225_01.pdf,核心,科学体系与科研能力；关键与新兴技术；产业创新与成果转化；创新测量与政策方法；国际合作与中国比较,是,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC139228,eu-jrc,European Commission Joint Research Centre,2024-01-01,年,"European Universities, Knowledge Alliances and the EIT’s HEI Initiative within their territorial ecosystems",Factsheet,Science for policy,Innovation and growth,WOOLFORD Jayne；ESPARZA MASANA Ricard,"Higher education (HE) is increasingly recognised as a driver of innovation and an actor of change in territorial transformation. Three EU initiatives specifically support the contribution of HE to territorial development and transformative innovation and were analysed to determine the extent of their impact. The impact of the initiatives and projects funded is highly heterogeneous, reflecting distinct territorial, institutional, policy and sectoral contexts across the EU, as well as varying institutional capabilities.",,https://publications.jrc.ec.europa.eu/repository/handle/JRC139228,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC139228/JRC139228_01.pdf,核心,,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC139240,eu-jrc,European Commission Joint Research Centre,2024-01-01,年,Addressing capability failure in demand-led industrial transitions,Report,Technical reports,Economic and monetary Union；Innovation and growth,PONTIKAKIS Dimitrios；PAPACHRISTOS George；JANSSEN Matthijs；MIEDZINSKI Michal；NORLEN Hedvig,"Public policy is now confronted with the exceptional challenge of transforming our current production and consumption systems within timeframes defined by imperatives such as climate change mitigation. To this end, there are large potential policy gains from aligning, synchronising and/or sequencing demand-side policies for solution deployment with supply-side policies for production capability accumulation and diversification. For example, fiscal policies and regulations in support of solution deployment for the challenge of climate change with policies in support of innovation, investment and skills development. The present note outlines the conceptual basis for the development of a new System Dynamics model that aspires to quantify these policy gains. The model will be empirically calibrated and intended to capture the joint dynamics of solution deployment (demand) and production capability accumulation and diversification (supply) taking place over time horizons of one or more decades. This will serve as a basis to evaluate the approximate contributions of various policies over time. To facilitate model development, we demarcate an initial analytical space that combines high value for policy, theoretical soundness, sufficient data availability and well-established empirical regularities. The ambition is to offer a simulation environment that allows quick policy experimentation, learning and improvement, and can therefore facilitate the design of powerful packages of policies potentially spanning several policy areas and levels of governance.",10.2760/9562090,https://publications.jrc.ec.europa.eu/repository/handle/JRC139240,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC139240/JRC139240_01.pdf,核心,产业创新与成果转化；科技人才与技能,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC139245,eu-jrc,European Commission Joint Research Centre,2024-01-01,年,Excellent science for European Policies,Factsheet,Science for policy,JRC corporate,PINILLA REDONDO Marina；JENSEN Kathrine,"We provide rigorous science for policymakers to help design, implement and evaluate policies. As the in-house research centre of the European Commission, we are unique in combining scientific excellence with direct policy support. Agile, forward-looking, and interdisciplinary, we anticipate policy issues, integrate knowledge across almost all policy fields and supply trustworthy evidence for policy for the benefit of society.",,https://publications.jrc.ec.europa.eu/repository/handle/JRC139245,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC139245/JRC139245_01.pdf,核心,科学体系与科研能力,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC139267,eu-jrc,European Commission Joint Research Centre,2024-01-01,年,"Clean Energy Technology Observatory: Novel Energy Storage in the European Union - 2024 Status Report on Technology Development, Trends, Value Chains and Markets",Report,Technical reports,Energy and transport,ROCA REINA Juan Carlos；VOLT Jonathan；CARLSSON Johan；INCE Ela；LETOUT Simon；MOUNTRAKI Aikaterini；EULAERTS Olivier Daniel；GRABOWSKA Marcelina,"This report analyses the technology status, value chain and markets of energy storage technologies which are considered ‘novel’. While most of the technologies covered are still in the research phase and therefore fall into the novel category, some classic energy storage technologies are also included to provide the bigger picture. Energy storage technologies can contribute significantly to the decarbonisation of the energy system, cost reduction, and the enhancement of energy system flexibility by saving large amounts of energy for a later moment of need. By deploying innovative energy storage technologies, the European Union can unlock new opportunities for the global energy transition.",10.2760/6320829,https://publications.jrc.ec.europa.eu/repository/handle/JRC139267,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC139267/JRC139267_01.pdf,核心,关键与新兴技术,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC139285,eu-jrc,European Commission Joint Research Centre,2024-01-01,年,"Clean Energy Technology Observatory: Carbon Capture, Utilisation and Storage in the European Union - 2024 Status Report on Technology Development, Trends, Value Chains and Markets",Report,Technical reports,Energy and transport；Environment and climate change；Innovation and growth,MARTINEZ CASTILLA Guillermo；TUMARA Drazen；MOUNTRAKI Aikaterini；LETOUT Simon；JAXA-ROZEN Marc；SCHMITZ Andreas；INCE Ela；GEORGAKAKI Aliki,"This report provides an overview of the current status, value chains and market positions of carbon capture utilisation and storage (CCUS) technologies in the EU as well as globally. In 2023, the CCUS industry experienced unprecedented growth globally, with all the projects under development summing up to more than 360 Mtpa of CO2 captured. While there are commercially available technologies across all steps of the CCUS chain, work is needed regarding the interconnection of those different steps. The costs of CCUS technologies vary widely depending on the industry, technology, location, plant design and regulatory frameworks in place. According to the review presented here, capture costs lie in the 40-90 EUR/t range for hard-to-abate industries such as cement and the iron and steel sector, while transport costs are within 2-30 EUR/t and storage within 5-35 EUR/t. Taking together Member State and EU funding, the EU was the world leader in public RD&I funding of CCUS technologies in 2022. Within the EU, Germany was the leader, followed by France and Denmark. Global venture capital investment at early stage reached a peak in 2023, with the US attracting most venture capital investment. Lastly, this report shows that new business models are being adopted for the deployment of CCUS projects. While most CCS projects currently in operation follow the full value chain model, issues with this model have resulted more recently in increased traction for partial value chain models, e.g. capture as a service, transport and storage as a service and self-capture with 3rd party offtake.",10.2760/0287566,https://publications.jrc.ec.europa.eu/repository/handle/JRC139285,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC139285/JRC139285_01.pdf,核心,研发投入与创新政策；关键与新兴技术；产业创新与成果转化,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC139286,eu-jrc,European Commission Joint Research Centre,2024-01-01,年,Smart Grid Interoperability Laboratory,Report,Technical reports,Energy and transport,ANDREADOU Nikoleta；GONZALEZ CUENCA Isabel；DE PAOLA Antonio；TARRAMERA GISBERT Angel；WILKENING Heinz；VON ESTORFF Ulrik；KOTSAKIS Evangelos,"The Smart Grid Interoperability Laboratory (SGIL) is situated in two sites of the Joint Research Centre of the European Commission, namely Ispra (Italy) and Petten (The Netherlands). The lab belong to the Energy Security, Distribution and Markets Unit and the activities vary from energy communities, storage issues, demand response programs to remote load control, home automation and energy smart appliances. The goal is to address issues related to energy digitalisation, serving the objectives of the European Green Deal. The activities in 2023 are highlighted in this report.",10.2760/0168227,https://publications.jrc.ec.europa.eu/repository/handle/JRC139286,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC139286/JRC139286_01.pdf,支撑,科学体系与科研能力,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC139297,eu-jrc,European Commission Joint Research Centre,2024-01-01,年,"Clean Energy Technology Observatory: Photovoltaics in the European Union - 2024 Status Report on Technology Development, Trends, Value Chains and Markets",Report,Technical reports,Energy and transport,CHATZIPANAGI Anatoli；JAEGER-WALDAU Arnulf；LETOUT Simon；MOUNTRAKI Aikaterini；GEA BERMUDEZ Juan；GEORGAKAKI Aliki；INCE Ela；SCHMITZ Andreas,"As part of the Clean Energy Technology Observatory (CETO), this report on Photovoltaics (PV) is built on three sections: the technology state of the art, future developments and trends, the value chain analysis and the EU position and global competitiveness. PV is the fastest-growing source of electricity production from renewable energies and a pillar for EU’s energy transition. According to projections, an even broader deployment of photovoltaic systems is required in order to achieve the goals set in the European Green Deal (EGD). The current trend of the EU market shows that it is growing faster than what is required to reach the new PV system capacity installations by 2030 as described in the EU Solar Strategy communication. As the overall global demand for PV components is growing even faster than in the EU and trade frictions can occur, precaution is required to avoid a fallout of international supply chain disruptions on the deployment of PV in the EU. To hedge such a risk, the EU value chain should be able to supply at least 25-35 % of the EU market. At the moment, this is possible for the production of polysilicon, backsheets, contact materials, inverters and balance of system components. Additional new capacities for wafers, cells and solar glass production are needed.",10.2760/1812909,https://publications.jrc.ec.europa.eu/repository/handle/JRC139297,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC139297/JRC139297_01.pdf,核心,关键与新兴技术；产业创新与成果转化,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC139306,eu-jrc,European Commission Joint Research Centre,2024-01-01,年,"Clean Energy Technology Observatory: Smart Grids in the European Union - 2024 Status Report on Technology Development, Trends, Value Chains and Markets",Report,Technical reports,Energy and transport；Information society；Innovation and growth,DE PAOLA Antonio；ANDREADOU Nikoleta；KOTSAKIS Evangelos,"This annual CETO report provides an overview of technological trends and market issues on selected topics regarding the electricity grid and the “smart grid of the future”. The analysis this year focuses on grid infrastructure, since the physical grid assets are increasingly being recognized as fundamental enablers of the smart grid transition and a potential source of criticalities for an effective and timely decarbonization of the energy system. It builds on the last year’s assessment of High Voltage Direct-Current (HVDC) connections, and analyses Alternating-Current (AC) lines and cables, and power transformers. For each of these two topics, their current status is reported in terms of technology developments and trends, value chain analysis and global competitiveness.",10.2760/4457720,https://publications.jrc.ec.europa.eu/repository/handle/JRC139306,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC139306/JRC139306_01.pdf,核心,关键与新兴技术；产业创新与成果转化,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC139310,eu-jrc,European Commission Joint Research Centre,2024-01-01,年,Materialising the Future - Horizon scanning for emerging technologies and breakthrough innovations in the field of advance materials for energy,Report,Science for policy,Innovation and growth,MOCHAN Antonia；FARINHA Joao；BAILEY Gwendolyn；RODRIGUEZ Lourdes；MATTEUCCI Francesco；POLVORA Alexandre,"This report documents the process and findings of a horizon scanning exercise, part of a series under the FUTURINNOV (FUTURe-oriented detection and assessment of emerging technologies and breakthrough INNOVation) project, a collaboration between the European Innovation Council (EIC) and the Joint Research Centre (JRC), aiming to bolster the EIC's strategic intelligence through foresight and anticipatory methodologies. The workshop, held on 13 May 2024, had as its primary goal the evaluation and prioritisation of trends and signals on emerging technologies and breakthrough innovation, across all technolo-gy readiness levels (TRLs), within the EIC's Advanced Materials portfolio and with a particular fo-cus on their use in the Energy sector. Signals for the workshop were gathered from experts, literature review, and text/data mining of patents, publications, and EU-funded projects. These signals were then scrutinised for their sig-nificance to the field's future by a diverse group of sector experts which led to the identification of nine key topics: accelerated material design/synthesis; biomaterials as part of the circular economy; advanced materials allowing new applications; closed loop battery recycling; innova-tions in catalysis; organic batteries for sustainable energy storage; design to performance bat-teries; design to cost batteries; and electrochemical water treatment. Furthermore, the workshop identified additional wild cards with high novelty and disruptive potential such as: circularity of materials (safe and sustainable by design); membranes / separators; process optimisation; 3D printing of electrode materials for energy and environmental engineering applications; and use of AI for the study of materials. Participants also highlighted various factors that could influence the development, adoption, and promotion of these emerging technologies, which can be grouped under the following categories: governance and compliance frameworks; funding; collaboration and knowledge exchange; sustainable and efficient development; infrastructure and technological advancement and limita-tions; industry and market dynamics and constraints; innovation and risk management; supply chain and raw materials; and talent development.","['10.2760/5639916 (online)', '10.2760/1708096 (print)']",https://publications.jrc.ec.europa.eu/repository/handle/JRC139310,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC139310/JRC139310_01.pdf,核心,研发投入与创新政策；关键与新兴技术；产业创新与成果转化；科技人才与技能；创新测量与政策方法,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC139312,eu-jrc,European Commission Joint Research Centre,2024-01-01,年,"Clean Energy Technology Observatory: Geothermal Energy in the European Union - 2024 Status Report on Technology Development, Trends, Value Chains and Markets",Report,Technical reports,Energy and transport,TAYLOR Nigel；GEORGAKAKI Aliki；INCE Ela；LETOUT Simon；MOUNTRAKI Aikaterini；GEA BERMUDEZ Juan；SCHMITZ Andreas,"The EU’s geothermal energy sector, although small, has considerable potential to support the bloc's energy transition. This annual update report highlights the status of both power and direct heat applications, covering technology development, value chains, and markets. Despite being a well-established technology, geothermal energy faces challenges such as high up-front expenses and complex licensing issues. However, innovative projects, such as closed-loop systems, and the integration of geothermal heating and cooling in industry and for agriculture offer promising opportunities for growth. The report also notes the need for increased research and innovation investments, for improved sustainability, and to address skills shortages.",10.2760/8898786,https://publications.jrc.ec.europa.eu/repository/handle/JRC139312,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC139312/JRC139312_01.pdf,核心,关键与新兴技术；产业创新与成果转化；科技人才与技能,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC139313,eu-jrc,European Commission Joint Research Centre,2024-01-01,年,Eyes on the Future - Signals from recent reports on emerging technologies and breakthrough innovations to support European Innovation Council strategic intelligence - Volume 2,Report,Science for policy,Innovation and growth,FARINHA Joao；MOCHAN Antonia；RIVEONG Daniel；BAILEY Gwendolyn；POLVORA Alexandre,"This report, part of the FUTURINNOV project—a collaboration between the European Commission’s Joint Research Centre and the European Innovation Council and SMEs Executive Agency—provides the second literature review of third-party reports, in a continuous workstream that surfaces periodically cross-sector emerging technologies and breakthrough innovations. It summarises findings in a final selection of 30 signals and trends through an iterative methodology focused on their potential impact and novelty. These findings are categorised and analysed across the 10 critical technology areas defined by the European Commission, as well as through other frameworks such as the Strategic Technologies for Europe Platform and the EIC’s portfolios and specific taxonomy. The report concludes with a cross-cutting analysis and offers recommendations to support the EIC’s strategic intelligence, particularly in prioritising innovation funding. Additionally, it aims to raise awareness among EU policymakers about technological developments that may not yet be widely known.","['10.2760/7083666 (online)', '10.2760/9536236 (print)']",https://publications.jrc.ec.europa.eu/repository/handle/JRC139313,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC139313/JRC139313_01.pdf,核心,研发投入与创新政策；关键与新兴技术,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC139320,eu-jrc,European Commission Joint Research Centre,2024-01-01,年,"Clean Energy Technology Observatory: Wind Energy in the European Union - 2024 Status Report on Technology Development, Trends, Value Chains and Markets",Report,Technical reports,Energy and transport,MC GOVERN Lucie；TAPOGLOU Evdokia；GEORGAKAKI Aliki；MOUNTRAKI Aikaterini；LETOUT Simon；INCE Ela；GEA BERMUDEZ Juan；SCHMITZ Andreas；GRABOWSKA Marcelina,"The aim of this report is to provide an update of the state of the art of wind energy technology. This includes utility-scale onshore and offshore wind and, when available, selected findings on technologies at a lower maturity level. Research and development trends are analysed, focussing particularly on the technology progress made in EU-funded research by the end of 2023 in view of SET-Plan targets. This report also assesses the EU’s global competitiveness within the wind value chain and identifies potential bottlenecks and supply risks.",10.2760/0882709,https://publications.jrc.ec.europa.eu/repository/handle/JRC139320,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC139320/JRC139320_01.pdf,核心,研发投入与创新政策；关键与新兴技术；产业创新与成果转化,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC139325,eu-jrc,European Commission Joint Research Centre,2024-01-01,年,"Clean Energy Technology Observatory: Ocean Energy in the European Union - 2024 Status Report on Technology Development, Trends, Value Chains and Markets",Report,Technical reports,Energy and transport,TAPOGLOU Evdokia；MC GOVERN Lucie；GEORGAKAKI Aliki；MOUNTRAKI Aikaterini；LETOUT Simon；INCE Ela；GEA BERMUDEZ Juan；SCHMITZ Andreas；GRABOWSKA Marcelina,"Ocean energy has been acknowledged in the context of the European Energy Union as a fundamental research and development priority to achieve the 2050 climate objectives. The European Green Deal, which aims to make Europe the first climate-neutral continent, included ocean energy in the technologies necessary for a transition to climate neutrality. Since then, ocean energy has been supported by multiple policy frameworks, including the Renewable Energy Directive (RED III), the Offshore Renewable Energy Strategy, Horizon Europe, the European Union's Blue Economy Strategy, and the State Aid Guidelines for Climate. These policies have created a favourable environment for the development and deployment of ocean energy technologies, which have the potential to contribute significantly to the European Union's energy mix and decarbonisation goals. The aim of this report is to provide an update of the state of the art of ocean energy technology, highlighting the progress made in recent years and the challenges that still need to be overcome. The report provides an analysis of R&D trends, focusing particularly on the technology progress made in EU-funded research until the end of 2023. It assesses the current status of ocean energy technologies, including tidal, wave, and other forms of ocean energy, and evaluates their potential to contribute to the European Union's energy mix.",10.2760/1244922,https://publications.jrc.ec.europa.eu/repository/handle/JRC139325,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC139325/JRC139325_01.pdf,核心,研发投入与创新政策；关键与新兴技术,否,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC139326,eu-jrc,European Commission Joint Research Centre,2024-01-01,年,Corporate Venture Capital in the Automotive Sector,Report,Science for policy,Energy and transport；Innovation and growth；JRC corporate,GAVIGAN James；FAKO Peter；COMPANO Ramon,"The ongoing transformation of the automotive sector is in part driven by factors such as the unrelenting onslaught of electric/hybrid powertrain technologies, in-vehicle and networked software applications, rising demand for electric vehicles, and the emergence of new entrants like Tesla and others notably in China. The response of automotive firms to these challenges includes, inter alia, Open Innovation (OI) tools and strategies of which Corporate Venture Capital (CVC) is one element. CVC investments by large automotive companies are globally spread, but there is a clear concentration of these investments in the US, particularly in California. The vast majority of CVC investments in startups are made in conjunction with other co-investors, reflecting the high-risk nature of the innovative technologies being developed. Newcomers to the automotive industry, such as Tesla and BYD, are primarily beneficiaries of venture capital financing, including corporate VC, rather than themselves engaging in venture financing. Despite a drop in CVC in 2023, the rising trend in automotive CVC may return over the medium to long term, driven by increasing startup activity in automotive-relevant areas.",,https://publications.jrc.ec.europa.eu/repository/handle/JRC139326,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC139326/JRC139326_01.pdf,核心,产业创新与成果转化；国际合作与中国比较,是,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
C-EU-JRC-JRC139331,eu-jrc,European Commission Joint Research Centre,2024-01-01,年,"Clean Energy Technology Observatory: Bioenergy in the European Union - 2024 Status Report on Technology Development, Trends, Value Chains and Markets",Report,Technical reports,Energy and transport,MOTOLA Vincenzo；SCARLAT Nicolae；REJTHAROVA Jana；HURTIG Oliver；BUFFI Marco；GEORGAKAKI Aliki；LETOUT Simon；MOUNTRAKI Aikaterini；SALVUCCI Raffaele；RÓZSAI Máté；SCHADE Burkhard,"The report provides a detailed examination of the bioenergy sector within the European Union (EU), highlighting its significance in the global context and its role in the transition towards a low-carbon economy. The report is an update of the CETO 2023 report. The report offers insights into the development and status of various bioenergy technologies, funding landscapes, economic contributions, and employment trends within the EU. The report also contrasts the EU's bioenergy sector with that of other regions, particularly the US and China. The report details the Technology Readiness Level (TRL) of various bioenergy technologies, such as anaerobic digestion, biomass combustion, gasification, pyrolysis, hydrothermal processing, and torrefaction. The report provides comprehensive data on the growth of biogas and biomethane production in the EU, illustrating significant increases in production capacity and the number of new plants. These metrics highlight the rapid development and scaling of bioenergy projects within the EU. The report includes detailed information on public and private funding for bioenergy research and development (R&D). The report also discusses the role of various funding agencies and programmes. The report highlights the volatility in private R&D funding and the disparity in investment stages between the EU and the US, providing a nuanced understanding of the funding landscape. The report also delves into the economic indicators essential for understanding the sector's impact on the broader EU economy. The report underscores the importance of continued investment, technological development, and international collaboration to ensure the bioenergy sector's growth and sustainability.",10.2760/0461007,https://publications.jrc.ec.europa.eu/repository/handle/JRC139331,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC139331/JRC139331_01.pdf,核心,研发投入与创新政策；关键与新兴技术；创新测量与政策方法；国际合作与中国比较,是,总目录保留；等待科技创新机制增量与跨期节点筛选,2026-08-23
